Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9425696,-,-,-,-6.22,-36.03,-3,238,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Pressure,Wind Speed
2021,1,1,0,0,24.1,0,0,0,0,86.39,988,4.7
2021,1,1,1,0,23.900000000000002,0,0,0,0,87.21000000000001,988,4.3
2021,1,1,2,0,23.700000000000003,0,0,0,0,87.95,987,4
2021,1,1,3,0,23.6,0,0,0,0,88.49,988,3.7
2021,1,1,4,0,23.400000000000002,0,0,0,0,89.45,988,3.5
2021,1,1,5,0,23.5,0,0,0,0,88.9,989,3.8000000000000003
2021,1,1,6,0,25.200000000000003,45,491,0,129,78.74,989,5.1000000000000005
2021,1,1,7,0,27.700000000000003,72,757,0,375,64.56,990,5.6000000000000005
2021,1,1,8,0,30.3,86,873,0,616,52.61,990,5.5
2021,1,1,9,0,32.6,99,928,1,818,43.75,990,5.2
2021,1,1,10,0,34.300000000000004,106,959,0,961,37.97,989,5
2021,1,1,11,0,35.6,111,972,0,1035,34.19,988,4.800000000000001
2021,1,1,12,0,36.2,117,960,0,1028,32.24,987,4.800000000000001
2021,1,1,13,0,36.300000000000004,117,940,0,948,31.38,986,4.9
2021,1,1,14,0,35.9,110,901,0,798,31.78,986,5
2021,1,1,15,0,34.800000000000004,99,831,1,592,33.87,986,5.2
2021,1,1,16,0,33,79,700,0,349,38.22,986,5.300000000000001
2021,1,1,17,0,30.5,46,411,0,109,46.13,987,5.1000000000000005
2021,1,1,18,0,28.400000000000002,0,0,0,0,55.5,988,5
2021,1,1,19,0,26.8,0,0,0,0,64.48,989,5.5
2021,1,1,20,0,25.6,0,0,0,0,71.75,989,5.4
2021,1,1,21,0,24.900000000000002,0,0,0,0,76.15,989,5.1000000000000005
2021,1,1,22,0,24.3,0,0,0,0,79.54,989,4.800000000000001
2021,1,1,23,0,23.8,0,0,0,0,82.15,988,4.5
2021,1,2,0,0,23.400000000000002,0,0,0,0,84.14,988,4.3
2021,1,2,1,0,23.1,0,0,0,0,85.42,987,4.1000000000000005
2021,1,2,2,0,22.900000000000002,0,0,1,0,86.36,987,3.7
2021,1,2,3,0,22.6,0,0,0,0,88.02,987,3.3000000000000003
2021,1,2,4,0,22.400000000000002,0,0,0,0,89.33,988,3
2021,1,2,5,0,22.6,0,0,0,0,88.63,989,3.1
2021,1,2,6,0,24.900000000000002,45,487,0,128,75.31,989,4.4
2021,1,2,7,0,27.700000000000003,71,764,0,376,60.910000000000004,989,4.7
2021,1,2,8,0,30.400000000000002,82,887,0,619,49.65,989,4.6000000000000005
2021,1,2,9,0,32.9,91,947,0,823,40.59,989,4.5
2021,1,2,10,0,34.9,98,978,0,969,34.31,988,4.4
2021,1,2,11,0,36.2,102,989,0,1042,30.560000000000002,987,4.5
2021,1,2,12,0,36.9,107,981,0,1039,28.46,986,4.7
2021,1,2,13,0,36.9,105,962,0,958,28.060000000000002,985,4.9
2021,1,2,14,0,36.2,100,924,0,807,29.43,985,5.2
2021,1,2,15,0,34.800000000000004,91,854,0,599,32.74,985,5.5
2021,1,2,16,0,32.6,75,726,1,356,38.93,985,5.800000000000001
2021,1,2,17,0,29.900000000000002,44,438,0,112,48.74,986,5.7
2021,1,2,18,0,27.8,0,0,0,0,59.550000000000004,987,5.6000000000000005
2021,1,2,19,0,26.3,0,0,0,0,69.33,988,5.6000000000000005
2021,1,2,20,0,25.3,0,0,0,0,76.68,988,5.2
2021,1,2,21,0,24.700000000000003,0,0,0,0,81.49,988,4.800000000000001
2021,1,2,22,0,24.200000000000003,0,0,0,0,85.16,988,4.4
2021,1,2,23,0,23.900000000000002,0,0,0,0,87.19,987,4.1000000000000005
2021,1,3,0,0,23.6,0,0,0,0,88.68,986,3.8000000000000003
2021,1,3,1,0,23.400000000000002,0,0,0,0,89.68,986,3.3000000000000003
2021,1,3,2,0,23.200000000000003,0,0,0,0,90.55,986,3.1
2021,1,3,3,0,23,0,0,0,0,91.44,986,2.8000000000000003
2021,1,3,4,0,22.900000000000002,0,0,0,0,92,987,2.7
2021,1,3,5,0,23.1,0,0,0,0,91.06,987,2.8000000000000003
2021,1,3,6,0,25.1,47,462,0,125,80,988,4
2021,1,3,7,0,27.8,208,254,3,309,65.16,988,4.5
2021,1,3,8,0,30.400000000000002,219,447,7,489,53.88,988,4.5
2021,1,3,9,0,32.6,388,390,2,689,45.67,988,4.5
2021,1,3,10,0,34.4,111,957,0,964,39.76,987,4.5
2021,1,3,11,0,35.5,116,970,0,1039,36.2,986,4.7
2021,1,3,12,0,36.1,121,961,1,1034,34.17,985,4.800000000000001
2021,1,3,13,0,36,121,940,1,954,33.87,984,5.1000000000000005
2021,1,3,14,0,35.2,115,896,1,802,35.31,984,5.300000000000001
2021,1,3,15,0,33.9,305,46,2,333,38.02,984,5.4
2021,1,3,16,0,32,14,0,3,14,43.09,985,5.4
2021,1,3,17,0,29.700000000000003,49,385,0,110,51.31,986,5.2
2021,1,3,18,0,27.900000000000002,0,0,0,0,60.25,987,5
2021,1,3,19,0,26.6,0,0,0,0,68.37,988,4.9
2021,1,3,20,0,25.6,0,0,0,0,75.51,988,4.800000000000001
2021,1,3,21,0,24.900000000000002,0,0,0,0,80.78,988,4.5
2021,1,3,22,0,24.400000000000002,0,0,0,0,84.38,988,4.3
2021,1,3,23,0,24.1,0,0,0,0,86.31,987,4.2
2021,1,4,0,0,23.900000000000002,0,0,1,0,87.77,987,3.9000000000000004
2021,1,4,1,0,23.6,0,0,0,0,89.84,986,3.5
2021,1,4,2,0,23.400000000000002,0,0,0,0,91.60000000000001,986,3.3000000000000003
2021,1,4,3,0,23.3,0,0,0,0,92.74,986,3
2021,1,4,4,0,23.200000000000003,0,0,0,0,93.75,987,2.9000000000000004
2021,1,4,5,0,23.5,0,0,3,0,92.46000000000001,987,3.3000000000000003
2021,1,4,6,0,25.400000000000002,43,500,0,126,81.16,988,4.5
2021,1,4,7,0,28,68,769,0,373,65.15,988,5.1000000000000005
2021,1,4,8,0,30.5,83,882,0,615,53.35,988,5.1000000000000005
2021,1,4,9,0,32.6,94,939,0,819,45.09,988,5
2021,1,4,10,0,34.2,102,967,0,964,39.34,988,4.9
2021,1,4,11,0,35.2,108,977,0,1038,35.92,987,4.9
2021,1,4,12,0,35.5,115,966,0,1034,34.68,986,5
2021,1,4,13,0,35.300000000000004,116,943,0,954,34.89,986,5.2
2021,1,4,14,0,34.4,113,897,0,802,36.74,985,5.300000000000001
2021,1,4,15,0,33.2,338,199,3,457,39.69,985,5.4
2021,1,4,16,0,31.3,86,684,1,353,45.18,986,5.4
2021,1,4,17,0,29.200000000000003,50,385,0,112,52.9,986,5.1000000000000005
2021,1,4,18,0,27.700000000000003,0,0,0,0,60.42,987,4.9
2021,1,4,19,0,26.700000000000003,0,0,1,0,66.6,988,4.7
2021,1,4,20,0,25.900000000000002,0,0,0,0,71.89,989,4.6000000000000005
2021,1,4,21,0,25.3,0,0,3,0,75.66,989,4.3
2021,1,4,22,0,24.900000000000002,0,0,0,0,77.91,988,4.2
2021,1,4,23,0,24.6,0,0,0,0,79.5,988,4.1000000000000005
2021,1,5,0,0,24.200000000000003,0,0,0,0,81.38,987,4
2021,1,5,1,0,23.900000000000002,0,0,0,0,82.81,987,3.7
2021,1,5,2,0,23.6,0,0,0,0,84.17,987,3.4000000000000004
2021,1,5,3,0,23.3,0,0,0,0,85.59,988,3.2
2021,1,5,4,0,23.1,0,0,0,0,86.48,988,3.1
2021,1,5,5,0,23.200000000000003,0,0,0,0,85.97,989,3.4000000000000004
2021,1,5,6,0,25.3,46,463,0,122,73.95,989,4.7
2021,1,5,7,0,27.900000000000002,74,751,0,371,60.64,989,5.1000000000000005
2021,1,5,8,0,30.5,89,878,0,617,49.75,989,5
2021,1,5,9,0,32.800000000000004,99,938,0,822,41.45,989,4.800000000000001
2021,1,5,10,0,34.7,105,972,0,971,35.39,989,4.7
2021,1,5,11,0,36,109,985,0,1047,31.470000000000002,988,4.7
2021,1,5,12,0,36.6,110,981,0,1044,29.490000000000002,987,4.800000000000001
2021,1,5,13,0,36.5,109,963,1,965,29.38,986,5
2021,1,5,14,0,35.800000000000004,104,923,1,814,30.7,985,5.2
2021,1,5,15,0,34.5,96,851,0,606,33.46,985,5.300000000000001
2021,1,5,16,0,32.5,80,717,1,361,38.54,986,5.5
2021,1,5,17,0,30.200000000000003,48,422,0,117,46.11,986,5.4
2021,1,5,18,0,28.3,0,0,0,0,54.65,987,5.4
2021,1,5,19,0,26.900000000000002,0,0,0,0,62.13,988,5.5
2021,1,5,20,0,25.900000000000002,0,0,0,0,67.88,989,5.300000000000001
2021,1,5,21,0,25.1,0,0,0,0,72.43,989,5
2021,1,5,22,0,24.5,0,0,0,0,75.95,988,4.7
2021,1,5,23,0,23.900000000000002,0,0,0,0,79.60000000000001,987,4.4
