Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9425696,-,-,-,-6.22,-36.03,-3,238,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Pressure,Wind Speed
2022,1,1,0,0,23.900000000000002,0,0,7,0,91.77,988,3.2
2022,1,1,1,0,23.700000000000003,0,0,3,0,92.32000000000001,987,3.2
2022,1,1,2,0,23.5,0,0,8,0,93.08,987,3.2
2022,1,1,3,0,23.400000000000002,0,0,8,0,93.34,987,3.2
2022,1,1,4,0,23.3,0,0,8,0,93.72,987,3.1
2022,1,1,5,0,23.400000000000002,0,0,7,0,93.35000000000001,988,3.4000000000000004
2022,1,1,6,0,25.1,90,107,3,109,83.19,988,4.800000000000001
2022,1,1,7,0,27.3,155,372,8,305,69.94,989,5.6000000000000005
2022,1,1,8,0,29.5,200,563,8,541,59.58,989,5.800000000000001
2022,1,1,9,0,31.200000000000003,267,492,7,647,53.06,989,6
2022,1,1,10,0,32.7,419,268,8,658,48.17,988,6
2022,1,1,11,0,33.7,167,742,8,873,45.07,988,6.1000000000000005
2022,1,1,12,0,34.1,337,445,7,759,43.75,987,6.1000000000000005
2022,1,1,13,0,33.800000000000004,423,188,8,589,44.410000000000004,986,6
2022,1,1,14,0,33.1,326,321,7,571,46.04,986,5.9
2022,1,1,15,0,31.8,288,154,7,379,49.56,986,5.7
2022,1,1,16,0,30.200000000000003,139,13,7,144,54.76,986,5.4
2022,1,1,17,0,28.1,80,33,7,85,63.86,987,4.6000000000000005
2022,1,1,18,0,26.700000000000003,0,0,7,0,72.24,988,4.2
2022,1,1,19,0,25.8,0,0,7,0,78.54,989,3.9000000000000004
2022,1,1,20,0,25.1,0,0,7,0,83.7,989,3.7
2022,1,1,21,0,24.6,0,0,7,0,87.53,990,3.5
2022,1,1,22,0,24.200000000000003,0,0,8,0,90.12,989,3.5
2022,1,1,23,0,23.8,0,0,7,0,92.44,989,3.4000000000000004
2022,1,2,0,0,23.5,0,0,8,0,93.75,988,3.4000000000000004
2022,1,2,1,0,23.3,0,0,7,0,94.39,988,3.4000000000000004
2022,1,2,2,0,23.200000000000003,0,0,0,0,94.45,987,3.5
2022,1,2,3,0,23,0,0,0,0,95.26,987,3.5
2022,1,2,4,0,22.900000000000002,0,0,7,0,95.7,988,3.4000000000000004
2022,1,2,5,0,23.200000000000003,0,0,3,0,94.3,988,3.5
2022,1,2,6,0,24.900000000000002,91,85,3,105,84.51,989,4.7
2022,1,2,7,0,27.400000000000002,194,318,3,321,69.74,989,5.1000000000000005
2022,1,2,8,0,29.8,203,618,8,578,58.300000000000004,990,4.9
2022,1,2,9,0,31.900000000000002,220,605,8,688,49.97,989,4.7
2022,1,2,10,0,33.5,331,488,7,766,44.410000000000004,989,4.6000000000000005
2022,1,2,11,0,34.6,324,517,8,816,40.6,988,4.6000000000000005
2022,1,2,12,0,35.2,485,144,8,622,38.32,987,4.6000000000000005
2022,1,2,13,0,35.2,388,540,3,867,37.59,986,4.7
2022,1,2,14,0,34.7,446,132,3,547,38.13,986,4.800000000000001
2022,1,2,15,0,33.4,46,0,3,46,40.9,986,4.800000000000001
2022,1,2,16,0,31.5,7,0,7,7,46.58,986,4.800000000000001
2022,1,2,17,0,28.900000000000002,88,58,8,97,57.94,987,4.2
2022,1,2,18,0,27,0,0,7,0,68.82000000000001,988,4.3
2022,1,2,19,0,25.900000000000002,0,0,1,0,76.74,989,4.1000000000000005
2022,1,2,20,0,25.1,0,0,1,0,82.94,990,3.7
2022,1,2,21,0,24.5,0,0,0,0,87.48,990,3.5
2022,1,2,22,0,24.1,0,0,7,0,90.41,990,3.5
2022,1,2,23,0,23.900000000000002,0,0,0,0,91.68,989,3.5
2022,1,3,0,0,23.700000000000003,0,0,1,0,92.57000000000001,988,3.6
2022,1,3,1,0,23.5,0,0,7,0,93.28,988,3.6
2022,1,3,2,0,23.3,0,0,3,0,93.75,988,3.8000000000000003
2022,1,3,3,0,23.200000000000003,0,0,3,0,93.57000000000001,987,3.8000000000000003
2022,1,3,4,0,23.1,0,0,3,0,93.73,988,3.6
2022,1,3,5,0,23.3,0,0,3,0,92.72,989,3.7
2022,1,3,6,0,25,91,52,3,100,83.26,989,4.9
2022,1,3,7,0,27.3,203,25,3,212,69.75,990,5.6000000000000005
2022,1,3,8,0,29.5,193,512,8,503,59.21,990,5.5
2022,1,3,9,0,31.3,309,367,8,593,52.08,989,5.300000000000001
2022,1,3,10,0,32.800000000000004,275,605,8,814,46.99,989,5.1000000000000005
2022,1,3,11,0,33.800000000000004,440,475,3,892,43.62,988,4.9
2022,1,3,12,0,34.300000000000004,342,10,8,351,41.71,987,5
2022,1,3,13,0,34.1,501,250,3,722,41.83,986,5.1000000000000005
2022,1,3,14,0,33.4,343,333,8,598,43.63,986,5.2
2022,1,3,15,0,32.1,16,0,6,16,47.2,986,5.300000000000001
2022,1,3,16,0,30.3,28,0,6,28,53.29,986,5.1000000000000005
2022,1,3,17,0,28.1,31,0,6,31,63.35,987,4.3
2022,1,3,18,0,26.700000000000003,0,0,6,0,71.77,988,4.1000000000000005
2022,1,3,19,0,25.8,0,0,7,0,77.76,988,3.9000000000000004
2022,1,3,20,0,25.1,0,0,7,0,82.54,989,3.7
2022,1,3,21,0,24.5,0,0,8,0,86.23,989,3.7
2022,1,3,22,0,24,0,0,7,0,88.88,988,3.7
2022,1,3,23,0,23.6,0,0,8,0,90.66,987,3.8000000000000003
2022,1,4,0,0,23.3,0,0,7,0,91.61,986,3.7
2022,1,4,1,0,23,0,0,8,0,92.67,986,3.5
2022,1,4,2,0,22.900000000000002,0,0,8,0,92.45,986,3.4000000000000004
2022,1,4,3,0,22.700000000000003,0,0,3,0,93.08,986,3.1
2022,1,4,4,0,22.6,0,0,3,0,93.44,987,3
2022,1,4,5,0,22.8,0,0,3,0,92.56,987,3.3000000000000003
2022,1,4,6,0,24.700000000000003,46,457,0,122,82.22,988,4.7
2022,1,4,7,0,27.3,75,736,0,367,67.67,988,5.6000000000000005
2022,1,4,8,0,29.700000000000003,90,857,0,608,56.660000000000004,988,5.6000000000000005
2022,1,4,9,0,31.8,103,915,0,810,48.53,988,5.5
2022,1,4,10,0,33.4,110,949,0,956,42.97,987,5.300000000000001
2022,1,4,11,0,34.5,401,3,2,404,39.5,986,5
2022,1,4,12,0,34.9,332,1,3,333,38.18,985,4.800000000000001
2022,1,4,13,0,34.6,323,1,3,324,38.86,985,4.800000000000001
2022,1,4,14,0,33.800000000000004,395,61,3,442,40.95,984,4.9
2022,1,4,15,0,32.5,298,346,3,504,44.550000000000004,984,5.1000000000000005
2022,1,4,16,0,30.6,187,89,7,222,50.78,985,5.1000000000000005
2022,1,4,17,0,28.3,53,348,0,109,60.76,986,4.5
2022,1,4,18,0,26.8,0,0,1,0,69.69,987,4.3
2022,1,4,19,0,25.8,0,0,8,0,76.93,988,3.9000000000000004
2022,1,4,20,0,25.1,0,0,3,0,82.55,989,3.7
2022,1,4,21,0,24.5,0,0,8,0,87.09,989,3.6
2022,1,4,22,0,24.200000000000003,0,0,3,0,89.41,988,3.6
2022,1,4,23,0,23.900000000000002,0,0,3,0,91.14,987,3.5
2022,1,5,0,0,23.6,0,0,0,0,92.62,987,3.3000000000000003
2022,1,5,1,0,23.400000000000002,0,0,1,0,93.32000000000001,986,3
2022,1,5,2,0,23.200000000000003,0,0,3,0,94.04,986,2.8000000000000003
2022,1,5,3,0,23.1,0,0,3,0,94.41,987,2.8000000000000003
2022,1,5,4,0,23,0,0,7,0,94.77,987,2.7
2022,1,5,5,0,23.3,0,0,3,0,93.29,988,3
2022,1,5,6,0,25,84,12,3,86,83.73,988,4.2
2022,1,5,7,0,27.3,205,26,3,216,69.49,988,5
2022,1,5,8,0,29.5,345,150,3,435,58.79,988,5
2022,1,5,9,0,31.400000000000002,327,345,8,594,51.410000000000004,988,5
2022,1,5,10,0,32.9,253,595,8,782,45.88,987,4.9
2022,1,5,11,0,33.9,439,8,3,446,42.19,987,4.800000000000001
2022,1,5,12,0,34.300000000000004,465,127,8,585,40.38,986,4.800000000000001
2022,1,5,13,0,34.1,413,9,3,421,40.31,985,4.9
2022,1,5,14,0,33.300000000000004,309,390,7,609,41.94,985,5
2022,1,5,15,0,31.900000000000002,256,38,6,278,45.42,985,5.1000000000000005
2022,1,5,16,0,30.1,163,25,7,173,51.08,986,5
2022,1,5,17,0,27.900000000000002,68,10,8,70,60.42,987,4.2
2022,1,5,18,0,26.3,0,0,4,0,69.74,988,3.9000000000000004
2022,1,5,19,0,25.3,0,0,3,0,77.02,988,3.7
2022,1,5,20,0,24.6,0,0,7,0,82.89,989,3.4000000000000004
2022,1,5,21,0,24.200000000000003,0,0,7,0,86.72,989,3.1
2022,1,5,22,0,23.900000000000002,0,0,8,0,89.5,989,2.9000000000000004
2022,1,5,23,0,23.700000000000003,0,0,4,0,91.10000000000001,988,2.7
2022,1,6,0,0,23.5,0,0,4,0,92.4,987,2.4000000000000004
2022,1,6,1,0,23.200000000000003,0,0,4,0,94.11,987,2.1
2022,1,6,2,0,23.1,0,0,4,0,94.57000000000001,987,2
2022,1,6,3,0,23,0,0,3,0,94.99,987,2.1
2022,1,6,4,0,22.900000000000002,0,0,3,0,95.44,987,2.2
2022,1,6,5,0,23.200000000000003,0,0,1,0,94.05,987,2.6
2022,1,6,6,0,24.900000000000002,45,451,1,118,84.72,988,4
2022,1,6,7,0,27.3,72,735,0,361,70.98,988,4.800000000000001
2022,1,6,8,0,29.5,86,860,0,602,60.660000000000004,988,4.9
2022,1,6,9,0,31.400000000000002,101,912,0,804,53.43,988,4.800000000000001
2022,1,6,10,0,32.800000000000004,107,947,1,950,48.47,987,4.800000000000001
2022,1,6,11,0,33.800000000000004,109,963,0,1026,45.07,987,4.7
2022,1,6,12,0,34.2,113,957,0,1025,43.35,986,4.800000000000001
2022,1,6,13,0,34.1,161,0,3,161,42.910000000000004,985,4.800000000000001
2022,1,6,14,0,33.4,104,903,0,800,44.26,985,4.9
2022,1,6,15,0,31.900000000000002,88,822,7,582,48.28,985,5
2022,1,6,16,0,30,77,710,0,357,54.6,986,4.9
2022,1,6,17,0,27.8,73,3,3,73,64.39,987,4.1000000000000005
2022,1,6,18,0,26.200000000000003,0,0,8,0,73.87,988,3.8000000000000003
2022,1,6,19,0,25.3,0,0,3,0,80.49,989,3.7
2022,1,6,20,0,24.5,0,0,3,0,86.64,989,3.5
2022,1,6,21,0,24.1,0,0,0,0,90.25,989,3.3000000000000003
2022,1,6,22,0,23.900000000000002,0,0,3,0,92,989,3.2
2022,1,6,23,0,23.700000000000003,0,0,3,0,93.17,988,3.2
2022,1,7,0,0,23.6,0,0,1,0,93.41,987,3.1
2022,1,7,1,0,23.5,0,0,3,0,93.61,987,2.9000000000000004
2022,1,7,2,0,23.3,0,0,7,0,94.43,987,2.6
2022,1,7,3,0,23.1,0,0,0,0,95.21000000000001,987,2.5
2022,1,7,4,0,23,0,0,0,0,95.38,987,2.4000000000000004
2022,1,7,5,0,23.3,0,0,0,0,93.72,988,2.9000000000000004
2022,1,7,6,0,24.8,40,490,0,120,84.34,989,4
2022,1,7,7,0,27.200000000000003,67,759,0,365,69.60000000000001,989,4.5
2022,1,7,8,0,29.6,82,877,0,608,57.01,989,4.6000000000000005
2022,1,7,9,0,31.6,93,933,0,811,48.52,989,4.7
2022,1,7,10,0,33.1,101,962,0,958,43.43,988,4.7
2022,1,7,11,0,34.1,106,976,0,1035,40.64,988,4.9
2022,1,7,12,0,34.4,140,928,0,1024,39.9,987,5
2022,1,7,13,0,34.1,425,463,3,837,40.6,986,5.2
2022,1,7,14,0,33.300000000000004,446,182,3,586,42.480000000000004,985,5.300000000000001
2022,1,7,15,0,32.1,307,326,3,503,45.54,985,5.2
2022,1,7,16,0,30.3,217,161,3,281,51.13,986,5
2022,1,7,17,0,28.1,81,171,7,109,60.07,986,4.2
2022,1,7,18,0,26.5,0,0,0,0,69.11,987,3.8000000000000003
2022,1,7,19,0,25.400000000000002,0,0,0,0,76.73,988,3.7
