Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9425696,-,-,-,-6.22,-36.03,-3,238,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Pressure,Wind Speed
2019,1,1,0,0,24.1,0,0,0,0,85.69,988,4.2
2019,1,1,1,0,23.8,0,0,0,0,87.38,988,4
2019,1,1,2,0,23.6,0,0,0,0,88.78,988,3.7
2019,1,1,3,0,23.400000000000002,0,0,0,0,90.3,989,3.7
2019,1,1,4,0,23.3,0,0,0,0,91.17,989,3.6
2019,1,1,5,0,23.6,0,0,0,0,89.98,990,3.9000000000000004
2019,1,1,6,0,25.700000000000003,46,488,0,131,77.85000000000001,991,5.2
2019,1,1,7,0,28.5,73,756,0,377,62.730000000000004,991,5.800000000000001
2019,1,1,8,0,31.1,87,876,0,619,51.77,991,6
2019,1,1,9,0,33.4,104,923,0,819,43.75,990,6
2019,1,1,10,0,35,107,961,0,964,38.84,990,6.1000000000000005
2019,1,1,11,0,36.1,108,978,0,1038,35.6,989,6.2
2019,1,1,12,0,36.5,115,968,1,1033,34.1,988,6.4
2019,1,1,13,0,36.2,114,946,0,951,34.51,988,6.6000000000000005
2019,1,1,14,0,35.4,109,907,0,801,36,987,6.7
2019,1,1,15,0,34.1,99,834,1,593,38.83,987,6.7
2019,1,1,16,0,32.2,81,701,0,351,44.07,988,6.4
2019,1,1,17,0,29.900000000000002,48,394,0,109,52.29,989,5.7
2019,1,1,18,0,28.3,0,0,0,0,60.46,990,5.300000000000001
2019,1,1,19,0,27.200000000000003,0,0,0,0,67.53,991,5.300000000000001
2019,1,1,20,0,26.3,0,0,0,0,73.65,991,5.1000000000000005
2019,1,1,21,0,25.6,0,0,0,0,78.51,991,4.9
2019,1,1,22,0,25.1,0,0,0,0,81.94,991,4.7
2019,1,1,23,0,24.700000000000003,0,0,0,0,84.3,990,4.5
2019,1,2,0,0,24.400000000000002,0,0,0,0,86.11,990,4.3
2019,1,2,1,0,24.1,0,0,0,0,87.88,989,4
2019,1,2,2,0,23.900000000000002,0,0,0,0,89.23,990,3.8000000000000003
2019,1,2,3,0,23.700000000000003,0,0,0,0,90.45,990,3.8000000000000003
2019,1,2,4,0,23.400000000000002,0,0,0,0,92.25,990,3.8000000000000003
2019,1,2,5,0,23.6,0,0,0,0,91.47,991,4.2
2019,1,2,6,0,25.6,42,521,0,132,78.4,991,5.9
2019,1,2,7,0,28.3,69,777,0,380,62.78,991,6.5
2019,1,2,8,0,30.8,86,884,0,622,52,991,6.4
2019,1,2,9,0,33.1,97,943,0,826,43.25,991,6.300000000000001
2019,1,2,10,0,34.800000000000004,104,974,0,973,37.49,990,6.300000000000001
2019,1,2,11,0,35.9,538,268,2,793,33.94,989,6.4
2019,1,2,12,0,36.300000000000004,113,977,0,1040,32.52,988,6.6000000000000005
2019,1,2,13,0,36,114,951,0,957,32.93,988,6.800000000000001
2019,1,2,14,0,35.1,111,905,0,803,34.9,988,6.9
2019,1,2,15,0,33.6,103,827,0,594,38.51,988,6.9
2019,1,2,16,0,31.6,85,686,0,350,44.29,989,6.7
2019,1,2,17,0,29.200000000000003,49,379,0,108,52.63,990,6.2
2019,1,2,18,0,27.700000000000003,0,0,0,0,59.36,991,5.9
2019,1,2,19,0,26.6,0,0,0,0,64.55,991,5.6000000000000005
2019,1,2,20,0,25.8,0,0,0,0,68.42,992,5.300000000000001
2019,1,2,21,0,25.200000000000003,0,0,0,0,71.10000000000001,992,4.9
2019,1,2,22,0,24.8,0,0,0,0,72.79,991,4.5
2019,1,2,23,0,24.3,0,0,0,0,75.16,990,4.2
2019,1,3,0,0,23.900000000000002,0,0,0,0,77.58,989,3.9000000000000004
2019,1,3,1,0,23.5,0,0,0,0,80.5,989,3.7
2019,1,3,2,0,23.1,0,0,0,0,83.77,989,3.6
2019,1,3,3,0,22.8,0,0,0,0,86.68,989,3.6
2019,1,3,4,0,22.5,0,0,0,0,89.4,989,3.5
2019,1,3,5,0,22.8,0,0,0,0,88.69,990,3.9000000000000004
2019,1,3,6,0,25.1,48,449,0,124,75.17,990,5.6000000000000005
2019,1,3,7,0,28,77,738,0,371,59.32,990,6.2
2019,1,3,8,0,30.700000000000003,92,863,0,614,48.46,990,6.1000000000000005
2019,1,3,9,0,33.1,121,892,0,811,40.87,990,6
2019,1,3,10,0,34.800000000000004,131,926,0,955,36.35,989,5.9
2019,1,3,11,0,36,543,191,2,724,33.54,988,5.800000000000001
2019,1,3,12,0,36.5,546,218,2,753,32.59,988,5.800000000000001
2019,1,3,13,0,36.300000000000004,138,907,0,942,33.39,987,5.800000000000001
2019,1,3,14,0,35.4,132,859,0,790,35.76,987,5.800000000000001
2019,1,3,15,0,34,119,779,0,583,39.36,987,5.800000000000001
2019,1,3,16,0,32,95,637,0,343,45.11,988,5.800000000000001
2019,1,3,17,0,29.8,53,335,0,106,53,989,5.6000000000000005
2019,1,3,18,0,28.200000000000003,0,0,1,0,60.480000000000004,990,5.5
2019,1,3,19,0,27,0,0,7,0,66.69,991,5.5
2019,1,3,20,0,26.1,0,0,0,0,71.47,991,5.4
2019,1,3,21,0,25.3,0,0,0,0,75.67,992,5.1000000000000005
2019,1,3,22,0,24.700000000000003,0,0,0,0,78.73,991,4.7
2019,1,3,23,0,24.200000000000003,0,0,7,0,81.15,990,4.5
2019,1,4,0,0,23.900000000000002,0,0,7,0,82.63,990,4.2
2019,1,4,1,0,23.700000000000003,0,0,7,0,83.54,989,4
2019,1,4,2,0,23.5,0,0,7,0,84.61,989,3.9000000000000004
2019,1,4,3,0,23.400000000000002,0,0,7,0,85.24,989,4
2019,1,4,4,0,23.200000000000003,0,0,7,0,86.60000000000001,990,4
2019,1,4,5,0,23.3,0,0,7,0,86.3,990,4.1000000000000005
2019,1,4,6,0,25.200000000000003,45,472,1,124,76.43,991,5.300000000000001
2019,1,4,7,0,27.900000000000002,198,212,7,282,63.29,991,5.7
2019,1,4,8,0,30.5,183,526,7,501,53.02,991,5.9
2019,1,4,9,0,32.7,234,628,7,719,45.75,991,6.2
2019,1,4,10,0,34.4,467,137,3,589,40.74,990,6.4
2019,1,4,11,0,35.4,350,629,3,948,38.02,989,6.5
2019,1,4,12,0,35.6,444,470,2,891,37.480000000000004,988,6.6000000000000005
2019,1,4,13,0,35.1,503,180,3,662,38.78,988,6.7
2019,1,4,14,0,34,435,132,4,536,41.59,988,6.800000000000001
2019,1,4,15,0,32.300000000000004,137,2,6,138,46.35,988,6.7
2019,1,4,16,0,30.5,168,28,8,179,52.72,989,6.4
2019,1,4,17,0,28.8,54,319,1,105,60.24,990,6.1000000000000005
2019,1,4,18,0,27.700000000000003,0,0,8,0,66.43,990,5.9
2019,1,4,19,0,26.900000000000002,0,0,7,0,71.38,990,5.7
2019,1,4,20,0,26.3,0,0,8,0,75.26,990,5.7
2019,1,4,21,0,25.700000000000003,0,0,4,0,78.93,990,5.5
2019,1,4,22,0,25.3,0,0,8,0,81.42,989,5.2
2019,1,4,23,0,25,0,0,4,0,83.32000000000001,988,5
2019,1,5,0,0,24.8,0,0,8,0,84.71000000000001,988,4.7
2019,1,5,1,0,24.6,0,0,7,0,86.01,988,4.6000000000000005
2019,1,5,2,0,24.5,0,0,4,0,86.67,988,4.4
2019,1,5,3,0,24.3,0,0,4,0,87.83,988,4.4
2019,1,5,4,0,24.1,0,0,7,0,89.37,989,4.6000000000000005
2019,1,5,5,0,24.200000000000003,0,0,0,0,89.56,990,4.9
2019,1,5,6,0,25.8,50,393,0,115,80.17,990,6.2
2019,1,5,7,0,28.3,81,694,0,356,65.92,990,6.9
2019,1,5,8,0,30.5,101,818,0,594,55.68,990,6.9
2019,1,5,9,0,32.5,132,852,0,789,48.46,990,6.9
2019,1,5,10,0,33.9,142,891,0,936,43.78,989,6.9
2019,1,5,11,0,34.7,148,906,1,1011,40.97,989,6.9
2019,1,5,12,0,35,163,885,1,1005,39.71,988,6.800000000000001
2019,1,5,13,0,34.5,515,166,2,662,40.72,988,6.800000000000001
2019,1,5,14,0,33.5,443,121,3,537,43.1,987,6.7
2019,1,5,15,0,32.2,330,261,2,486,46.69,988,6.5
2019,1,5,16,0,30.400000000000002,208,93,8,244,52.46,989,6.1000000000000005
2019,1,5,17,0,28.6,48,1,6,48,59.47,989,5.5
2019,1,5,18,0,27.400000000000002,0,0,6,0,65.83,990,5
