Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9425696,-,-,-,-6.22,-36.03,-3,238,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Pressure,Wind Speed
2018,1,1,0,0,24.400000000000002,0,0,1,0,84.04,989,3.7
2018,1,1,1,0,24.1,0,0,0,0,86.39,988,3.5
2018,1,1,2,0,23.8,0,0,0,0,88.86,988,3.5
2018,1,1,3,0,23.6,0,0,0,0,90.47,988,3.5
2018,1,1,4,0,23.400000000000002,0,0,0,0,91.62,988,3.3000000000000003
2018,1,1,5,0,23.6,0,0,0,0,90.57000000000001,989,3.3000000000000003
2018,1,1,6,0,25.5,48,461,1,128,78.18,989,4.7
2018,1,1,7,0,28.1,132,592,7,370,63.47,990,5.2
2018,1,1,8,0,30.5,169,673,7,577,52.92,990,5.1000000000000005
2018,1,1,9,0,32.7,292,487,7,668,44.74,990,4.9
2018,1,1,10,0,34.2,386,365,7,711,39.42,989,4.7
2018,1,1,11,0,35.2,429,338,7,751,35.87,988,4.5
2018,1,1,12,0,35.7,253,723,7,938,33.83,988,4.4
2018,1,1,13,0,35.7,395,355,7,709,33.04,987,4.5
2018,1,1,14,0,35,273,537,7,682,33.95,986,4.6000000000000005
2018,1,1,15,0,33.800000000000004,281,196,7,397,36.4,986,4.7
2018,1,1,16,0,32.2,193,223,7,279,40.62,986,4.7
2018,1,1,17,0,30.200000000000003,80,40,7,87,47.37,987,4.4
2018,1,1,18,0,28.5,0,0,0,0,55.09,987,4.3
2018,1,1,19,0,27.200000000000003,0,0,7,0,62.67,988,4.3
2018,1,1,20,0,26,0,0,7,0,70.62,988,4.4
2018,1,1,21,0,25.1,0,0,7,0,77.18,988,4.3
2018,1,1,22,0,24.400000000000002,0,0,7,0,81.97,988,4
2018,1,1,23,0,23.900000000000002,0,0,7,0,85.03,988,3.8000000000000003
2018,1,2,0,0,23.700000000000003,0,0,7,0,85.83,987,3.7
2018,1,2,1,0,23.5,0,0,7,0,86.43,987,3.6
2018,1,2,2,0,23.200000000000003,0,0,7,0,87.51,987,3.3000000000000003
2018,1,2,3,0,23,0,0,7,0,88.11,987,3.1
2018,1,2,4,0,22.900000000000002,0,0,0,0,88.03,987,3.1
2018,1,2,5,0,23.1,0,0,0,0,86.84,988,3.3000000000000003
2018,1,2,6,0,25.1,55,402,0,124,75.31,988,4.3
2018,1,2,7,0,27.6,89,704,0,371,62.190000000000005,989,4.5
2018,1,2,8,0,30.200000000000003,105,845,0,617,51.050000000000004,989,4.4
2018,1,2,9,0,32.5,438,119,3,530,42.4,988,4.2
2018,1,2,10,0,34.4,118,954,0,968,36.21,988,4
2018,1,2,11,0,35.7,122,969,0,1044,32.25,986,3.9000000000000004
2018,1,2,12,0,36.5,459,475,2,910,29.89,985,3.9000000000000004
2018,1,2,13,0,36.6,377,572,2,884,29.19,985,4
2018,1,2,14,0,36,188,0,3,188,30,984,4.2
2018,1,2,15,0,34.800000000000004,347,174,2,450,32.2,984,4.4
2018,1,2,16,0,32.9,88,677,0,350,36.72,984,4.6000000000000005
2018,1,2,17,0,30.5,49,384,0,109,44.78,985,4.800000000000001
2018,1,2,18,0,28.400000000000002,0,0,0,0,54.78,986,5.2
2018,1,2,19,0,26.8,0,0,0,0,64.24,987,5.2
2018,1,2,20,0,25.700000000000003,0,0,0,0,71.37,988,4.800000000000001
2018,1,2,21,0,25,0,0,0,0,76.01,988,4.2
2018,1,2,22,0,24.400000000000002,0,0,0,0,79.73,988,3.7
2018,1,2,23,0,24.1,0,0,0,0,81.49,987,3.4000000000000004
2018,1,3,0,0,23.8,0,0,0,0,83.29,987,3.1
2018,1,3,1,0,23.6,0,0,0,0,84.54,987,2.9000000000000004
2018,1,3,2,0,23.5,0,0,0,0,85.12,987,2.6
2018,1,3,3,0,23.3,0,0,0,0,86.02,987,2.2
2018,1,3,4,0,23.1,0,0,0,0,86.71000000000001,987,2
2018,1,3,5,0,23.3,0,0,1,0,85.37,988,2.1
2018,1,3,6,0,25.400000000000002,52,406,0,121,72.24,989,3.3000000000000003
2018,1,3,7,0,27.8,212,232,2,304,60.120000000000005,989,3.6
2018,1,3,8,0,30.200000000000003,104,832,1,607,50.5,989,3.6
2018,1,3,9,0,32.6,116,902,0,812,42.45,989,3.6
2018,1,3,10,0,34.5,123,940,0,960,36.76,988,3.7
2018,1,3,11,0,35.7,128,953,0,1034,33.34,987,3.9000000000000004
2018,1,3,12,0,36.300000000000004,143,931,1,1027,31.400000000000002,986,4
2018,1,3,13,0,36.1,479,125,4,590,31.2,986,4.2
2018,1,3,14,0,35.2,362,268,7,567,32.45,985,4.4
2018,1,3,15,0,33.7,250,417,7,499,35.4,985,4.5
2018,1,3,16,0,32,195,213,7,278,39.85,986,4.6000000000000005
2018,1,3,17,0,30,85,51,7,93,46.45,987,4.5
2018,1,3,18,0,28.400000000000002,0,0,0,0,53.63,988,4.6000000000000005
2018,1,3,19,0,27,0,0,7,0,61.24,988,4.7
2018,1,3,20,0,26,0,0,7,0,68.05,989,4.3
2018,1,3,21,0,25.200000000000003,0,0,7,0,73.83,989,3.9000000000000004
2018,1,3,22,0,24.700000000000003,0,0,7,0,77.65,989,3.6
2018,1,3,23,0,24.3,0,0,6,0,80.27,988,3.3000000000000003
2018,1,4,0,0,24,0,0,7,0,82.10000000000001,988,3
2018,1,4,1,0,23.8,0,0,7,0,83.08,988,2.9000000000000004
2018,1,4,2,0,23.5,0,0,6,0,84.47,988,2.6
2018,1,4,3,0,23.3,0,0,7,0,85.28,988,2.4000000000000004
2018,1,4,4,0,23.1,0,0,0,0,86.07000000000001,989,2.4000000000000004
2018,1,4,5,0,23.400000000000002,0,0,0,0,84.32000000000001,989,2.7
2018,1,4,6,0,25.5,53,403,0,121,71.4,990,3.7
2018,1,4,7,0,27.900000000000002,89,699,0,367,58.65,991,3.9000000000000004
2018,1,4,8,0,30.1,107,834,0,611,49.84,991,3.8000000000000003
2018,1,4,9,0,31.700000000000003,116,908,0,817,43.92,991,3.8000000000000003
2018,1,4,10,0,32.9,517,198,2,693,39.44,990,3.8000000000000003
2018,1,4,11,0,33.9,123,966,0,1042,36,990,4
2018,1,4,12,0,34.9,118,969,1,1040,32.92,989,4.2
2018,1,4,13,0,35.5,113,956,0,962,31.09,988,4.4
2018,1,4,14,0,35.1,304,615,2,776,31.53,987,4.6000000000000005
2018,1,4,15,0,33.9,95,850,0,603,33.93,987,4.7
2018,1,4,16,0,32,78,719,0,359,38.800000000000004,987,4.7
2018,1,4,17,0,29.8,47,424,0,115,46.410000000000004,988,4.5
2018,1,4,18,0,28.1,0,0,0,0,54.79,989,4.5
2018,1,4,19,0,26.900000000000002,0,0,0,0,62.690000000000005,990,4.7
2018,1,4,20,0,25.900000000000002,0,0,0,0,69.9,991,4.7
2018,1,4,21,0,25.200000000000003,0,0,1,0,75.10000000000001,991,4.4
2018,1,4,22,0,24.6,0,0,7,0,79.12,991,4.1000000000000005
2018,1,4,23,0,24.3,0,0,7,0,80.96000000000001,991,3.9000000000000004
2018,1,5,0,0,24,0,0,7,0,82.23,990,3.7
2018,1,5,1,0,23.8,0,0,7,0,82.83,990,3.6
2018,1,5,2,0,23.6,0,0,7,0,83.28,990,3.5
2018,1,5,3,0,23.400000000000002,0,0,7,0,83.87,990,3.5
2018,1,5,4,0,23.200000000000003,0,0,7,0,84.71000000000001,990,3.4000000000000004
2018,1,5,5,0,23.400000000000002,0,0,7,0,83.78,990,3.7
2018,1,5,6,0,25.5,86,90,7,101,71.91,991,4.9
2018,1,5,7,0,27.900000000000002,75,740,1,368,59.45,991,5.5
2018,1,5,8,0,30.400000000000002,89,868,0,612,49.25,991,5.5
2018,1,5,9,0,32.7,99,932,0,818,41.46,991,5.6000000000000005
2018,1,5,10,0,34.5,106,964,0,964,36.38,990,5.7
2018,1,5,11,0,35.6,519,169,2,680,33.660000000000004,989,5.800000000000001
2018,1,5,12,0,36,498,82,3,576,32.78,989,5.9
2018,1,5,13,0,35.6,122,935,0,953,33.57,988,6
2018,1,5,14,0,34.7,326,405,7,637,35.480000000000004,987,5.9
2018,1,5,15,0,33.2,294,168,7,394,38.910000000000004,987,5.800000000000001
2018,1,5,16,0,31.400000000000002,141,16,7,147,43.77,988,5.6000000000000005
2018,1,5,17,0,29.3,79,22,7,83,51.07,989,5.1000000000000005
2018,1,5,18,0,27.8,0,0,6,0,58.730000000000004,990,4.9
2018,1,5,19,0,26.700000000000003,0,0,6,0,65.94,990,4.6000000000000005
2018,1,5,20,0,25.900000000000002,0,0,6,0,72.2,991,4.2
2018,1,5,21,0,25.3,0,0,7,0,77.02,991,3.8000000000000003
2018,1,5,22,0,24.8,0,0,7,0,80.68,991,3.5
2018,1,5,23,0,24.400000000000002,0,0,0,0,83.24,990,3.4000000000000004
2018,1,6,0,0,24,0,0,0,0,85.56,989,3.5
2018,1,6,1,0,23.700000000000003,0,0,0,0,87.55,989,3.5
2018,1,6,2,0,23.400000000000002,0,0,7,0,89.71000000000001,989,3.3000000000000003
2018,1,6,3,0,23.200000000000003,0,0,7,0,91.15,989,3.4000000000000004
2018,1,6,4,0,23,0,0,7,0,92.27,989,3.3000000000000003
2018,1,6,5,0,23.200000000000003,0,0,7,0,90.82000000000001,990,3.6
2018,1,6,6,0,25.1,84,90,7,98,77.43,990,5.1000000000000005
2018,1,6,7,0,27.700000000000003,72,748,0,367,61.81,990,5.5
2018,1,6,8,0,30.1,88,869,0,611,50.54,990,5.4
2018,1,6,9,0,32.5,435,133,3,537,41.32,990,5.4
2018,1,6,10,0,34.300000000000004,105,969,0,967,35.26,989,5.4
2018,1,6,11,0,35.5,371,463,7,812,31.68,988,5.4
2018,1,6,12,0,36,365,625,2,960,30.27,987,5.6000000000000005
2018,1,6,13,0,35.7,116,948,0,960,31.01,987,5.800000000000001
2018,1,6,14,0,34.7,114,901,0,808,33.4,986,5.9
2018,1,6,15,0,33.1,107,818,1,599,37.46,986,5.9
2018,1,6,16,0,31.1,88,680,0,356,43.22,986,5.800000000000001
2018,1,6,17,0,29,52,380,0,114,50.870000000000005,987,5.4
2018,1,6,18,0,27.700000000000003,0,0,0,0,57.36,988,5.2
2018,1,6,19,0,26.700000000000003,0,0,0,0,63.26,989,5
2018,1,6,20,0,25.8,0,0,0,0,69.18,990,4.7
2018,1,6,21,0,25,0,0,0,0,74.73,990,4.3
2018,1,6,22,0,24.400000000000002,0,0,0,0,79.31,990,4
2018,1,6,23,0,23.900000000000002,0,0,0,0,83.08,989,3.7
