Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9401084,-,-,-,-4.9,-37.37,-3,36,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Wind Speed,Pressure
2018,1,1,0,0,27.1,0,0,0,0,77.51,4.800000000000001,1009
2018,1,1,1,0,26.700000000000003,0,0,0,0,79.42,4.3,1008
2018,1,1,2,0,26.3,0,0,0,0,81.51,3.8000000000000003,1008
2018,1,1,3,0,26.1,0,0,0,0,82.7,3.6,1008
2018,1,1,4,0,25.900000000000002,0,0,0,0,84.10000000000001,3.6,1008
2018,1,1,5,0,25.900000000000002,0,0,0,0,84.45,3.7,1009
2018,1,1,6,0,27.1,45,368,0,97,77.72,4.800000000000001,1009
2018,1,1,7,0,28.900000000000002,79,687,0,336,67.53,5.300000000000001,1010
2018,1,1,8,0,30.700000000000003,168,677,7,562,59.08,5.4,1010
2018,1,1,9,0,32.4,221,571,7,651,52.06,5.300000000000001,1010
2018,1,1,10,0,33.800000000000004,121,928,1,934,46.68,5.2,1010
2018,1,1,11,0,34.800000000000004,123,948,0,1016,42.74,5.1000000000000005,1009
2018,1,1,12,0,35.5,126,945,0,1019,39.88,5,1008
2018,1,1,13,0,35.7,122,931,1,946,38.61,4.9,1007
2018,1,1,14,0,35.5,115,893,0,801,38.57,5,1006
2018,1,1,15,0,34.7,104,821,0,599,40.45,5.1000000000000005,1005
2018,1,1,16,0,33.4,87,685,0,359,44.39,5.300000000000001,1006
2018,1,1,17,0,31.6,53,387,0,117,51.35,5.5,1006
2018,1,1,18,0,29.900000000000002,0,0,7,0,60.56,5.800000000000001,1007
2018,1,1,19,0,28.8,0,0,1,0,67.68,5.9,1007
2018,1,1,20,0,28.3,0,0,7,0,71.57000000000001,5.800000000000001,1008
2018,1,1,21,0,27.900000000000002,0,0,0,0,73.85000000000001,5.7,1008
2018,1,1,22,0,27.6,0,0,0,0,74.96000000000001,5.5,1008
2018,1,1,23,0,27.3,0,0,0,0,75.41,5.300000000000001,1007
2018,1,2,0,0,27,0,0,0,0,76.28,5.1000000000000005,1007
2018,1,2,1,0,26.700000000000003,0,0,7,0,77.42,4.7,1007
2018,1,2,2,0,26.5,0,0,7,0,78.13,4.4,1007
2018,1,2,3,0,26.3,0,0,7,0,79.04,4.2,1007
2018,1,2,4,0,26.1,0,0,7,0,80.09,3.8000000000000003,1007
2018,1,2,5,0,26,0,0,1,0,81.05,3.7,1008
2018,1,2,6,0,27,51,279,0,91,74.65,4.5,1009
2018,1,2,7,0,28.700000000000003,172,322,7,292,65.12,4.800000000000001,1009
2018,1,2,8,0,30.5,113,789,0,572,56.7,4.800000000000001,1009
2018,1,2,9,0,32.300000000000004,131,860,1,779,49.160000000000004,4.800000000000001,1009
2018,1,2,10,0,33.7,301,585,7,813,43.92,4.800000000000001,1008
2018,1,2,11,0,34.5,144,923,0,1013,41.2,4.9,1007
2018,1,2,12,0,34.800000000000004,266,667,7,897,40.47,5.1000000000000005,1006
2018,1,2,13,0,34.6,145,898,0,942,41.34,5.300000000000001,1005
2018,1,2,14,0,34,139,855,0,798,43.35,5.4,1005
2018,1,2,15,0,32.9,125,777,0,594,46.96,5.4,1005
2018,1,2,16,0,31.200000000000003,101,639,0,355,53.410000000000004,5.5,1005
2018,1,2,17,0,29.3,58,348,0,116,62.410000000000004,5.5,1006
2018,1,2,18,0,28,0,0,0,0,70.13,5.4,1007
2018,1,2,19,0,27.5,0,0,0,0,73.41,5.2,1007
2018,1,2,20,0,27.3,0,0,0,0,74.61,5.1000000000000005,1008
2018,1,2,21,0,27.200000000000003,0,0,0,0,75.08,5,1008
2018,1,2,22,0,27.200000000000003,0,0,0,0,74.94,4.800000000000001,1008
2018,1,2,23,0,27.1,0,0,0,0,75.06,4.6000000000000005,1008
2018,1,3,0,0,26.900000000000002,0,0,0,0,75.66,4.3,1007
2018,1,3,1,0,26.700000000000003,0,0,0,0,76.29,4,1007
2018,1,3,2,0,26.5,0,0,0,0,76.49,3.7,1007
2018,1,3,3,0,26.400000000000002,0,0,0,0,76.75,3.4000000000000004,1007
2018,1,3,4,0,26.1,0,0,0,0,78.05,2.9000000000000004,1007
2018,1,3,5,0,26.200000000000003,0,0,0,0,77.4,2.9000000000000004,1008
2018,1,3,6,0,27.400000000000002,48,312,0,91,70.54,3.6,1009
2018,1,3,7,0,29,90,641,0,327,62.39,3.8000000000000003,1009
2018,1,3,8,0,30.700000000000003,111,792,0,570,55.120000000000005,4,1010
2018,1,3,9,0,32.2,127,864,0,777,49.47,4.3,1009
2018,1,3,10,0,33.4,136,906,0,930,45.51,4.6000000000000005,1009
2018,1,3,11,0,34,139,928,0,1013,43.660000000000004,4.9,1008
2018,1,3,12,0,34.2,159,901,0,1012,43.17,5.2,1007
2018,1,3,13,0,34,155,881,0,938,43.83,5.300000000000001,1006
2018,1,3,14,0,33.2,146,840,0,794,46.2,5.300000000000001,1006
2018,1,3,15,0,32,130,767,0,594,50.04,5.2,1006
2018,1,3,16,0,30.6,102,637,1,357,55.34,5.1000000000000005,1007
2018,1,3,17,0,29.1,89,13,2,91,62.03,4.800000000000001,1007
2018,1,3,18,0,28.1,0,0,0,0,67.55,4.7,1008
2018,1,3,19,0,27.700000000000003,0,0,0,0,70.27,4.6000000000000005,1008
2018,1,3,20,0,27.400000000000002,0,0,7,0,72.33,4.4,1009
2018,1,3,21,0,27.3,0,0,0,0,73.29,4.3,1009
2018,1,3,22,0,27.200000000000003,0,0,7,0,74.16,4.1000000000000005,1009
2018,1,3,23,0,27,0,0,0,0,75.29,3.8000000000000003,1009
2018,1,4,0,0,26.900000000000002,0,0,7,0,75.65,3.7,1008
2018,1,4,1,0,26.8,0,0,7,0,75.99,3.6,1008
2018,1,4,2,0,26.700000000000003,0,0,7,0,76.41,3.4000000000000004,1008
2018,1,4,3,0,26.6,0,0,7,0,76.38,3.1,1008
2018,1,4,4,0,26.400000000000002,0,0,7,0,77.29,2.8000000000000003,1009
2018,1,4,5,0,26.400000000000002,0,0,1,0,77.53,2.7,1009
2018,1,4,6,0,27.3,47,310,0,90,72.91,3.5,1011
2018,1,4,7,0,28.900000000000002,89,642,0,326,64.37,3.9000000000000004,1011
2018,1,4,8,0,30.700000000000003,109,797,0,570,56.82,4.2,1011
2018,1,4,9,0,32.300000000000004,118,881,0,780,50.44,4.3,1011
2018,1,4,10,0,33.6,126,923,0,934,45.22,4.4,1011
2018,1,4,11,0,33.800000000000004,326,539,7,834,43.24,4.6000000000000005,1010
2018,1,4,12,0,34.1,259,663,7,887,41.74,4.9,1009
2018,1,4,13,0,34.4,320,531,7,793,40.83,5.2,1008
2018,1,4,14,0,33.800000000000004,304,451,7,653,42.47,5.300000000000001,1008
2018,1,4,15,0,32.2,248,386,7,482,47.4,5.300000000000001,1007
2018,1,4,16,0,30.8,88,690,0,365,53.35,5.2,1008
2018,1,4,17,0,29.400000000000002,74,7,7,76,60.54,4.9,1009
2018,1,4,18,0,28.400000000000002,0,0,6,0,66.82000000000001,4.800000000000001,1009
2018,1,4,19,0,27.900000000000002,0,0,7,0,70.67,4.800000000000001,1010
2018,1,4,20,0,27.700000000000003,0,0,7,0,72.57000000000001,4.9,1011
2018,1,4,21,0,27.6,0,0,7,0,73.42,4.9,1011
2018,1,4,22,0,27.5,0,0,7,0,74,4.6000000000000005,1011
2018,1,4,23,0,27.3,0,0,7,0,74.79,4.2,1010
2018,1,5,0,0,27.1,0,0,6,0,75.69,3.9000000000000004,1010
2018,1,5,1,0,26.8,0,0,6,0,76.97,3.8000000000000003,1010
2018,1,5,2,0,26.6,0,0,8,0,77.71000000000001,3.7,1010
2018,1,5,3,0,26.5,0,0,6,0,78.13,3.7,1010
2018,1,5,4,0,26.3,0,0,7,0,78.83,3.8000000000000003,1010
2018,1,5,5,0,26.200000000000003,0,0,7,0,79.13,3.9000000000000004,1010
2018,1,5,6,0,26.900000000000002,70,31,7,75,74.85000000000001,4.800000000000001,1011
2018,1,5,7,0,28,189,191,7,259,68.09,5.300000000000001,1011
2018,1,5,8,0,29.3,92,620,7,450,61.29,5.5,1011
2018,1,5,9,0,30.700000000000003,369,75,6,425,54.68,5.4,1011
2018,1,5,10,0,32.2,420,48,6,462,48.35,5.4,1011
2018,1,5,11,0,33.5,402,17,6,419,43.28,5.5,1010
2018,1,5,12,0,34.300000000000004,402,17,8,418,40.4,5.5,1009
2018,1,5,13,0,34.4,451,62,6,506,39.93,5.6000000000000005,1008
2018,1,5,14,0,33.9,366,72,8,422,41.39,5.800000000000001,1008
2018,1,5,15,0,32.800000000000004,255,40,6,280,45.15,5.9,1008
2018,1,5,16,0,31.1,186,38,6,201,51.61,5.9,1008
2018,1,5,17,0,29.5,60,3,6,61,59.050000000000004,5.6000000000000005,1009
2018,1,5,18,0,28.400000000000002,0,0,7,0,65.45,5.4,1010
2018,1,5,19,0,28,0,0,6,0,68.62,5.300000000000001,1010
2018,1,5,20,0,27.8,0,0,7,0,70.42,5.1000000000000005,1010
2018,1,5,21,0,27.6,0,0,6,0,72.07000000000001,4.7,1011
2018,1,5,22,0,27.400000000000002,0,0,7,0,73.15,4.3,1010
2018,1,5,23,0,27.1,0,0,7,0,74.48,3.9000000000000004,1010
2018,1,6,0,0,26.8,0,0,7,0,75.72,3.6,1009
2018,1,6,1,0,26.5,0,0,7,0,77.14,3.4000000000000004,1009
2018,1,6,2,0,26.1,0,0,3,0,79.09,3.3000000000000003,1009
2018,1,6,3,0,25.700000000000003,0,0,7,0,81.28,3.2,1009
2018,1,6,4,0,25.400000000000002,0,0,7,0,83.49,3.1,1009
2018,1,6,5,0,25.3,0,0,1,0,84.62,3.4000000000000004,1010
2018,1,6,6,0,26.700000000000003,42,359,0,90,76.39,4.9,1010
2018,1,6,7,0,28.3,77,684,0,328,67.09,5.5,1011
2018,1,6,8,0,30.200000000000003,178,513,7,474,58.230000000000004,5.6000000000000005,1011
2018,1,6,9,0,32,406,285,4,620,50.25,5.5,1010
2018,1,6,10,0,33.5,115,937,0,935,43.88,5.300000000000001,1010
2018,1,6,11,0,34.6,121,953,0,1019,39.410000000000004,5.300000000000001,1009
2018,1,6,12,0,35.2,124,950,0,1025,37.14,5.5,1008
2018,1,6,13,0,35.2,127,926,0,953,36.84,5.800000000000001,1007
2018,1,6,14,0,34.5,127,877,0,807,38.62,6,1006
