Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9401084,-,-,-,-4.9,-37.37,-3,36,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Wind Speed,Pressure
2023,1,1,0,0,26.5,0,0,8,0,78.15,4.9,1008
2023,1,1,1,0,26.1,0,0,7,0,81.34,4.6000000000000005,1008
2023,1,1,2,0,25.8,0,0,7,0,83.75,4.2,1007
2023,1,1,3,0,25.6,0,0,7,0,85.37,3.8000000000000003,1008
2023,1,1,4,0,25.400000000000002,0,0,7,0,86.62,3.4000000000000004,1008
2023,1,1,5,0,25.200000000000003,0,0,7,0,87.83,3.3000000000000003,1009
2023,1,1,6,0,26.3,43,387,1,99,80.89,4.4,1009
2023,1,1,7,0,27.8,77,695,1,337,71.06,4.9,1010
2023,1,1,8,0,29.200000000000003,94,827,1,576,63.26,5,1010
2023,1,1,9,0,30.8,162,702,8,691,56.07,4.9,1010
2023,1,1,10,0,31.900000000000002,129,907,0,924,52.1,4.7,1009
2023,1,1,11,0,32.2,135,923,0,1004,51.42,4.6000000000000005,1008
2023,1,1,12,0,32.1,216,728,8,904,52.07,4.6000000000000005,1007
2023,1,1,13,0,31.8,136,897,0,931,53.47,4.6000000000000005,1007
2023,1,1,14,0,31.200000000000003,198,733,7,761,56.13,4.7,1006
2023,1,1,15,0,30.6,274,338,8,477,59.1,4.9,1006
2023,1,1,16,0,29.8,193,220,8,280,63,4.9,1006
2023,1,1,17,0,28.900000000000002,73,7,7,74,67.96000000000001,4.7,1007
2023,1,1,18,0,28.200000000000003,0,0,7,0,72.99,4.4,1008
2023,1,1,19,0,27.700000000000003,0,0,7,0,77.25,4.3,1009
2023,1,1,20,0,27.400000000000002,0,0,7,0,80.06,4.1000000000000005,1009
2023,1,1,21,0,27.1,0,0,7,0,82.2,3.9000000000000004,1009
2023,1,1,22,0,27,0,0,7,0,82.63,3.9000000000000004,1009
2023,1,1,23,0,26.8,0,0,7,0,83.19,3.6,1008
2023,1,2,0,0,26.5,0,0,7,0,84.52,3.3000000000000003,1008
2023,1,2,1,0,26.1,0,0,7,0,86.46000000000001,3.1,1007
2023,1,2,2,0,25.900000000000002,0,0,7,0,87.60000000000001,3.1,1007
2023,1,2,3,0,25.8,0,0,7,0,88.16,3.3000000000000003,1007
2023,1,2,4,0,25.700000000000003,0,0,7,0,89.09,3.3000000000000003,1008
2023,1,2,5,0,25.700000000000003,0,0,7,0,89.66,3.6,1009
2023,1,2,6,0,26.6,77,50,7,84,84.87,4.4,1009
2023,1,2,7,0,27.900000000000002,124,484,7,304,76.19,5.2,1010
2023,1,2,8,0,28.8,226,427,7,474,69.79,5.300000000000001,1010
2023,1,2,9,0,29.5,308,327,7,555,65.57000000000001,5.2,1010
2023,1,2,10,0,30.1,227,687,7,828,62.33,5,1009
2023,1,2,11,0,30.700000000000003,126,843,7,919,59.660000000000004,5,1009
2023,1,2,12,0,31,125,847,7,925,58.29,4.9,1008
2023,1,2,13,0,31.1,150,874,0,925,57.78,4.9,1007
