Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9401084,-,-,-,-4.9,-37.37,-3,36,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Wind Speed,Pressure
2019,1,1,0,0,26.700000000000003,0,0,0,0,80.25,4.3,1008
2019,1,1,1,0,26.1,0,0,0,0,82.74,4.1000000000000005,1008
2019,1,1,2,0,25.6,0,0,0,0,84.86,3.8000000000000003,1008
2019,1,1,3,0,25.200000000000003,0,0,0,0,86.85000000000001,3.6,1009
2019,1,1,4,0,24.900000000000002,0,0,0,0,88.7,3.5,1010
2019,1,1,5,0,24.8,0,0,0,0,89.51,3.7,1010
2019,1,1,6,0,26.5,42,406,0,100,79.52,5.2,1011
2019,1,1,7,0,28.700000000000003,75,710,0,340,67.53,5.9,1011
2019,1,1,8,0,30.700000000000003,93,838,0,581,57.980000000000004,5.800000000000001,1011
2019,1,1,9,0,32.7,111,894,0,785,49.92,5.6000000000000005,1011
2019,1,1,10,0,34.2,120,931,1,936,44.39,5.5,1010
2019,1,1,11,0,35.300000000000004,126,944,0,1014,40.72,5.6000000000000005,1009
2019,1,1,12,0,35.9,125,948,0,1020,39.02,5.9,1008
2019,1,1,13,0,35.9,125,925,0,943,39.35,6.2,1007
2019,1,1,14,0,35.300000000000004,123,877,0,797,41.68,6.5,1006
2019,1,1,15,0,34.2,116,789,0,591,45.5,6.6000000000000005,1007
