Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9433575,-,-,-,-5.16,-35.49,-3,16,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Wind Speed,Pressure
2018,1,1,0,0,27,0,0,0,0,84.02,5.4,1012
2018,1,1,1,0,26.900000000000002,0,0,0,0,84.48,5.300000000000001,1011
2018,1,1,2,0,26.8,0,0,7,0,84.91,5.300000000000001,1011
2018,1,1,3,0,26.700000000000003,0,0,7,0,85.17,5.300000000000001,1011
2018,1,1,4,0,26.6,0,0,7,0,85.45,5.1000000000000005,1011
2018,1,1,5,0,26.6,0,0,7,0,85.22,5.300000000000001,1012
2018,1,1,6,0,27.400000000000002,89,34,7,95,79.65,5.800000000000001,1012
2018,1,1,7,0,28.200000000000003,205,169,7,273,74.01,5.800000000000001,1013
2018,1,1,8,0,28.900000000000002,222,465,7,505,69.88,5.5,1013
2018,1,1,9,0,29.400000000000002,259,541,7,678,67.06,5.2,1013
2018,1,1,10,0,29.8,336,497,7,777,65.04,5,1013
2018,1,1,11,0,30.200000000000003,234,657,7,856,63.07,4.800000000000001,1012
2018,1,1,12,0,30.400000000000002,155,898,1,1001,61.980000000000004,4.9,1012
2018,1,1,13,0,30.400000000000002,320,469,7,730,61.63,5,1011
2018,1,1,14,0,30.3,358,195,7,505,61.74,5.2,1010
2018,1,1,15,0,29.8,114,782,1,567,63.68,5.4,1010
