Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9433575,-,-,-,-5.16,-35.49,-3,16,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Wind Speed,Pressure
2020,1,1,0,0,27,0,0,8,0,86.16,3.7,1011
2020,1,1,1,0,26.900000000000002,0,0,8,0,86.45,3.6,1011
2020,1,1,2,0,26.700000000000003,0,0,6,0,87.31,3.8000000000000003,1010
2020,1,1,3,0,26.6,0,0,8,0,87.92,4,1010
2020,1,1,4,0,26.6,0,0,8,0,87.96000000000001,4.1000000000000005,1010
2020,1,1,5,0,26.6,0,0,8,0,87.98,4.1000000000000005,1011
2020,1,1,6,0,27.1,26,0,8,26,85.12,4.5,1012
2020,1,1,7,0,27.6,173,69,8,200,81.82000000000001,4.5,1012
2020,1,1,8,0,28.1,122,1,8,122,78.71000000000001,4.4,1012
2020,1,1,9,0,28.400000000000002,355,65,8,406,76.83,4.3,1012
2020,1,1,10,0,28.700000000000003,323,496,7,763,75.06,4.1000000000000005,1012
2020,1,1,11,0,28.8,481,351,3,813,74.22,4,1012
2020,1,1,12,0,28.900000000000002,411,490,3,873,73.4,4,1011
2020,1,1,13,0,28.700000000000003,304,1,4,305,74.11,4.1000000000000005,1010
2020,1,1,14,0,28.400000000000002,345,154,6,461,75.51,4.2,1010
2020,1,1,15,0,28.1,47,0,6,47,77.13,4.4,1009
2020,1,1,16,0,27.8,14,0,6,14,79.33,4.6000000000000005,1010
2020,1,1,17,0,27.400000000000002,17,0,6,17,82.48,4.6000000000000005,1011
2020,1,1,18,0,27.200000000000003,0,0,8,0,84.56,4.7,1011
2020,1,1,19,0,27.200000000000003,0,0,8,0,85.31,4.7,1012
2020,1,1,20,0,27.200000000000003,0,0,3,0,85.82000000000001,4.7,1013
2020,1,1,21,0,27.1,0,0,7,0,86.77,4.7,1013
2020,1,1,22,0,27,0,0,7,0,87.56,4.6000000000000005,1013
2020,1,1,23,0,26.900000000000002,0,0,7,0,88.19,4.6000000000000005,1012
2020,1,2,0,0,26.700000000000003,0,0,3,0,89.16,4.5,1011
2020,1,2,1,0,26.6,0,0,0,0,89.60000000000001,4.5,1011
2020,1,2,2,0,26.5,0,0,0,0,90.02,4.4,1011
2020,1,2,3,0,26.400000000000002,0,0,0,0,90.24,4.6000000000000005,1011
2020,1,2,4,0,26.400000000000002,0,0,1,0,90.06,4.6000000000000005,1011
2020,1,2,5,0,26.5,0,0,0,0,89.52,4.800000000000001,1012
2020,1,2,6,0,27.200000000000003,47,445,0,124,85.12,5.2,1012
2020,1,2,7,0,28,75,719,0,364,79.73,5.300000000000001,1013
2020,1,2,8,0,28.700000000000003,160,647,7,552,75.43,5.300000000000001,1013
2020,1,2,9,0,29.3,100,902,0,797,72.08,5.300000000000001,1012
2020,1,2,10,0,29.700000000000003,107,934,1,937,70.07000000000001,5.300000000000001,1012
2020,1,2,11,0,30,111,946,0,1007,68.49,5.2,1011
2020,1,2,12,0,29.900000000000002,215,681,7,857,68.91,5.300000000000001,1011
2020,1,2,13,0,29.5,290,542,7,764,70.64,5.4,1010
2020,1,2,14,0,29,238,579,7,674,72.99,5.4,1009
2020,1,2,15,0,28.400000000000002,179,507,7,473,76.32000000000001,5.5,1009
2020,1,2,16,0,28,83,650,0,324,79.24,5.5,1010
2020,1,2,17,0,27.6,63,11,7,64,82.17,5.5,1010
2020,1,2,18,0,27.400000000000002,0,0,7,0,84.18,5.300000000000001,1011
2020,1,2,19,0,27.3,0,0,7,0,85.32000000000001,5,1012
2020,1,2,20,0,27.200000000000003,0,0,7,0,86.18,4.800000000000001,1013
2020,1,2,21,0,27.1,0,0,7,0,86.59,4.6000000000000005,1013
2020,1,2,22,0,27,0,0,8,0,87.05,4.4,1013
2020,1,2,23,0,26.8,0,0,7,0,87.9,4.3,1012
2020,1,3,0,0,26.700000000000003,0,0,7,0,88.15,4.2,1011
2020,1,3,1,0,26.6,0,0,4,0,88.43,4.2,1011
2020,1,3,2,0,26.6,0,0,4,0,88.02,4.3,1010
2020,1,3,3,0,26.6,0,0,4,0,87.91,4.6000000000000005,1010
2020,1,3,4,0,26.6,0,0,3,0,88.08,5,1011
2020,1,3,5,0,26.8,0,0,7,0,87.03,5.300000000000001,1011
2020,1,3,6,0,27.6,87,16,4,89,81.88,5.800000000000001,1012
2020,1,3,7,0,28.5,223,80,4,255,75.64,5.9,1013
2020,1,3,8,0,29.200000000000003,106,811,0,597,71.18,5.7,1013
2020,1,3,9,0,29.700000000000003,114,887,0,799,68.37,5.4,1013
2020,1,3,10,0,30.1,259,614,7,805,66.15,5.2,1013
2020,1,3,11,0,30.400000000000002,123,941,0,1015,64.29,5.1000000000000005,1012
2020,1,3,12,0,30.400000000000002,124,939,0,1010,64.12,5.1000000000000005,1012
2020,1,3,13,0,30.200000000000003,120,922,0,929,64.94,5.1000000000000005,1011
2020,1,3,14,0,29.900000000000002,111,886,0,779,66.23,5,1011
2020,1,3,15,0,29.400000000000002,100,811,0,572,68.34,5,1011
2020,1,3,16,0,28.700000000000003,78,684,0,333,71.66,5,1011
2020,1,3,17,0,27.900000000000002,69,22,7,72,76.02,4.9,1011
2020,1,3,18,0,27.5,0,0,7,0,79.01,4.800000000000001,1012
2020,1,3,19,0,27.3,0,0,7,0,80.68,4.7,1013
2020,1,3,20,0,27.1,0,0,7,0,82.01,4.6000000000000005,1013
2020,1,3,21,0,27,0,0,7,0,82.76,4.5,1013
2020,1,3,22,0,26.8,0,0,3,0,83.93,4.5,1013
2020,1,3,23,0,26.700000000000003,0,0,3,0,84.43,4.6000000000000005,1012
2020,1,4,0,0,26.6,0,0,3,0,84.54,4.7,1011
2020,1,4,1,0,26.5,0,0,7,0,85.05,4.6000000000000005,1011
2020,1,4,2,0,26.400000000000002,0,0,7,0,85.88,4.4,1011
2020,1,4,3,0,26.3,0,0,1,0,86.41,4.4,1011
2020,1,4,4,0,26.3,0,0,0,0,85.87,4.3,1012
2020,1,4,5,0,26.5,0,0,0,0,84.33,4.4,1012
2020,1,4,6,0,27.3,47,451,0,124,79.12,4.800000000000001,1013
2020,1,4,7,0,28.200000000000003,77,724,1,366,73.03,4.800000000000001,1014
2020,1,4,8,0,29,245,4,3,248,68.43,4.7,1014
2020,1,4,9,0,29.6,102,916,0,809,65.03,4.7,1013
2020,1,4,10,0,30.1,109,950,0,953,62.300000000000004,4.7,1013
2020,1,4,11,0,30.400000000000002,112,966,0,1027,60.65,4.7,1012
2020,1,4,12,0,30.400000000000002,127,943,0,1017,60.620000000000005,4.7,1011
2020,1,4,13,0,30.200000000000003,123,925,0,936,61.65,4.7,1011
2020,1,4,14,0,29.8,115,886,0,784,63.28,4.6000000000000005,1010
2020,1,4,15,0,29.400000000000002,188,562,7,516,65.11,4.5,1010
2020,1,4,16,0,28.8,168,203,7,245,68.16,4.4,1011
2020,1,4,17,0,28.1,71,43,7,78,72.13,4.2,1012
2020,1,4,18,0,27.700000000000003,0,0,7,0,74.85000000000001,4.2,1012
2020,1,4,19,0,27.5,0,0,3,0,76.22,4.2,1013
2020,1,4,20,0,27.3,0,0,7,0,77.15,4.2,1014
2020,1,4,21,0,27.200000000000003,0,0,7,0,77.45,4.1000000000000005,1014
2020,1,4,22,0,26.900000000000002,0,0,8,0,78.58,4,1013
2020,1,4,23,0,26.700000000000003,0,0,7,0,79.3,3.9000000000000004,1012
2020,1,5,0,0,26.6,0,0,7,0,79.8,3.9000000000000004,1011
2020,1,5,1,0,26.6,0,0,7,0,79.9,3.9000000000000004,1011
2020,1,5,2,0,26.6,0,0,7,0,80.03,3.9000000000000004,1011
2020,1,5,3,0,26.5,0,0,7,0,80.75,3.9000000000000004,1011
2020,1,5,4,0,26.400000000000002,0,0,7,0,81.49,3.8000000000000003,1011
2020,1,5,5,0,26.6,0,0,7,0,80.85000000000001,4,1012
2020,1,5,6,0,27.5,87,25,4,91,76.3,4.4,1012
2020,1,5,7,0,28.3,177,340,7,312,72.60000000000001,4.4,1013
2020,1,5,8,0,29,162,573,7,508,69.47,4.3,1013
2020,1,5,9,0,29.700000000000003,351,209,7,512,66.3,4.2,1013
2020,1,5,10,0,30.3,365,383,7,706,63.51,4.1000000000000005,1012
2020,1,5,11,0,30.6,386,375,7,741,61.97,4.2,1012
2020,1,5,12,0,30.8,365,423,7,764,61.07,4.4,1011
2020,1,5,13,0,30.6,412,256,6,638,61.83,4.6000000000000005,1010
2020,1,5,14,0,30.3,341,261,7,539,63.2,4.800000000000001,1010
2020,1,5,15,0,29.8,220,366,7,435,65.54,4.9,1010
2020,1,5,16,0,29.1,140,395,7,288,69,4.9,1010
2020,1,5,17,0,28.3,67,16,7,70,73.36,4.7,1011
2020,1,5,18,0,27.900000000000002,0,0,7,0,76.28,4.6000000000000005,1012
2020,1,5,19,0,27.6,0,0,0,0,78.38,4.7,1012
2020,1,5,20,0,27.400000000000002,0,0,1,0,79.94,4.7,1013
2020,1,5,21,0,27.3,0,0,7,0,80.61,4.7,1012
2020,1,5,22,0,27.200000000000003,0,0,7,0,81.13,4.5,1012
2020,1,5,23,0,27.1,0,0,7,0,81.57000000000001,4.3,1011
2020,1,6,0,0,27,0,0,7,0,81.95,4.1000000000000005,1011
2020,1,6,1,0,26.900000000000002,0,0,7,0,82.17,4,1010
2020,1,6,2,0,26.8,0,0,7,0,82.47,3.9000000000000004,1010
2020,1,6,3,0,26.8,0,0,7,0,82.44,3.8000000000000003,1010
2020,1,6,4,0,26.700000000000003,0,0,7,0,83.12,3.8000000000000003,1011
2020,1,6,5,0,26.900000000000002,0,0,7,0,82.33,3.9000000000000004,1011
2020,1,6,6,0,27.700000000000003,83,71,7,95,77.87,4.2,1012
2020,1,6,7,0,28.700000000000003,185,300,7,303,71.64,4.2,1012
2020,1,6,8,0,29.5,235,382,7,465,67.48,4,1012
2020,1,6,9,0,30.200000000000003,221,632,7,708,64.11,4,1011
2020,1,6,10,0,30.8,335,471,7,753,61.78,4.1000000000000005,1011
2020,1,6,11,0,31,134,931,1,1017,61.19,4.4,1011
2020,1,6,12,0,31,428,242,6,657,61.6,4.6000000000000005,1010
2020,1,6,13,0,30.8,419,262,6,650,63.02,4.6000000000000005,1010
2020,1,6,14,0,30.5,334,294,7,558,64.73,4.7,1009
2020,1,6,15,0,29.900000000000002,213,449,7,477,67.69,4.800000000000001,1010
2020,1,6,16,0,29.3,158,356,7,293,70.89,5,1010
2020,1,6,17,0,28.5,48,341,0,98,75.79,5,1011
2020,1,6,18,0,28,0,0,0,0,79.57000000000001,4.800000000000001,1012
2020,1,6,19,0,27.700000000000003,0,0,0,0,81.95,4.7,1013
2020,1,6,20,0,27.5,0,0,0,0,83.39,4.5,1013
2020,1,6,21,0,27.3,0,0,0,0,84.79,4.4,1013
2020,1,6,22,0,27.1,0,0,0,0,86.16,4.2,1013
2020,1,6,23,0,27,0,0,0,0,86.78,4,1012
2020,1,7,0,0,26.8,0,0,0,0,87.84,3.8000000000000003,1011
2020,1,7,1,0,26.700000000000003,0,0,0,0,88.60000000000001,3.8000000000000003,1011
2020,1,7,2,0,26.6,0,0,1,0,89.34,3.8000000000000003,1011
2020,1,7,3,0,26.5,0,0,0,0,89.98,3.8000000000000003,1011
2020,1,7,4,0,26.5,0,0,0,0,90.13,3.9000000000000004,1012
2020,1,7,5,0,26.6,0,0,0,0,89.68,4.1000000000000005,1012
2020,1,7,6,0,27.3,48,407,0,115,85.5,4.5,1013
2020,1,7,7,0,28.3,80,692,1,353,79.22,4.5,1013
2020,1,7,8,0,29.1,333,146,3,421,74.47,4.3,1013
2020,1,7,9,0,29.700000000000003,216,654,7,720,71.13,4.2,1013
2020,1,7,10,0,30.1,141,878,0,921,69,4.1000000000000005,1012
2020,1,7,11,0,30.3,142,901,0,996,67.69,4,1012
2020,1,7,12,0,30.400000000000002,237,689,7,889,67.09,4,1011
2020,1,7,13,0,30.200000000000003,293,562,7,788,68.07000000000001,4.1000000000000005,1011
2020,1,7,14,0,29.900000000000002,274,523,7,672,69.55,4.1000000000000005,1010
2020,1,7,15,0,29.3,267,302,7,445,72.59,4.2,1010
2020,1,7,16,0,28.700000000000003,186,147,7,242,75.97,4.3,1010
2020,1,7,17,0,28,54,1,4,54,80.26,4.2,1011
2020,1,7,18,0,27.700000000000003,0,0,8,0,82.73,4.2,1012
2020,1,7,19,0,27.5,0,0,1,0,84.14,4.2,1012
2020,1,7,20,0,27.400000000000002,0,0,7,0,84.86,4.2,1013
2020,1,7,21,0,27.3,0,0,7,0,85.49,4.1000000000000005,1013
2020,1,7,22,0,27.200000000000003,0,0,7,0,85.97,4,1012
2020,1,7,23,0,27,0,0,8,0,86.89,3.9000000000000004,1011
2020,1,8,0,0,26.8,0,0,8,0,87.98,3.7,1011
2020,1,8,1,0,26.700000000000003,0,0,6,0,88.59,3.6,1010
2020,1,8,2,0,26.6,0,0,6,0,89.31,3.4000000000000004,1011
2020,1,8,3,0,26.5,0,0,6,0,89.93,3.3000000000000003,1011
2020,1,8,4,0,26.400000000000002,0,0,6,0,90.46000000000001,3.1,1011
2020,1,8,5,0,26.6,0,0,6,0,89.60000000000001,3.1,1012
2020,1,8,6,0,27.1,39,0,4,39,86.28,3.4000000000000004,1013
