Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9433575,-,-,-,-5.16,-35.49,-3,16,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,GHI,Relative Humidity,Wind Speed,Pressure
2019,1,1,0,0,26.900000000000002,0,0,0,0,83.91,6,1011
2019,1,1,1,0,26.8,0,0,0,0,84.12,5.9,1011
2019,1,1,2,0,26.8,0,0,0,0,84.11,5.7,1011
2019,1,1,3,0,26.8,0,0,0,0,84.11,5.6000000000000005,1012
2019,1,1,4,0,26.8,0,0,0,0,84.28,5.5,1012
2019,1,1,5,0,26.900000000000002,0,0,0,0,84.15,5.6000000000000005,1013
2019,1,1,6,0,27.6,54,394,0,123,79.93,6.1000000000000005,1014
2019,1,1,7,0,28.5,89,676,0,362,74.82000000000001,6.4,1014
2019,1,1,8,0,29.3,108,807,0,599,71.21000000000001,6.4,1014
2019,1,1,9,0,30,118,880,0,799,68.4,6.5,1014
2019,1,1,10,0,30.5,124,918,0,940,66.3,6.5,1013
2019,1,1,11,0,30.700000000000003,128,931,0,1009,65.69,6.5,1013
2019,1,1,12,0,30.700000000000003,137,919,0,1002,65.91,6.6000000000000005,1012
2019,1,1,13,0,30.5,135,897,0,920,66.73,6.800000000000001,1012
2019,1,1,14,0,30.200000000000003,125,857,0,769,67.59,7,1011
2019,1,1,15,0,29.700000000000003,111,782,0,564,69.51,7.2,1011
2019,1,1,16,0,29.1,88,639,0,325,72.2,7.1000000000000005,1011
2019,1,1,17,0,28.3,48,308,0,90,76.37,6.7,1012
2019,1,1,18,0,27.900000000000002,0,0,0,0,79.14,6.4,1013
2019,1,1,19,0,27.700000000000003,0,0,0,0,80.76,6.4,1014
2019,1,1,20,0,27.6,0,0,0,0,81.75,6.300000000000001,1014
2019,1,1,21,0,27.400000000000002,0,0,0,0,83.52,6.2,1014
2019,1,1,22,0,27.3,0,0,0,0,84.66,6,1014
2019,1,1,23,0,27.1,0,0,0,0,85.84,5.7,1013
2019,1,2,0,0,26.900000000000002,0,0,0,0,86.86,5.6000000000000005,1013
2019,1,2,1,0,26.8,0,0,0,0,87.21000000000001,5.4,1012
2019,1,2,2,0,26.6,0,0,0,0,88.05,5.5,1012
2019,1,2,3,0,26.5,0,0,0,0,88.45,5.7,1013
2019,1,2,4,0,26.5,0,0,0,0,88.44,5.9,1013
2019,1,2,5,0,26.5,0,0,0,0,88.42,6.2,1013
2019,1,2,6,0,27.3,50,439,0,126,83.34,6.9,1014
2019,1,2,7,0,28.3,80,716,0,368,77.07000000000001,7.1000000000000005,1014
2019,1,2,8,0,29,98,838,0,606,73.17,7,1014
2019,1,2,9,0,29.700000000000003,112,897,0,805,69.65,6.9,1014
2019,1,2,10,0,30.200000000000003,123,925,0,945,67.29,6.9,1014
2019,1,2,11,0,30.5,129,937,0,1016,65.62,7,1013
2019,1,2,12,0,30.5,138,921,0,1005,65.18,7.1000000000000005,1012
2019,1,2,13,0,30.3,139,892,0,920,65.76,7.300000000000001,1012
2019,1,2,14,0,30,134,841,0,767,66.92,7.300000000000001,1011
2019,1,2,15,0,29.5,122,751,0,558,69.46000000000001,7.4,1012
2019,1,2,16,0,28.8,98,592,0,319,73.04,7.6000000000000005,1012
2019,1,2,17,0,28.1,52,254,0,88,76.9,7.6000000000000005,1013
2019,1,2,18,0,27.700000000000003,0,0,0,0,79.19,7.5,1014
2019,1,2,19,0,27.6,0,0,0,0,79.47,7.300000000000001,1015
2019,1,2,20,0,27.5,0,0,0,0,79.4,7.2,1015
