"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/01/2019";"0000";"27,4";"27,9";"27,4";"";"";"";"";"";"";"1011,2";"1011,3";"1010,6";"9,0";"360,0";"11,7";"";""
"01/01/2019";"0100";"27,5";"27,8";"27,3";"";"";"";"";"";"";"1011,3";"1011,3";"1011,2";"8,4";"360,0";"11,4";"";""
"01/01/2019";"0200";"27,4";"27,8";"27,4";"";"";"";"";"";"";"1010,9";"1011,4";"1010,9";"8,2";"360,0";"11,2";"";""
"01/01/2019";"0300";"27,4";"27,6";"27,2";"";"";"";"";"";"";"1010,4";"1010,9";"1010,4";"8,7";"360,0";"12,1";"";""
"01/01/2019";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2019";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2019";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2019";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2019";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2019";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"01/01/2019";"1000";"28,5";"28,5";"27,4";"";"";"";"";"";"";"1012,3";"1012,3";"1011,8";"7,2";"360,0";"11,3";"";""
"01/01/2019";"1100";"29,5";"29,6";"28,3";"";"";"";"";"";"";"1012,7";"1012,7";"1012,3";"8,9";"360,0";"12,3";"";""
"01/01/2019";"1200";"30,0";"30,5";"29,4";"";"";"";"";"";"";"1012,8";"1012,9";"1012,7";"8,7";"360,0";"12,3";"";""
"01/01/2019";"1300";"30,3";"30,7";"30,0";"";"";"";"";"";"";"1012,5";"1012,9";"1012,5";"9,4";"360,0";"12,2";"";""
"01/01/2019";"1400";"30,5";"31,2";"30,1";"";"";"";"";"";"";"1012,4";"1012,5";"1012,3";"10,1";"360,0";"12,7";"";""
"01/01/2019";"1500";"31,1";"31,5";"30,2";"";"";"";"";"";"";"1011,9";"1012,4";"1011,9";"9,0";"360,0";"12,6";"";""
"01/01/2019";"1600";"31,1";"31,6";"30,4";"";"";"";"";"";"";"1011,1";"1011,9";"1011,1";"8,7";"360,0";"12,6";"";""
"01/01/2019";"1700";"30,4";"31,1";"29,9";"";"";"";"";"";"";"1010,4";"1011,1";"1010,4";"9,0";"360,0";"12,2";"";""
"01/01/2019";"1800";"30,2";"30,7";"30,0";"";"";"";"";"";"";"1010,3";"1010,5";"1010,2";"9,1";"360,0";"12,5";"";""
"01/01/2019";"1900";"29,2";"30,3";"29,0";"";"";"";"";"";"";"1010,3";"1010,3";"1010,1";"8,4";"360,0";"12,6";"";""
"01/01/2019";"2000";"28,5";"29,5";"28,4";"";"";"";"";"";"";"1010,9";"1010,9";"1010,2";"8,8";"360,0";"12,5";"";""
"01/01/2019";"2100";"28,0";"28,5";"27,8";"";"";"";"";"";"";"1011,5";"1011,6";"1010,9";"7,6";"360,0";"12,1";"";""
"01/01/2019";"2200";"27,5";"28,0";"27,5";"";"";"";"";"";"";"1012,0";"1012,1";"1011,5";"6,8";"360,0";"10,8";"";""
"01/01/2019";"2300";"27,3";"27,5";"27,3";"";"";"";"";"";"";"1012,7";"1012,7";"1012,0";"5,4";"360,0";"10,5";"";""
"02/01/2019";"0000";"27,6";"27,8";"27,3";"";"";"";"";"";"";"1013,1";"1013,2";"1012,7";"8,1";"360,0";"13,2";"";""
"02/01/2019";"0100";"27,4";"27,7";"27,4";"";"";"";"";"";"";"1013,2";"1013,2";"1013,0";"6,5";"360,0";"13,2";"";""
"02/01/2019";"0200";"27,4";"27,5";"27,3";"";"";"";"";"";"";"1012,8";"1013,2";"1012,8";"6,8";"360,0";"10,9";"";""
"02/01/2019";"0300";"27,2";"27,5";"27,1";"";"";"";"";"";"";"1012,2";"1012,8";"1012,2";"5,4";"360,0";"10,9";"";""
"02/01/2019";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/01/2019";"0500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/01/2019";"0600";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/01/2019";"0700";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/01/2019";"0800";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/01/2019";"0900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"02/01/2019";"1000";"28,4";"28,4";"27,6";"";"";"";"";"";"";"1012,8";"1012,8";"1012,4";"8,9";"360,0";"13,3";"";""
"02/01/2019";"1100";"29,4";"29,4";"28,0";"";"";"";"";"";"";"1013,2";"1013,2";"1012,8";"8,9";"360,0";"12,5";"";""
"02/01/2019";"1200";"30,0";"30,3";"28,9";"";"";"";"";"";"";"1013,1";"1013,2";"1013,1";"9,4";"360,0";"12,5";"";""
