Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9416405,-,-,-,-5.16,-36.57,-3,19,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI,Relative Humidity,Cloud Type,Pressure,Wind Speed
2022,1,1,0,0,26.8,0,0,0,84.08,8,1010,4.3
2022,1,1,1,0,26.5,0,0,0,85.69,8,1009,4.1000000000000005
2022,1,1,2,0,26.3,0,0,0,86.94,7,1009,4
2022,1,1,3,0,26.200000000000003,0,0,0,87.58,8,1009,4.1000000000000005
2022,1,1,4,0,26,0,0,0,88.9,8,1009,4.2
2022,1,1,5,0,26.1,0,0,0,88.65,7,1010,4.4
2022,1,1,6,0,27.200000000000003,1,37,37,81.69,7,1011,5.4
2022,1,1,7,0,28.8,113,191,235,72.11,6,1011,6
2022,1,1,8,0,30.1,221,271,403,65.65,7,1011,6.1000000000000005
2022,1,1,9,0,31.400000000000002,597,211,666,60.07,8,1011,6.2
2022,1,1,10,0,32.5,385,363,703,55.83,7,1011,6.2
2022,1,1,11,0,33.300000000000004,384,372,735,52.72,7,1010,6.2
2022,1,1,12,0,33.6,513,415,900,51.25,2,1009,6.300000000000001
2022,1,1,13,0,33.5,77,412,480,51.11,8,1008,6.300000000000001
2022,1,1,14,0,33.1,20,296,312,51.92,8,1008,6.300000000000001
2022,1,1,15,0,32.4,0,80,81,53.660000000000004,8,1008,6.300000000000001
2022,1,1,16,0,31.400000000000002,5,109,111,56.75,8,1008,6.2
2022,1,1,17,0,30.1,2,42,42,61.97,8,1009,5.800000000000001
2022,1,1,18,0,29.200000000000003,0,0,0,66.87,8,1010,5.6000000000000005
2022,1,1,19,0,28.6,0,0,0,70.65,8,1011,5.7
2022,1,1,20,0,28,0,0,0,74.64,7,1012,5.5
2022,1,1,21,0,27.5,0,0,0,78.21000000000001,7,1012,5.4
2022,1,1,22,0,27.1,0,0,0,81.46000000000001,7,1011,5.1000000000000005
2022,1,1,23,0,26.700000000000003,0,0,0,84.7,6,1011,4.9
2022,1,2,0,0,26.3,0,0,0,87.47,7,1010,4.7
2022,1,2,1,0,26,0,0,0,89.5,7,1010,4.5
2022,1,2,2,0,25.700000000000003,0,0,0,91.28,8,1009,4.4
2022,1,2,3,0,25.5,0,0,0,92.37,7,1009,4.4
2022,1,2,4,0,25.400000000000002,0,0,0,92.86,7,1010,4.2
2022,1,2,5,0,25.5,0,0,0,92.12,6,1010,4.2
2022,1,2,6,0,26.8,7,64,65,83.53,6,1011,5
2022,1,2,7,0,28.6,0,43,43,72.32000000000001,6,1012,5.300000000000001
2022,1,2,8,0,30.200000000000003,518,187,494,64.05,7,1012,5.1000000000000005
2022,1,2,9,0,31.5,508,254,641,58.61,7,1012,4.9
2022,1,2,10,0,32.6,405,342,699,54.74,7,1011,5
2022,1,2,11,0,33.300000000000004,523,328,822,52.36,8,1010,5
2022,1,2,12,0,33.6,574,300,842,51.21,7,1009,5.1000000000000005
2022,1,2,13,0,33.6,659,242,824,51.03,8,1009,5.1000000000000005
2022,1,2,14,0,33.2,803,146,760,52.08,7,1008,5.2
2022,1,2,15,0,32.4,32,241,260,54.59,7,1008,5.300000000000001
2022,1,2,16,0,31.200000000000003,2,140,140,59.15,3,1009,5.4
2022,1,2,17,0,29.8,1,35,35,65.87,6,1010,5.2
2022,1,2,18,0,28.700000000000003,0,0,0,72.45,6,1010,5.2
2022,1,2,19,0,28,0,0,0,77.23,7,1011,5.1000000000000005
2022,1,2,20,0,27.6,0,0,0,80.29,8,1012,4.9
