Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9416405,-,-,-,-5.16,-36.57,-3,19,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI,Relative Humidity,Cloud Type,Pressure,Wind Speed
2021,1,1,0,0,26.6,0,0,0,82.27,1,1010,6
2021,1,1,1,0,26.400000000000002,0,0,0,83.2,1,1010,5.6000000000000005
2021,1,1,2,0,26.200000000000003,0,0,0,83.97,1,1010,5.4
2021,1,1,3,0,26,0,0,0,84.62,1,1010,5.1000000000000005
2021,1,1,4,0,25.900000000000002,0,0,0,84.86,1,1010,4.800000000000001
2021,1,1,5,0,25.900000000000002,0,0,0,84.76,1,1011,4.6000000000000005
2021,1,1,6,0,27,410,46,110,77.84,0,1012,5.5
2021,1,1,7,0,28.400000000000002,701,79,350,69.18,0,1012,5.800000000000001
2021,1,1,8,0,30.1,831,96,589,60.27,0,1012,5.5
2021,1,1,9,0,31.700000000000003,903,105,793,52.910000000000004,1,1012,5.1000000000000005
2021,1,1,10,0,33.1,938,112,940,47.28,1,1011,4.6000000000000005
2021,1,1,11,0,34.2,952,117,1016,43.38,1,1010,4.4
2021,1,1,12,0,34.800000000000004,945,121,1013,41.44,1,1009,4.4
2021,1,1,13,0,35,926,119,936,40.79,0,1008,4.6000000000000005
2021,1,1,14,0,34.7,886,113,789,41.6,0,1008,5
2021,1,1,15,0,34.1,813,103,586,43.28,0,1008,5.4
2021,1,1,16,0,32.9,679,84,346,46.71,0,1008,5.800000000000001
2021,1,1,17,0,31.3,382,48,108,52.6,0,1009,6.1000000000000005
2021,1,1,18,0,29.8,0,0,0,59.82,1,1010,6.300000000000001
2021,1,1,19,0,28.700000000000003,0,0,0,65.52,0,1010,6.800000000000001
2021,1,1,20,0,27.8,0,0,0,70.75,1,1011,6.800000000000001
2021,1,1,21,0,27.1,0,0,0,75.02,0,1011,6.7
2021,1,1,22,0,26.6,0,0,0,78.3,1,1011,6.4
2021,1,1,23,0,26.3,0,0,0,80.12,1,1010,6
2021,1,2,0,0,25.900000000000002,0,0,0,82.26,1,1010,5.6000000000000005
2021,1,2,1,0,25.6,0,0,0,83.81,1,1010,5.1000000000000005
2021,1,2,2,0,25.3,0,0,0,85.24,1,1010,4.6000000000000005
2021,1,2,3,0,25,0,0,0,86.74,1,1010,4.2
2021,1,2,4,0,24.700000000000003,0,0,0,88.25,1,1010,3.9000000000000004
2021,1,2,5,0,24.700000000000003,0,0,0,88.07000000000001,1,1011,4
2021,1,2,6,0,26.3,402,47,109,78.36,0,1012,4.9
2021,1,2,7,0,28.3,709,78,351,67.16,0,1012,5.2
2021,1,2,8,0,30.200000000000003,845,92,593,58.06,0,1012,5
2021,1,2,9,0,32,917,100,799,50.44,0,1011,4.800000000000001
2021,1,2,10,0,33.5,953,106,947,44.92,0,1010,4.6000000000000005
2021,1,2,11,0,34.5,967,111,1024,41.62,0,1009,4.6000000000000005
2021,1,2,12,0,35,954,119,1021,40.21,0,1008,4.800000000000001
2021,1,2,13,0,35,936,116,944,40.36,0,1007,5.1000000000000005
2021,1,2,14,0,34.5,894,111,795,42.11,0,1007,5.6000000000000005
2021,1,2,15,0,33.5,822,102,591,45.54,0,1007,6
2021,1,2,16,0,32,686,83,350,51.1,0,1007,6.300000000000001
2021,1,2,17,0,30.3,393,48,111,58.800000000000004,0,1008,6.300000000000001
2021,1,2,18,0,29,0,0,0,66.41,1,1009,6.300000000000001
2021,1,2,19,0,28.200000000000003,0,0,0,71.72,1,1010,6.4
2021,1,2,20,0,27.6,0,0,0,75.61,1,1010,6.300000000000001
2021,1,2,21,0,27.1,0,0,0,78.92,1,1010,6.1000000000000005
2021,1,2,22,0,26.700000000000003,0,0,0,81.68,1,1010,5.800000000000001
2021,1,2,23,0,26.3,0,0,0,84.06,0,1009,5.5
2021,1,3,0,0,26.1,0,0,0,85.34,0,1009,5.2
2021,1,3,1,0,25.900000000000002,0,0,0,86.37,0,1008,4.800000000000001
2021,1,3,2,0,25.700000000000003,0,0,0,87.55,0,1008,4.3
2021,1,3,3,0,25.5,0,0,0,88.83,0,1009,3.9000000000000004
2021,1,3,4,0,25.3,0,0,0,90.02,0,1009,3.5
2021,1,3,5,0,25.400000000000002,0,0,0,89.68,1,1010,3.5
2021,1,3,6,0,26.8,406,45,107,81.4,0,1010,4.3
2021,1,3,7,0,28.6,714,75,349,71.01,0,1010,4.7
2021,1,3,8,0,30.3,843,91,590,62.74,1,1010,4.7
2021,1,3,9,0,31.8,894,110,791,56.35,1,1010,4.7
2021,1,3,10,0,33,933,115,938,51.65,1,1009,4.7
2021,1,3,11,0,33.7,949,120,1017,49.11,0,1009,4.800000000000001
2021,1,3,12,0,34,945,122,1016,48.01,0,1008,5
2021,1,3,13,0,33.9,638,323,888,48.17,2,1007,5.2
2021,1,3,14,0,33.4,875,120,790,49.59,1,1006,5.4
2021,1,3,15,0,32.5,793,112,585,52.53,1,1007,5.5
2021,1,3,16,0,31.400000000000002,654,91,347,56.39,0,1007,5.5
2021,1,3,17,0,30.1,358,52,109,61.74,0,1008,5.4
2021,1,3,18,0,29.1,0,0,0,67.28,1,1009,5.4
2021,1,3,19,0,28.400000000000002,0,0,0,71.91,1,1009,5.5
2021,1,3,20,0,27.700000000000003,0,0,0,76.4,1,1010,5.6000000000000005
2021,1,3,21,0,27.200000000000003,0,0,0,79.63,1,1010,5.5
2021,1,3,22,0,26.8,0,0,0,82.19,1,1010,5.300000000000001
2021,1,3,23,0,26.400000000000002,0,0,0,84.46000000000001,1,1009,5
2021,1,4,0,0,26.1,0,0,0,86.26,1,1009,4.6000000000000005
2021,1,4,1,0,25.8,0,0,0,87.93,1,1008,4.3
2021,1,4,2,0,25.6,0,0,0,89.13,1,1008,4.1000000000000005
2021,1,4,3,0,25.400000000000002,0,0,0,90.39,0,1008,3.9000000000000004
2021,1,4,4,0,25.200000000000003,0,0,0,91.81,0,1009,3.7
2021,1,4,5,0,25.3,0,0,0,91.58,0,1009,3.8000000000000003
2021,1,4,6,0,26.700000000000003,433,42,108,83.15,0,1010,4.800000000000001
2021,1,4,7,0,28.700000000000003,726,72,350,70.68,1,1011,5.300000000000001
2021,1,4,8,0,30.6,207,323,445,60.75,3,1011,5.300000000000001
2021,1,4,9,0,32.1,903,105,793,54.19,1,1011,5.1000000000000005
2021,1,4,10,0,33.2,936,114,939,49.58,1,1010,5
2021,1,4,11,0,33.9,946,121,1016,46.67,0,1009,5
2021,1,4,12,0,34.1,940,125,1015,45.75,0,1009,5.2
2021,1,4,13,0,33.9,917,125,937,46.300000000000004,0,1008,5.5
2021,1,4,14,0,33.4,871,122,791,47.75,1,1007,5.6000000000000005
2021,1,4,15,0,32.6,794,112,587,50.21,1,1007,5.800000000000001
2021,1,4,16,0,31.6,657,91,349,53.56,0,1008,5.800000000000001
2021,1,4,17,0,30.3,368,52,112,58.39,0,1008,5.7
2021,1,4,18,0,29.3,0,0,0,63.42,1,1009,5.5
2021,1,4,19,0,28.6,0,0,0,67.51,1,1010,5.5
2021,1,4,20,0,28,0,0,0,71.11,1,1010,5.7
2021,1,4,21,0,27.5,0,0,0,74.59,1,1011,5.5
2021,1,4,22,0,27,0,0,0,77.69,1,1010,5.4
2021,1,4,23,0,26.700000000000003,0,0,0,79.91,1,1010,5.1000000000000005
2021,1,5,0,0,26.400000000000002,0,0,0,81.76,1,1009,4.800000000000001
2021,1,5,1,0,26.1,0,0,0,83.43,1,1009,4.5
2021,1,5,2,0,25.900000000000002,0,0,0,84.42,1,1009,4.3
2021,1,5,3,0,25.6,0,0,0,85.86,1,1010,4.1000000000000005
2021,1,5,4,0,25.400000000000002,0,0,0,86.55,1,1010,4
2021,1,5,5,0,25.400000000000002,0,0,0,86.14,1,1011,4.2
2021,1,5,6,0,26.900000000000002,397,45,104,76.51,0,1011,5.2
2021,1,5,7,0,28.8,700,79,345,66.04,1,1012,5.7
2021,1,5,8,0,30.6,836,96,589,57.71,1,1012,5.5
2021,1,5,9,0,32.300000000000004,908,106,796,50.69,1,1011,5.2
2021,1,5,10,0,33.7,944,114,946,45.47,0,1011,4.9
2021,1,5,11,0,34.7,959,118,1025,42.03,0,1010,4.800000000000001
2021,1,5,12,0,35.1,956,121,1027,40.68,0,1009,5
2021,1,5,13,0,35.1,935,121,951,40.71,0,1008,5.2
2021,1,5,14,0,34.7,895,116,804,41.87,0,1007,5.5
2021,1,5,15,0,33.9,825,104,600,44.02,0,1007,5.800000000000001
2021,1,5,16,0,32.7,690,86,358,47.6,0,1007,6.1000000000000005
2021,1,5,17,0,31.200000000000003,395,51,116,53.22,0,1008,6.300000000000001
2021,1,5,18,0,29.8,0,0,0,59.77,1,1009,6.5
2021,1,5,19,0,28.900000000000002,0,0,0,64.54,0,1010,6.9
2021,1,5,20,0,28,0,0,0,69.41,1,1010,6.9
2021,1,5,21,0,27.3,0,0,0,73.45,0,1011,6.800000000000001
2021,1,5,22,0,26.900000000000002,0,0,0,76.01,0,1010,6.5
2021,1,5,23,0,26.5,0,0,0,78.36,0,1010,6.1000000000000005
2021,1,6,0,0,26.200000000000003,0,0,0,80.07000000000001,0,1009,5.7
2021,1,6,1,0,25.900000000000002,0,0,0,81.9,0,1009,5.4
2021,1,6,2,0,25.700000000000003,0,0,0,83.24,0,1009,5
2021,1,6,3,0,25.400000000000002,0,0,0,85.02,0,1009,4.6000000000000005
2021,1,6,4,0,25.200000000000003,0,0,0,86.33,0,1010,4.3
2021,1,6,5,0,25.3,0,0,0,85.87,1,1010,4.4
2021,1,6,6,0,26.900000000000002,367,48,102,76.37,0,1011,5.6000000000000005
2021,1,6,7,0,28.700000000000003,679,84,341,65.92,0,1011,6
2021,1,6,8,0,30.5,818,103,584,57.26,1,1011,5.800000000000001
2021,1,6,9,0,32.2,871,125,786,50.39,0,1010,5.4
2021,1,6,10,0,33.5,906,136,934,45.980000000000004,0,1010,5
2021,1,6,11,0,34.2,919,143,1012,43.7,0,1009,4.800000000000001
2021,1,6,12,0,34.300000000000004,930,134,1017,43.28,0,1008,4.9
2021,1,6,13,0,34.1,906,134,940,43.800000000000004,0,1008,5.2
2021,1,6,14,0,33.4,860,130,793,45.65,0,1007,5.5
2021,1,6,15,0,32.6,786,117,590,48.22,1,1007,5.7
2021,1,6,16,0,31.700000000000003,652,94,352,51.51,0,1008,5.800000000000001
2021,1,6,17,0,30.5,359,54,114,56.39,0,1009,5.7
2021,1,6,18,0,29.6,0,0,0,61.14,1,1009,5.7
2021,1,6,19,0,28.8,0,0,0,65.62,1,1010,5.800000000000001
2021,1,6,20,0,28.1,0,0,0,69.98,3,1011,5.9
2021,1,6,21,0,27.5,0,0,0,73.87,4,1011,5.9
2021,1,6,22,0,27,0,0,0,77.08,3,1010,5.800000000000001
2021,1,6,23,0,26.6,0,0,0,79.92,1,1010,5.5
2021,1,7,0,0,26.400000000000002,0,0,0,81.56,3,1009,5.2
2021,1,7,1,0,26.200000000000003,0,0,0,83.10000000000001,3,1009,4.9
2021,1,7,2,0,26,0,0,0,84.38,3,1009,4.6000000000000005
2021,1,7,3,0,26,0,0,0,84.39,1,1009,4.4
2021,1,7,4,0,25.900000000000002,0,0,0,84.64,1,1009,4.2
2021,1,7,5,0,26,0,0,0,83.86,1,1010,4.2
2021,1,7,6,0,27.1,326,49,97,77.13,0,1011,5.2
2021,1,7,7,0,28.700000000000003,642,90,332,68.04,0,1012,5.7
2021,1,7,8,0,30.3,785,111,572,60.11,1,1012,5.7
2021,1,7,9,0,31.900000000000002,283,407,622,53.24,3,1012,5.5
2021,1,7,10,0,33.2,901,134,928,48.2,1,1011,5.300000000000001
2021,1,7,11,0,34.1,221,528,738,45.01,3,1010,5.2
2021,1,7,12,0,34.6,927,134,1013,43.58,1,1010,5.300000000000001
2021,1,7,13,0,34.6,907,131,938,43.69,1,1009,5.5
2021,1,7,14,0,34.1,865,126,793,45.15,1,1008,5.7
2021,1,7,15,0,33.300000000000004,789,114,591,47.56,1,1008,6
2021,1,7,16,0,32.2,651,94,353,51.04,0,1008,6.1000000000000005
2021,1,7,17,0,30.8,358,55,115,56.24,0,1009,6.2
2021,1,7,18,0,29.700000000000003,0,0,0,61.59,1,1009,6.2
2021,1,7,19,0,28.8,0,0,0,66.29,1,1010,6.6000000000000005
2021,1,7,20,0,28.1,0,0,0,70.61,1,1011,6.6000000000000005
2021,1,7,21,0,27.5,0,0,0,74.63,1,1012,6.4
2021,1,7,22,0,27,0,0,0,78.15,1,1012,5.9
2021,1,7,23,0,26.700000000000003,0,0,0,80.39,1,1011,5.300000000000001
2021,1,8,0,0,26.400000000000002,0,0,0,82.29,1,1010,4.9
2021,1,8,1,0,26.1,0,0,0,84.01,1,1010,4.5
2021,1,8,2,0,25.900000000000002,0,0,0,84.94,1,1009,4.3
2021,1,8,3,0,25.700000000000003,0,0,0,85.76,1,1009,4.2
2021,1,8,4,0,25.6,0,0,0,86.04,1,1010,4.2
2021,1,8,5,0,25.700000000000003,0,0,0,85.37,1,1010,4.3
2021,1,8,6,0,27.200000000000003,312,50,95,76.21000000000001,0,1011,5.4
2021,1,8,7,0,29,630,93,330,66.18,0,1012,6.1000000000000005
2021,1,8,8,0,30.700000000000003,780,115,572,58.32,1,1012,6.2
2021,1,8,9,0,32.2,275,425,634,52.46,3,1012,6.2
2021,1,8,10,0,33.300000000000004,465,424,834,48.71,3,1011,6.2
2021,1,8,11,0,34.1,429,474,880,46.230000000000004,3,1010,6.2
2021,1,8,12,0,34.4,739,218,920,45.24,8,1009,6.300000000000001
2021,1,8,13,0,34.4,562,311,812,44.89,8,1008,6.4
2021,1,8,14,0,33.9,416,302,624,45.81,7,1008,6.5
2021,1,8,15,0,33,483,223,516,47.980000000000004,7,1007,6.5
2021,1,8,16,0,31.8,615,106,351,51.64,1,1008,6.5
2021,1,8,17,0,30.200000000000003,319,60,114,57.57,0,1009,6.4
2021,1,8,18,0,29.1,0,0,0,63.28,1,1010,6.2
2021,1,8,19,0,28.3,0,0,0,67.96000000000001,3,1011,6.4
2021,1,8,20,0,27.700000000000003,0,0,0,71.85000000000001,8,1011,6.2
2021,1,8,21,0,27.3,0,0,0,74.96000000000001,8,1012,6
2021,1,8,22,0,26.900000000000002,0,0,0,77.92,7,1011,5.5
2021,1,8,23,0,26.700000000000003,0,0,0,79.84,7,1011,5
2021,1,9,0,0,26.400000000000002,0,0,0,81.82000000000001,1,1010,4.5
2021,1,9,1,0,26.200000000000003,0,0,0,83.05,3,1009,4.1000000000000005
2021,1,9,2,0,26,0,0,0,83.96000000000001,3,1009,3.8000000000000003
2021,1,9,3,0,25.900000000000002,0,0,0,84.16,1,1009,3.7
2021,1,9,4,0,25.8,0,0,0,84.52,1,1010,3.6
2021,1,9,5,0,25.900000000000002,0,0,0,83.7,1,1010,3.9000000000000004
2021,1,9,6,0,27.400000000000002,277,52,91,74.73,8,1011,5.1000000000000005
2021,1,9,7,0,29.200000000000003,609,97,325,64.07000000000001,0,1011,5.800000000000001
2021,1,9,8,0,30.8,764,120,566,56.68,1,1012,6
2021,1,9,9,0,32.2,875,117,780,51.29,1,1012,6
2021,1,9,10,0,33.2,910,128,930,47.62,1,1011,6.1000000000000005
2021,1,9,11,0,33.9,920,138,1010,45.33,1,1010,6.2
2021,1,9,12,0,34.1,909,147,1011,44.81,0,1009,6.300000000000001
2021,1,9,13,0,33.9,883,149,937,45.43,0,1008,6.300000000000001
2021,1,9,14,0,33.300000000000004,839,142,792,47.12,1,1008,6.300000000000001
2021,1,9,15,0,32.300000000000004,765,127,592,50.03,0,1007,6.300000000000001
2021,1,9,16,0,31.200000000000003,628,102,354,53.61,0,1008,6.2
2021,1,9,17,0,29.8,334,59,116,58.72,0,1009,5.9
2021,1,9,18,0,28.900000000000002,0,0,0,63.13,1,1010,5.800000000000001
2021,1,9,19,0,28.3,0,0,0,66.54,3,1011,5.800000000000001
2021,1,9,20,0,27.900000000000002,0,0,0,68.86,1,1011,5.6000000000000005
2021,1,9,21,0,27.6,0,0,0,70.76,8,1012,5.4
2021,1,9,22,0,27.3,0,0,0,72.49,8,1011,5.1000000000000005
2021,1,9,23,0,27.1,0,0,0,73.78,7,1011,4.9
2021,1,10,0,0,26.900000000000002,0,0,0,75.08,3,1010,4.6000000000000005
2021,1,10,1,0,26.6,0,0,0,77.01,1,1009,4.2
2021,1,10,2,0,26.400000000000002,0,0,0,78.58,3,1009,3.9000000000000004
