Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9416405,-,-,-,-5.16,-36.57,-3,19,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI,Relative Humidity,Cloud Type,Pressure,Wind Speed
2020,1,1,0,0,26.5,0,0,0,88.74,8,1010,3.4000000000000004
2020,1,1,1,0,26.3,0,0,0,90.09,6,1010,3.4000000000000004
2020,1,1,2,0,26.1,0,0,0,91.39,8,1009,3.3000000000000003
2020,1,1,3,0,25.900000000000002,0,0,0,92.68,6,1009,3.3000000000000003
2020,1,1,4,0,25.8,0,0,0,93.46000000000001,8,1010,3.2
2020,1,1,5,0,25.900000000000002,0,0,0,92.97,8,1010,3.1
2020,1,1,6,0,26.700000000000003,0,22,22,87.92,8,1011,3.8000000000000003
2020,1,1,7,0,27.6,45,181,199,81.67,8,1011,4.1000000000000005
2020,1,1,8,0,28.5,54,301,333,76.11,4,1012,4
2020,1,1,9,0,29.200000000000003,18,353,366,71.82000000000001,4,1012,4
2020,1,1,10,0,29.900000000000002,155,411,548,67.93,7,1011,4
2020,1,1,11,0,30.200000000000003,244,396,627,65.8,8,1011,4
2020,1,1,12,0,30.200000000000003,584,265,816,64.98,7,1010,4
2020,1,1,13,0,30,27,383,407,65.25,6,1009,4
2020,1,1,14,0,29.8,5,228,231,65.68,8,1008,4
2020,1,1,15,0,29.400000000000002,0,57,57,67.29,8,1008,4.1000000000000005
2020,1,1,16,0,28.8,0,59,59,70.37,4,1009,4.2
2020,1,1,17,0,28,1,58,59,75.52,4,1010,3.9000000000000004
2020,1,1,18,0,27.5,0,0,0,79.37,8,1010,3.8000000000000003
2020,1,1,19,0,27.200000000000003,0,0,0,82.03,4,1011,3.8000000000000003
2020,1,1,20,0,27,0,0,0,83.78,7,1012,3.7
2020,1,1,21,0,26.8,0,0,0,85.25,7,1012,3.6
2020,1,1,22,0,26.6,0,0,0,86.72,3,1012,3.6
2020,1,1,23,0,26.400000000000002,0,0,0,87.91,3,1011,3.5
2020,1,2,0,0,26.1,0,0,0,89.72,3,1011,3.3000000000000003
2020,1,2,1,0,26,0,0,0,90.3,3,1010,3.4000000000000004
2020,1,2,2,0,25.8,0,0,0,91.55,3,1010,3.5
2020,1,2,3,0,25.700000000000003,0,0,0,92.26,7,1010,3.6
2020,1,2,4,0,25.5,0,0,0,93.43,7,1010,3.7
2020,1,2,5,0,25.6,0,0,0,93.03,1,1011,4
2020,1,2,6,0,26.8,2,66,66,85.15,4,1012,4.800000000000001
2020,1,2,7,0,28.400000000000002,558,130,346,74.74,7,1012,5.2
2020,1,2,8,0,29.700000000000003,369,273,492,67.07000000000001,3,1012,5.1000000000000005
2020,1,2,9,0,31,542,224,638,60.64,7,1011,5
2020,1,2,10,0,32,347,368,674,56.300000000000004,7,1011,4.800000000000001
2020,1,2,11,0,32.4,699,210,870,54.17,7,1010,4.7
2020,1,2,12,0,32.4,530,308,809,53.56,7,1009,4.7
2020,1,2,13,0,32.1,271,402,641,54.15,7,1009,4.800000000000001
2020,1,2,14,0,31.5,253,338,531,56.120000000000005,8,1008,4.9
2020,1,2,15,0,30.900000000000002,473,208,489,58.7,7,1008,5.1000000000000005
2020,1,2,16,0,30.200000000000003,19,148,156,62.230000000000004,6,1008,5.2
2020,1,2,17,0,29.1,20,71,74,68.41,7,1009,4.9
2020,1,2,18,0,28.200000000000003,0,0,0,74.19,7,1010,4.800000000000001
2020,1,2,19,0,27.700000000000003,0,0,0,77.83,7,1011,4.7
2020,1,2,20,0,27.400000000000002,0,0,0,80.03,7,1012,4.7
2020,1,2,21,0,27,0,0,0,82.73,7,1012,4.4
2020,1,2,22,0,26.6,0,0,0,85.49,7,1012,4
2020,1,2,23,0,26.3,0,0,0,87.62,8,1011,3.7
2020,1,3,0,0,26,0,0,0,89.69,3,1010,3.5
2020,1,3,1,0,25.700000000000003,0,0,0,91.78,3,1010,3.4000000000000004
2020,1,3,2,0,25.6,0,0,0,92.54,3,1009,3.6
2020,1,3,3,0,25.5,0,0,0,93.21000000000001,4,1009,3.9000000000000004
2020,1,3,4,0,25.5,0,0,0,93.29,3,1010,4.2
2020,1,3,5,0,25.700000000000003,0,0,0,92.25,3,1011,4.4
2020,1,3,6,0,27,11,75,76,84.15,3,1012,5.1000000000000005
2020,1,3,7,0,28.8,162,203,266,72.67,3,1012,5.4
2020,1,3,8,0,30.400000000000002,121,330,401,63.93,4,1012,5.2
2020,1,3,9,0,31.8,293,396,619,57.09,2,1012,4.9
