Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9416405,-,-,-,-5.16,-36.57,-3,19,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,GHI,Relative Humidity,Cloud Type,Pressure,Wind Speed
2018,1,1,0,0,26.8,0,0,0,80.71000000000001,0,1011,4.9
2018,1,1,1,0,26.5,0,0,0,82.55,7,1010,4.6000000000000005
2018,1,1,2,0,26.3,0,0,0,83.93,0,1010,4.4
2018,1,1,3,0,26.1,0,0,0,85.23,0,1010,4.1000000000000005
2018,1,1,4,0,25.900000000000002,0,0,0,86.59,0,1011,3.9000000000000004
2018,1,1,5,0,25.8,0,0,0,87.3,0,1011,4
2018,1,1,6,0,27.200000000000003,15,80,83,78.53,3,1012,5
2018,1,1,7,0,28.8,222,186,272,68.51,7,1012,5.300000000000001
2018,1,1,8,0,30.3,643,186,568,60.93,7,1013,5.1000000000000005
2018,1,1,9,0,31.8,861,129,785,54.32,1,1012,4.800000000000001
2018,1,1,10,0,33,894,141,930,49.550000000000004,0,1012,4.6000000000000005
2018,1,1,11,0,33.9,909,147,1006,45.99,0,1011,4.6000000000000005
2018,1,1,12,0,34.4,925,136,1009,43.800000000000004,0,1010,4.6000000000000005
2018,1,1,13,0,34.6,908,134,935,42.81,0,1009,4.7
2018,1,1,14,0,34.4,866,126,787,43.04,0,1008,4.9
2018,1,1,15,0,33.7,794,113,584,44.68,0,1008,5
2018,1,1,16,0,32.7,656,91,344,47.480000000000004,0,1008,5.1000000000000005
2018,1,1,17,0,31.3,85,81,94,52.44,7,1009,5.1000000000000005
2018,1,1,18,0,30,0,0,0,58.61,1,1009,5.2
2018,1,1,19,0,29,0,0,0,64.25,7,1010,5.5
2018,1,1,20,0,28.200000000000003,0,0,0,69.33,7,1010,5.6000000000000005
2018,1,1,21,0,27.5,0,0,0,73.66,7,1010,5.5
2018,1,1,22,0,26.900000000000002,0,0,0,77.42,3,1010,5.2
2018,1,1,23,0,26.400000000000002,0,0,0,80.29,0,1010,4.9
2018,1,2,0,0,26.1,0,0,0,82.21000000000001,0,1009,4.6000000000000005
2018,1,2,1,0,25.900000000000002,0,0,0,83.62,0,1009,4.3
2018,1,2,2,0,25.700000000000003,0,0,0,84.71000000000001,0,1009,4.2
2018,1,2,3,0,25.6,0,0,0,85.07000000000001,0,1009,4.1000000000000005
2018,1,2,4,0,25.6,0,0,0,84.82000000000001,0,1009,4
2018,1,2,5,0,25.700000000000003,0,0,0,84,3,1010,4
2018,1,2,6,0,26.700000000000003,16,82,84,76.94,4,1011,4.6000000000000005
2018,1,2,7,0,28.3,649,94,344,67.63,7,1011,4.800000000000001
2018,1,2,8,0,29.900000000000002,140,345,428,59.92,4,1011,4.7
2018,1,2,9,0,31.400000000000002,874,127,793,53.53,0,1011,4.6000000000000005
2018,1,2,10,0,32.7,74,457,522,48.54,3,1010,4.4
2018,1,2,11,0,33.6,934,136,1018,45.31,0,1009,4.4
2018,1,2,12,0,34,927,140,1017,43.89,0,1008,4.4
2018,1,2,13,0,34.1,905,138,937,43.59,0,1007,4.6000000000000005
2018,1,2,14,0,33.7,860,133,790,44.800000000000004,0,1007,4.800000000000001
2018,1,2,15,0,32.800000000000004,781,119,584,47.6,0,1007,5
2018,1,2,16,0,31.5,641,96,345,52.17,0,1007,5.1000000000000005
2018,1,2,17,0,29.900000000000002,341,54,108,59.2,0,1008,5.2
2018,1,2,18,0,28.700000000000003,0,0,0,65.92,0,1009,5.300000000000001
2018,1,2,19,0,28,0,0,0,70.24,0,1010,5.300000000000001
2018,1,2,20,0,27.6,0,0,0,72.59,0,1010,5.2
2018,1,2,21,0,27.3,0,0,0,74.15,0,1010,5
2018,1,2,22,0,27,0,0,0,75.44,0,1010,4.800000000000001
2018,1,2,23,0,26.8,0,0,0,76.21000000000001,0,1010,4.6000000000000005
2018,1,3,0,0,26.6,0,0,0,76.92,0,1009,4.3
2018,1,3,1,0,26.400000000000002,0,0,0,77.53,0,1009,4
2018,1,3,2,0,26.3,0,0,0,77.57000000000001,0,1009,3.8000000000000003
2018,1,3,3,0,26.1,0,0,0,78.35000000000001,0,1009,3.4000000000000004
2018,1,3,4,0,26,0,0,0,78.7,0,1009,3.2
2018,1,3,5,0,26.1,0,0,0,78.08,0,1010,3.2
2018,1,3,6,0,27.200000000000003,357,50,105,71.44,0,1011,3.9000000000000004
2018,1,3,7,0,28.700000000000003,670,87,344,64.25,0,1012,4
2018,1,3,8,0,30.3,814,105,587,57.5,0,1012,3.9000000000000004
2018,1,3,9,0,31.700000000000003,879,122,791,51.79,0,1012,4
2018,1,3,10,0,32.9,919,129,940,47.59,0,1011,4.1000000000000005
2018,1,3,11,0,33.6,935,134,1018,45.28,0,1010,4.3
2018,1,3,12,0,33.9,906,153,1010,44.21,0,1009,4.6000000000000005
2018,1,3,13,0,33.6,886,150,934,44.97,0,1009,4.800000000000001
2018,1,3,14,0,32.9,844,142,788,46.92,0,1008,5
2018,1,3,15,0,31.900000000000002,764,127,583,49.96,0,1008,5
2018,1,3,16,0,30.700000000000003,308,182,302,54.38,7,1009,5
2018,1,3,17,0,29.400000000000002,102,86,103,60.160000000000004,7,1009,4.800000000000001
2018,1,3,18,0,28.6,0,0,0,64.72,2,1010,4.800000000000001
2018,1,3,19,0,28.1,0,0,0,67.91,3,1011,4.9
2018,1,3,20,0,27.700000000000003,0,0,0,70.47,1,1011,4.800000000000001
2018,1,3,21,0,27.400000000000002,0,0,0,72.62,7,1011,4.5
2018,1,3,22,0,27,0,0,0,75.25,7,1011,4.1000000000000005
2018,1,3,23,0,26.8,0,0,0,76.8,7,1011,3.8000000000000003
2018,1,4,0,0,26.6,0,0,0,78.06,7,1010,3.6
2018,1,4,1,0,26.400000000000002,0,0,0,79.2,7,1010,3.4000000000000004
2018,1,4,2,0,26.3,0,0,0,79.56,7,1010,3.4000000000000004
2018,1,4,3,0,26.200000000000003,0,0,0,79.83,7,1010,3.3000000000000003
2018,1,4,4,0,26.1,0,0,0,80.49,7,1011,3.4000000000000004
2018,1,4,5,0,26.200000000000003,0,0,0,80.07000000000001,8,1012,3.5
2018,1,4,6,0,27.3,330,52,102,73.32000000000001,1,1013,4
2018,1,4,7,0,28.900000000000002,645,93,339,64.42,0,1013,4.1000000000000005
2018,1,4,8,0,30.5,795,111,581,57.27,0,1014,4.1000000000000005
2018,1,4,9,0,31.900000000000002,881,118,788,51.43,0,1013,4.1000000000000005
2018,1,4,10,0,32.800000000000004,922,125,938,47.79,0,1013,4.1000000000000005
2018,1,4,11,0,32.800000000000004,937,129,1015,46.87,0,1012,4.2
2018,1,4,12,0,32.7,934,132,1016,46.75,0,1011,4.3
2018,1,4,13,0,33,727,208,852,45.93,7,1011,4.5
2018,1,4,14,0,33.1,879,120,794,45.800000000000004,0,1010,4.800000000000001
2018,1,4,15,0,32.2,803,109,590,48.550000000000004,0,1010,5
2018,1,4,16,0,30.900000000000002,663,90,349,53.24,0,1010,5.1000000000000005
2018,1,4,17,0,29.700000000000003,11,81,82,58.89,2,1011,5
2018,1,4,18,0,28.8,0,0,0,64.03,7,1011,4.9
2018,1,4,19,0,28.3,0,0,0,67.5,7,1012,4.9
2018,1,4,20,0,28,0,0,0,69.83,6,1013,5
2018,1,4,21,0,27.700000000000003,0,0,0,71.77,6,1013,5
2018,1,4,22,0,27.400000000000002,0,0,0,73.63,6,1013,4.9
2018,1,4,23,0,27.1,0,0,0,75.55,6,1013,4.6000000000000005
2018,1,5,0,0,26.8,0,0,0,77.35000000000001,8,1012,4.4
2018,1,5,1,0,26.5,0,0,0,79.03,7,1012,4.2
2018,1,5,2,0,26.200000000000003,0,0,0,80.62,7,1012,4
2018,1,5,3,0,26,0,0,0,81.62,7,1012,3.9000000000000004
2018,1,5,4,0,25.8,0,0,0,82.53,7,1012,3.8000000000000003
2018,1,5,5,0,25.8,0,0,0,82.49,7,1013,3.9000000000000004
2018,1,5,6,0,26.8,17,72,75,75.89,7,1013,4.800000000000001
2018,1,5,7,0,28,52,185,204,68.2,7,1014,5.4
2018,1,5,8,0,29.3,422,236,484,61.35,7,1014,5.5
2018,1,5,9,0,30.700000000000003,73,367,422,54.82,6,1013,5.5
2018,1,5,10,0,32,49,421,464,49.300000000000004,6,1013,5.4
2018,1,5,11,0,33.2,509,313,794,45.09,7,1012,5.4
2018,1,5,12,0,33.9,555,317,843,42.95,7,1011,5.4
2018,1,5,13,0,34,439,343,732,42.99,7,1011,5.5
2018,1,5,14,0,33.6,290,334,557,44.47,7,1010,5.7
2018,1,5,15,0,32.7,78,274,320,47.42,6,1010,5.9
2018,1,5,16,0,31.400000000000002,64,187,212,51.730000000000004,7,1010,5.9
2018,1,5,17,0,30,5,65,66,57.24,6,1011,5.6000000000000005
2018,1,5,18,0,29,0,0,0,62.550000000000004,6,1012,5.2
2018,1,5,19,0,28.5,0,0,0,66.14,6,1012,5.1000000000000005
2018,1,5,20,0,28,0,0,0,69.43,7,1013,5.1000000000000005
2018,1,5,21,0,27.6,0,0,0,72.17,7,1013,5
2018,1,5,22,0,27.200000000000003,0,0,0,75.05,7,1013,4.9
2018,1,5,23,0,26.8,0,0,0,77.89,7,1012,4.6000000000000005
2018,1,6,0,0,26.400000000000002,0,0,0,80.67,7,1012,4.5
2018,1,6,1,0,26.1,0,0,0,82.71000000000001,7,1011,4.3
2018,1,6,2,0,25.8,0,0,0,84.56,7,1011,4.1000000000000005
2018,1,6,3,0,25.6,0,0,0,85.77,4,1011,4
2018,1,6,4,0,25.5,0,0,0,86.23,0,1011,3.9000000000000004
2018,1,6,5,0,25.5,0,0,0,86.2,1,1012,4.1000000000000005
2018,1,6,6,0,26.8,371,46,101,77.54,1,1012,5.2
2018,1,6,7,0,28.400000000000002,230,182,269,67.89,7,1013,5.6000000000000005
2018,1,6,8,0,30.1,816,101,581,59.26,0,1013,5.6000000000000005
2018,1,6,9,0,31.700000000000003,886,115,789,51.82,1,1012,5.4
2018,1,6,10,0,33.1,925,124,939,46.04,0,1012,5.2
2018,1,6,11,0,34.1,206,529,724,42.230000000000004,3,1011,5.2
2018,1,6,12,0,34.5,939,131,1021,40.58,0,1010,5.4
2018,1,6,13,0,34.5,917,131,946,40.5,0,1009,5.7
2018,1,6,14,0,33.9,227,435,609,42.19,3,1008,6
2018,1,6,15,0,32.9,11,266,273,45.13,4,1008,6.2
2018,1,6,16,0,31.6,128,221,272,49.54,3,1008,6.2
2018,1,6,17,0,30.200000000000003,5,59,60,55.24,8,1009,6.1000000000000005
2018,1,6,18,0,29.200000000000003,0,0,0,60.64,7,1010,5.9
2018,1,6,19,0,28.5,0,0,0,64.73,8,1011,5.9
2018,1,6,20,0,28,0,0,0,68,4,1012,5.800000000000001
2018,1,6,21,0,27.5,0,0,0,71.36,3,1012,5.6000000000000005
2018,1,6,22,0,27,0,0,0,74.74,0,1012,5.300000000000001
2018,1,6,23,0,26.6,0,0,0,77.63,3,1011,5
2018,1,7,0,0,26.200000000000003,0,0,0,80.5,0,1011,4.5
2018,1,7,1,0,25.8,0,0,0,83.09,0,1010,4.2
2018,1,7,2,0,25.5,0,0,0,85.02,0,1010,3.9000000000000004
2018,1,7,3,0,25.3,0,0,0,86.24,0,1010,3.7
2018,1,7,4,0,25.1,0,0,0,87.44,0,1011,3.6
2018,1,7,5,0,25.1,0,0,0,87.37,0,1011,3.8000000000000003
2018,1,7,6,0,26.6,374,46,100,77.76,0,1012,4.7
2018,1,7,7,0,28.3,693,79,341,67.31,0,1012,5
2018,1,7,8,0,30.1,834,96,585,57.9,0,1012,4.800000000000001
2018,1,7,9,0,31.8,114,414,501,50.050000000000004,2,1012,4.7
2018,1,7,10,0,33,98,468,554,45.19,2,1011,4.6000000000000005
2018,1,7,11,0,33.7,955,122,1025,42.79,0,1011,4.7
2018,1,7,12,0,34,957,120,1028,41.95,0,1010,5.1000000000000005
2018,1,7,13,0,33.800000000000004,936,120,953,42.85,0,1009,5.5
2018,1,7,14,0,33.2,894,116,805,44.92,0,1008,5.7
2018,1,7,15,0,32.300000000000004,819,107,601,47.88,0,1008,5.800000000000001
2018,1,7,16,0,31,683,88,359,52.63,0,1009,5.800000000000001
2018,1,7,17,0,29.5,392,52,118,59.370000000000005,1,1010,5.6000000000000005
2018,1,7,18,0,28.400000000000002,0,0,0,66.07000000000001,1,1011,5.5
2018,1,7,19,0,27.8,0,0,0,70.74,7,1012,5.4
2018,1,7,20,0,27.3,0,0,0,74.37,7,1012,5.300000000000001
2018,1,7,21,0,27,0,0,0,76.57000000000001,7,1012,5.1000000000000005
2018,1,7,22,0,26.700000000000003,0,0,0,78.36,7,1012,4.9
2018,1,7,23,0,26.5,0,0,0,79.22,0,1011,4.800000000000001
2018,1,8,0,0,26.3,0,0,0,79.94,0,1011,4.6000000000000005
2018,1,8,1,0,26.1,0,0,0,80.84,0,1010,4.2
2018,1,8,2,0,25.900000000000002,0,0,0,81.97,0,1010,4
2018,1,8,3,0,25.700000000000003,0,0,0,82.98,0,1010,3.8000000000000003
2018,1,8,4,0,25.5,0,0,0,84.01,0,1011,3.6
2018,1,8,5,0,25.6,0,0,0,83.41,0,1012,3.8000000000000003
2018,1,8,6,0,26.8,459,38,104,75.04,0,1012,4.6000000000000005
2018,1,8,7,0,28.400000000000002,754,64,348,65.92,0,1013,4.7
2018,1,8,8,0,30.200000000000003,874,78,591,57.13,0,1013,4.5
2018,1,8,9,0,31.8,518,263,657,50.33,7,1013,4.4
2018,1,8,10,0,33,262,484,715,46.2,2,1012,4.3
2018,1,8,11,0,33.7,157,492,641,44.28,3,1011,4.3
2018,1,8,12,0,34,959,114,1024,43.730000000000004,0,1010,4.5
2018,1,8,13,0,33.9,940,112,949,44.29,0,1010,4.800000000000001
2018,1,8,14,0,33.300000000000004,900,108,803,46.18,0,1009,5
2018,1,8,15,0,32.6,444,272,540,48.57,2,1009,5.2
2018,1,8,16,0,31.400000000000002,690,84,359,52.85,0,1009,5.5
2018,1,8,17,0,30.1,17,85,88,58.5,3,1010,5.6000000000000005
2018,1,8,18,0,29.1,0,0,0,64.18,7,1011,5.7
2018,1,8,19,0,28.5,0,0,0,68.27,1,1012,5.800000000000001
2018,1,8,20,0,27.900000000000002,0,0,0,71.9,2,1012,5.800000000000001
2018,1,8,21,0,27.5,0,0,0,74.63,0,1012,5.7
2018,1,8,22,0,27.1,0,0,0,77.43,7,1012,5.5
2018,1,8,23,0,26.900000000000002,0,0,0,78.99,7,1011,5.5
2018,1,9,0,0,26.700000000000003,0,0,0,80.17,0,1011,5.4
2018,1,9,1,0,26.5,0,0,0,80.97,0,1010,5.2
2018,1,9,2,0,26.400000000000002,0,0,0,81.22,0,1010,5
2018,1,9,3,0,26.200000000000003,0,0,0,82.09,3,1011,4.800000000000001
2018,1,9,4,0,26.1,0,0,0,82.47,7,1011,4.6000000000000005
2018,1,9,5,0,26.1,0,0,0,82.53,4,1012,4.7
2018,1,9,6,0,26.700000000000003,406,41,99,78.63,1,1012,5.4
2018,1,9,7,0,27.900000000000002,175,195,261,71.55,3,1013,5.800000000000001
2018,1,9,8,0,29.1,553,171,495,65.21000000000001,7,1013,5.800000000000001
2018,1,9,9,0,30.200000000000003,138,325,430,59.97,8,1012,5.7
2018,1,9,10,0,31.3,445,323,716,55.36,7,1012,5.6000000000000005
2018,1,9,11,0,32.2,304,413,702,51.76,7,1011,5.5
2018,1,9,12,0,32.800000000000004,935,126,1015,49.03,0,1011,5.5
2018,1,9,13,0,32.9,445,345,742,47.74,7,1010,5.5
2018,1,9,14,0,32.6,33,306,332,47.72,8,1009,5.5
2018,1,9,15,0,31.900000000000002,11,267,273,49.24,4,1009,5.6000000000000005
2018,1,9,16,0,31.1,198,213,293,51.660000000000004,4,1009,5.7
2018,1,9,17,0,30,23,82,85,56.01,7,1010,5.7
