Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9436919,-,-,-,-5.84,-35.21,-3,52,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Wind Speed,Relative Humidity,Pressure,Cloud Type
2023,1,1,0,0,26.1,0,0,0,4.6000000000000005,86.87,1008,7
2023,1,1,1,0,26,0,0,0,4.4,87.25,1007,7
2023,1,1,2,0,25.900000000000002,0,0,0,4.3,87.8,1007,7
2023,1,1,3,0,25.900000000000002,0,0,0,4.2,87.86,1007,7
2023,1,1,4,0,25.900000000000002,0,0,0,4.1000000000000005,88.05,1008,7
2023,1,1,5,0,26.1,0,0,0,4.1000000000000005,87.44,1008,7
2023,1,1,6,0,26.700000000000003,79,81,12,4.4,84.66,1009,7
2023,1,1,7,0,27.5,177,317,342,4.5,80.03,1009,7
2023,1,1,8,0,28.200000000000003,327,487,259,4.7,76.41,1010,3
2023,1,1,9,0,28.8,181,700,665,4.800000000000001,73.46000000000001,1009,8
2023,1,1,10,0,29.200000000000003,457,785,367,4.9,71.57000000000001,1009,3
2023,1,1,11,0,29.400000000000002,139,1011,917,5,70.54,1008,1
2023,1,1,12,0,29.5,139,1002,914,5.2,70.15,1007,1
2023,1,1,13,0,29.400000000000002,353,725,425,5.300000000000001,70.77,1007,7
2023,1,1,14,0,29.1,266,641,498,5.300000000000001,72.14,1006,7
2023,1,1,15,0,28.6,257,460,349,5.300000000000001,74.62,1006,8
