Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9436919,-,-,-,-5.84,-35.21,-3,52,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Wind Speed,Relative Humidity,Pressure,Cloud Type
2022,1,1,0,0,26.8,0,0,0,4.9,85.02,1007,3
2022,1,1,1,0,26.700000000000003,0,0,0,5,85.52,1007,1
2022,1,1,2,0,26.6,0,0,0,5,86.03,1007,1
2022,1,1,3,0,26.5,0,0,0,5.1000000000000005,86.67,1007,1
2022,1,1,4,0,26.5,0,0,0,5.2,86.84,1007,8
2022,1,1,5,0,26.6,0,0,0,5.6000000000000005,86.57000000000001,1008,8
2022,1,1,6,0,27.3,66,67,6,6.1000000000000005,82.8,1008,8
2022,1,1,7,0,28.200000000000003,174,329,376,6.5,77.47,1009,7
2022,1,1,8,0,28.900000000000002,187,509,523,6.7,73.51,1009,8
2022,1,1,9,0,29.5,254,675,540,6.7,70.46000000000001,1009,8
2022,1,1,10,0,29.900000000000002,303,779,532,6.800000000000001,68.63,1009,7
2022,1,1,11,0,30.200000000000003,303,816,539,6.800000000000001,67.2,1008,8
2022,1,1,12,0,30.3,150,1008,908,6.7,66.72,1007,1
2022,1,1,13,0,30.1,160,891,833,6.6000000000000005,67.41,1007,7
2022,1,1,14,0,29.8,334,576,322,6.5,68.49,1006,7
2022,1,1,15,0,29.3,223,472,429,6.4,70.73,1006,7
2022,1,1,16,0,28.700000000000003,188,256,184,6.2,73.73,1007,7
2022,1,1,17,0,27.900000000000002,54,88,242,5.9,78.14,1008,1
2022,1,1,18,0,27.5,0,0,0,5.800000000000001,81.11,1008,7
2022,1,1,19,0,27.400000000000002,0,0,0,5.7,82.51,1009,7
2022,1,1,20,0,27.200000000000003,0,0,0,5.6000000000000005,84.03,1009,7
2022,1,1,21,0,27.1,0,0,0,5.5,84.94,1009,8
2022,1,1,22,0,26.900000000000002,0,0,0,5.4,86.11,1009,8
2022,1,1,23,0,26.8,0,0,0,5.4,86.53,1008,8
2022,1,2,0,0,26.6,0,0,0,5.300000000000001,87.44,1008,8
2022,1,2,1,0,26.5,0,0,0,5.2,87.59,1007,1
2022,1,2,2,0,26.5,0,0,0,5.2,87.26,1007,1
2022,1,2,3,0,26.400000000000002,0,0,0,5.300000000000001,87.42,1007,1
2022,1,2,4,0,26.400000000000002,0,0,0,5.300000000000001,87.08,1007,8
2022,1,2,5,0,26.5,0,0,0,5.5,86.57000000000001,1008,8
2022,1,2,6,0,27.3,91,103,66,5.800000000000001,81.84,1008,7
2022,1,2,7,0,28.3,182,301,291,5.800000000000001,75.66,1009,8
2022,1,2,8,0,29.1,271,342,115,5.6000000000000005,71.35000000000001,1009,7
2022,1,2,9,0,29.700000000000003,313,625,400,5.4,68.45,1009,7
2022,1,2,10,0,30.200000000000003,302,834,595,5.4,66.18,1009,8
2022,1,2,11,0,30.5,341,860,545,5.4,64.69,1008,8
2022,1,2,12,0,30.6,170,999,876,5.6000000000000005,64.17,1008,1
2022,1,2,13,0,30.5,171,910,842,5.7,64.5,1007,1
2022,1,2,14,0,30.1,393,450,76,5.9,66.19,1007,2
2022,1,2,15,0,29.6,141,553,708,5.9,68.53,1007,1
2022,1,2,16,0,28.8,106,316,565,5.9,72.57000000000001,1007,1
2022,1,2,17,0,28,52,89,262,5.5,77.3,1008,0
2022,1,2,18,0,27.5,0,0,0,5.2,80.69,1008,1
2022,1,2,19,0,27.3,0,0,0,5,82.33,1009,1
2022,1,2,20,0,27.1,0,0,0,4.9,83.58,1010,1
2022,1,2,21,0,27,0,0,0,4.9,83.94,1010,8
2022,1,2,22,0,26.900000000000002,0,0,0,4.9,84.02,1010,1
2022,1,2,23,0,26.8,0,0,0,4.9,84.01,1009,1
2022,1,3,0,0,26.6,0,0,0,5,84.73,1008,1
2022,1,3,1,0,26.5,0,0,0,5.1000000000000005,85.19,1008,1
2022,1,3,2,0,26.5,0,0,0,5.300000000000001,84.98,1007,3
2022,1,3,3,0,26.400000000000002,0,0,0,5.300000000000001,85.48,1007,7
2022,1,3,4,0,26.400000000000002,0,0,0,5.4,85.76,1008,1
2022,1,3,5,0,26.5,0,0,0,5.6000000000000005,85.78,1008,1
2022,1,3,6,0,27.200000000000003,25,25,0,5.9,82.48,1009,3
2022,1,3,7,0,28,190,282,225,6,77.94,1009,7
2022,1,3,8,0,28.700000000000003,299,330,50,6,74.48,1009,3
2022,1,3,9,0,29.200000000000003,109,810,900,5.9,72.13,1009,1
2022,1,3,10,0,29.700000000000003,350,754,452,5.800000000000001,69.98,1009,8
2022,1,3,11,0,29.900000000000002,271,860,620,5.800000000000001,68.88,1009,8
2022,1,3,12,0,30,405,771,386,5.9,68.2,1008,8
2022,1,3,13,0,29.900000000000002,396,702,347,6,68.38,1007,8
2022,1,3,14,0,29.6,331,515,243,6.1000000000000005,69.54,1007,7
2022,1,3,15,0,29.1,270,391,207,6.1000000000000005,71.60000000000001,1007,8
2022,1,3,16,0,28.5,94,95,2,6,74.39,1007,6
2022,1,3,17,0,27.8,61,62,9,5.7,78.13,1007,8
2022,1,3,18,0,27.400000000000002,0,0,0,5.5,80.86,1008,8
2022,1,3,19,0,27.200000000000003,0,0,0,5.4,82.2,1008,8
2022,1,3,20,0,27,0,0,0,5.4,83.32000000000001,1009,8
2022,1,3,21,0,26.8,0,0,0,5.4,84.25,1009,7
2022,1,3,22,0,26.700000000000003,0,0,0,5.6000000000000005,84.51,1008,1
2022,1,3,23,0,26.6,0,0,0,5.7,84.60000000000001,1007,8
2022,1,4,0,0,26.5,0,0,0,5.7,84.41,1006,3
2022,1,4,1,0,26.5,0,0,0,5.6000000000000005,83.69,1006,8
2022,1,4,2,0,26.400000000000002,0,0,0,5.5,83.47,1006,8
2022,1,4,3,0,26.400000000000002,0,0,0,5.300000000000001,82.98,1006,3
2022,1,4,4,0,26.3,0,0,0,5.1000000000000005,83.19,1006,1
2022,1,4,5,0,26.5,0,0,0,5.1000000000000005,82.36,1007,3
2022,1,4,6,0,27.3,78,79,2,5.5,78.43,1008,3
2022,1,4,7,0,28.3,93,365,668,5.7,73.16,1008,1
2022,1,4,8,0,29.200000000000003,113,603,801,5.800000000000001,69.09,1008,1
2022,1,4,9,0,29.900000000000002,126,801,868,5.9,66.29,1008,1
2022,1,4,10,0,30.400000000000002,498,650,170,6,64.38,1007,2
2022,1,4,11,0,30.6,140,1013,918,6.1000000000000005,63.800000000000004,1007,1
2022,1,4,12,0,30.6,147,1005,906,6.2,64.12,1006,1
2022,1,4,13,0,30.400000000000002,143,922,884,6.2,65.24,1005,1
2022,1,4,14,0,30.1,135,770,839,6.300000000000001,66.71000000000001,1005,0
2022,1,4,15,0,29.5,121,564,758,6.4,69.33,1005,1
2022,1,4,16,0,28.8,96,326,611,6.300000000000001,72.52,1006,0
2022,1,4,17,0,28.1,52,93,288,6.1000000000000005,76.19,1006,0
2022,1,4,18,0,27.700000000000003,0,0,0,5.800000000000001,78.9,1007,1
2022,1,4,19,0,27.5,0,0,0,5.6000000000000005,80.39,1008,1
2022,1,4,20,0,27.400000000000002,0,0,0,5.5,81.15,1009,8
2022,1,4,21,0,27.3,0,0,0,5.5,81.27,1008,1
2022,1,4,22,0,27.1,0,0,0,5.4,81.8,1008,8
2022,1,4,23,0,27,0,0,0,5.4,81.9,1007,3
2022,1,5,0,0,26.8,0,0,0,5.300000000000001,82.5,1006,3
2022,1,5,1,0,26.700000000000003,0,0,0,5.2,82.74,1006,3
2022,1,5,2,0,26.6,0,0,0,5.1000000000000005,83.06,1006,3
2022,1,5,3,0,26.6,0,0,0,5,82.91,1006,7
2022,1,5,4,0,26.5,0,0,0,4.9,83.27,1007,3
2022,1,5,5,0,26.700000000000003,0,0,0,4.9,82.06,1007,3
2022,1,5,6,0,27.5,22,22,0,5.300000000000001,77.54,1008,3
2022,1,5,7,0,28.400000000000002,191,197,15,5.300000000000001,71.8,1008,3
2022,1,5,8,0,29.200000000000003,80,80,0,5.2,67.61,1008,3
2022,1,5,9,0,29.700000000000003,448,558,141,5.2,65.22,1008,3
2022,1,5,10,0,30.200000000000003,297,818,584,5.300000000000001,63.06,1008,8
2022,1,5,11,0,30.400000000000002,304,843,567,5.4,62.09,1007,8
2022,1,5,12,0,30.400000000000002,393,665,287,5.4,62.04,1007,7
2022,1,5,13,0,30.200000000000003,357,743,438,5.4,62.88,1006,7
2022,1,5,14,0,29.8,333,606,359,5.4,64.62,1006,8
2022,1,5,15,0,29.3,222,239,29,5.4,66.92,1006,7
2022,1,5,16,0,28.5,166,180,37,5.2,70.83,1006,7
2022,1,5,17,0,27.700000000000003,56,56,4,4.9,75.44,1007,7
2022,1,5,18,0,27.3,0,0,0,4.7,78.58,1008,7
2022,1,5,19,0,27.1,0,0,0,4.7,80.44,1008,8
2022,1,5,20,0,27,0,0,0,4.7,81.62,1009,8
2022,1,5,21,0,26.900000000000002,0,0,0,4.7,82.55,1009,7
2022,1,5,22,0,26.700000000000003,0,0,0,4.6000000000000005,83.89,1008,8
2022,1,5,23,0,26.6,0,0,0,4.4,84.65,1007,4
2022,1,6,0,0,26.400000000000002,0,0,0,4.2,85.98,1007,3
2022,1,6,1,0,26.3,0,0,0,4,86.69,1006,1
2022,1,6,2,0,26.200000000000003,0,0,0,4,87.39,1006,1
2022,1,6,3,0,26.200000000000003,0,0,0,4.1000000000000005,87.55,1006,1
2022,1,6,4,0,26.200000000000003,0,0,0,4.2,87.62,1007,1
2022,1,6,5,0,26.400000000000002,0,0,0,4.5,86.39,1007,1
2022,1,6,6,0,27.1,50,125,434,5,82.5,1008,1
2022,1,6,7,0,28,80,367,711,5.300000000000001,76.93,1008,1
2022,1,6,8,0,28.700000000000003,95,606,838,5.5,73.16,1008,1
2022,1,6,9,0,29.3,110,805,895,5.5,70.21000000000001,1008,1
2022,1,6,10,0,29.700000000000003,116,948,931,5.4,68.3,1008,1
2022,1,6,11,0,29.900000000000002,120,1020,946,5.4,67.18,1007,1
2022,1,6,12,0,30,129,1013,932,5.4,66.53,1007,1
2022,1,6,13,0,29.8,126,932,912,5.300000000000001,67.28,1006,1
2022,1,6,14,0,29.400000000000002,117,782,874,5.300000000000001,69.13,1006,1
2022,1,6,15,0,28.8,103,576,804,5.2,71.95,1006,1
2022,1,6,16,0,28.1,81,337,677,5,75.58,1007,1
2022,1,6,17,0,27.200000000000003,44,101,388,4.7,80.75,1007,1
2022,1,6,18,0,26.700000000000003,0,0,0,4.6000000000000005,84.44,1008,3
2022,1,6,19,0,26.6,0,0,0,4.5,85.74,1009,1
2022,1,6,20,0,26.5,0,0,0,4.5,86.58,1009,1
2022,1,6,21,0,26.400000000000002,0,0,0,4.4,87.13,1009,1
2022,1,6,22,0,26.3,0,0,0,4.4,87.63,1009,1
2022,1,6,23,0,26.1,0,0,0,4.3,88.4,1008,1
2022,1,7,0,0,26,0,0,0,4.3,88.49,1007,1
