Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9436919,-,-,-,-5.84,-35.21,-3,52,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Wind Speed,Relative Humidity,Pressure,Cloud Type
2020,1,1,0,0,26.5,0,0,0,4.2,87.89,1008,6
2020,1,1,1,0,26.400000000000002,0,0,0,4.3,88.31,1007,6
2020,1,1,2,0,26.3,0,0,0,4.5,88.8,1007,6
2020,1,1,3,0,26.3,0,0,0,4.6000000000000005,88.71000000000001,1007,6
2020,1,1,4,0,26.3,0,0,0,4.5,88.49,1007,6
2020,1,1,5,0,26.5,0,0,0,4.3,87.2,1008,6
2020,1,1,6,0,27.1,26,26,0,4.4,83.37,1008,6
2020,1,1,7,0,27.8,134,137,8,4.4,78.71000000000001,1009,6
2020,1,1,8,0,28.400000000000002,204,210,10,4.4,75.10000000000001,1009,6
2020,1,1,9,0,28.900000000000002,397,530,170,4.4,72.61,1009,8
2020,1,1,10,0,29.200000000000003,454,513,66,4.3,71.19,1009,8
2020,1,1,11,0,29.3,315,320,5,4.3,70.5,1008,8
2020,1,1,12,0,29.3,407,643,250,4.4,70.21000000000001,1007,8
2020,1,1,13,0,29.1,338,748,467,4.5,71.01,1007,7
2020,1,1,14,0,28.700000000000003,336,371,46,4.6000000000000005,72.82000000000001,1006,8
2020,1,1,15,0,28.200000000000003,273,411,237,4.7,75.49,1006,7
2020,1,1,16,0,27.8,28,28,0,4.800000000000001,78.19,1007,6
2020,1,1,17,0,27.3,21,21,0,4.7,81.87,1008,6
2020,1,1,18,0,27,0,0,0,4.7,84.48,1008,8
2020,1,1,19,0,26.8,0,0,0,4.7,86.34,1009,8
2020,1,1,20,0,26.8,0,0,0,4.800000000000001,86.89,1010,8
2020,1,1,21,0,26.700000000000003,0,0,0,4.800000000000001,87.59,1010,4
2020,1,1,22,0,26.6,0,0,0,4.7,87.98,1009,7
2020,1,1,23,0,26.5,0,0,0,4.7,88.34,1009,0
2020,1,2,0,0,26.400000000000002,0,0,0,4.6000000000000005,88.56,1008,0
2020,1,2,1,0,26.3,0,0,0,4.6000000000000005,88.87,1008,0
2020,1,2,2,0,26.1,0,0,0,4.5,89.63,1007,0
2020,1,2,3,0,26,0,0,0,4.5,89.88,1007,0
2020,1,2,4,0,26,0,0,0,4.5,89.73,1008,1
2020,1,2,5,0,26.1,0,0,0,4.6000000000000005,89.08,1008,0
2020,1,2,6,0,26.900000000000002,48,134,475,4.9,84.57000000000001,1009,0
2020,1,2,7,0,27.6,194,323,313,4.800000000000001,79.95,1009,3
2020,1,2,8,0,28.3,91,612,849,4.800000000000001,76.09,1010,0
2020,1,2,9,0,29,102,810,909,4.800000000000001,72.56,1009,0
2020,1,2,10,0,29.400000000000002,109,950,941,4.9,70.4,1009,0
2020,1,2,11,0,29.6,337,801,488,4.9,69.12,1008,7
2020,1,2,12,0,29.400000000000002,362,781,444,5,69.81,1008,7
2020,1,2,13,0,29,375,697,367,5,71.63,1007,7
2020,1,2,14,0,28.5,298,604,407,5,74.18,1006,7
2020,1,2,15,0,28.1,240,436,337,5,76.64,1006,7
2020,1,2,16,0,27.700000000000003,100,102,6,5,79.38,1007,6
2020,1,2,17,0,27.200000000000003,68,71,21,4.9,82.69,1007,7
2020,1,2,18,0,26.900000000000002,0,0,0,4.6000000000000005,85.23,1008,7
2020,1,2,19,0,26.700000000000003,0,0,0,4.4,86.89,1009,7
2020,1,2,20,0,26.6,0,0,0,4.2,87.87,1010,7
2020,1,2,21,0,26.5,0,0,0,4,88.72,1010,7
2020,1,2,22,0,26.400000000000002,0,0,0,3.8000000000000003,89.37,1009,0
2020,1,2,23,0,26.3,0,0,0,3.7,90.05,1009,3
2020,1,3,0,0,26.200000000000003,0,0,0,3.6,90.53,1008,7
2020,1,3,1,0,26.1,0,0,0,3.7,90.84,1007,7
2020,1,3,2,0,26.1,0,0,0,3.8000000000000003,90.45,1007,4
2020,1,3,3,0,26.1,0,0,0,4.2,89.93,1007,4
2020,1,3,4,0,26.1,0,0,0,4.5,89.8,1008,4
2020,1,3,5,0,26.400000000000002,0,0,0,4.9,87.89,1008,7
2020,1,3,6,0,27.200000000000003,52,131,434,5.300000000000001,83.09,1009,0
2020,1,3,7,0,28.1,84,372,706,5.300000000000001,76.99,1010,0
2020,1,3,8,0,28.900000000000002,100,610,831,5.2,72.23,1010,0
2020,1,3,9,0,29.5,433,542,140,5,69.10000000000001,1010,3
2020,1,3,10,0,30.1,117,952,934,4.9,66.1,1009,0
2020,1,3,11,0,30.3,119,1023,951,4.9,64.77,1009,0
2020,1,3,12,0,30.3,306,838,562,5,64.5,1008,7
2020,1,3,13,0,30.1,113,934,934,5.1000000000000005,65.35,1008,0
2020,1,3,14,0,29.8,105,783,898,5.1000000000000005,66.6,1007,0
2020,1,3,15,0,29.200000000000003,98,575,819,5.2,69.07000000000001,1007,0
2020,1,3,16,0,28.400000000000002,77,335,690,5.1000000000000005,72.78,1008,0
2020,1,3,17,0,27.6,69,72,22,4.7,76.93,1008,7
2020,1,3,18,0,27.1,0,0,0,4.5,80.24,1009,7
2020,1,3,19,0,26.8,0,0,0,4.3,82.36,1009,7
2020,1,3,20,0,26.700000000000003,0,0,0,4.1000000000000005,83.23,1010,7
2020,1,3,21,0,26.5,0,0,0,4.1000000000000005,84.29,1010,7
2020,1,3,22,0,26.3,0,0,0,4.2,85.34,1010,3
2020,1,3,23,0,26.200000000000003,0,0,0,4.4,85.93,1009,7
2020,1,4,0,0,26.1,0,0,0,4.4,86.45,1008,7
2020,1,4,1,0,25.900000000000002,0,0,0,4.4,87.53,1008,7
2020,1,4,2,0,25.900000000000002,0,0,0,4.4,87.57000000000001,1008,7
2020,1,4,3,0,25.8,0,0,0,4.4,87.95,1008,3
2020,1,4,4,0,25.8,0,0,0,4.3,87.64,1009,3
2020,1,4,5,0,26,0,0,0,4.2,86.22,1009,0
2020,1,4,6,0,26.900000000000002,49,133,468,4.4,80.42,1010,0
2020,1,4,7,0,27.900000000000002,77,377,738,4.3,73.71000000000001,1010,0
2020,1,4,8,0,28.8,93,619,859,4.3,68.63,1010,0
2020,1,4,9,0,29.5,102,820,924,4.3,64.87,1010,0
2020,1,4,10,0,30.1,107,965,960,4.5,61.82,1010,0
2020,1,4,11,0,30.400000000000002,110,1037,974,4.6000000000000005,60.22,1009,0
2020,1,4,12,0,30.400000000000002,123,1026,955,4.7,60.28,1008,0
2020,1,4,13,0,30.200000000000003,119,943,937,4.7,61.29,1007,0
2020,1,4,14,0,29.900000000000002,111,791,899,4.6000000000000005,62.71,1007,0
2020,1,4,15,0,29.3,98,582,828,4.5,65.25,1007,0
2020,1,4,16,0,28.6,208,257,132,4.4,68.51,1007,2
2020,1,4,17,0,27.900000000000002,69,74,28,4.2,72.25,1008,7
2020,1,4,18,0,27.400000000000002,0,0,0,4,75.25,1009,7
2020,1,4,19,0,27.3,0,0,0,4,75.9,1010,7
2020,1,4,20,0,27.1,0,0,0,4,76.51,1010,7
2020,1,4,21,0,26.900000000000002,0,0,0,3.9000000000000004,77.01,1010,7
2020,1,4,22,0,26.700000000000003,0,0,0,3.8000000000000003,77.52,1010,6
2020,1,4,23,0,26.5,0,0,0,3.7,78.02,1009,7
2020,1,5,0,0,26.3,0,0,0,3.7,78.82000000000001,1008,7
2020,1,5,1,0,26.3,0,0,0,3.7,78.94,1008,6
2020,1,5,2,0,26.200000000000003,0,0,0,3.7,79.52,1007,7
2020,1,5,3,0,26.1,0,0,0,3.6,80.23,1008,7
2020,1,5,4,0,26,0,0,0,3.6,80.84,1008,7
2020,1,5,5,0,26.3,0,0,0,3.7,79.56,1008,7
2020,1,5,6,0,27.200000000000003,91,104,76,4,75.02,1009,7
2020,1,5,7,0,28.1,180,314,331,4.1000000000000005,70.77,1010,7
2020,1,5,8,0,29,293,415,200,4.1000000000000005,67.03,1010,6
2020,1,5,9,0,29.8,296,637,439,4.2,63.64,1010,7
2020,1,5,10,0,30.400000000000002,395,726,370,4.3,60.910000000000004,1009,7
2020,1,5,11,0,30.8,422,667,258,4.6000000000000005,59.24,1009,6
2020,1,5,12,0,30.900000000000002,428,660,245,4.800000000000001,58.58,1008,6
2020,1,5,13,0,30.8,372,702,375,5.1000000000000005,58.870000000000005,1007,7
2020,1,5,14,0,30.400000000000002,340,546,273,5.300000000000001,60.51,1006,7
2020,1,5,15,0,29.8,248,411,278,5.4,63.07,1006,7
2020,1,5,16,0,29.1,173,264,240,5.1000000000000005,66.36,1007,7
2020,1,5,17,0,28.200000000000003,75,82,47,4.7,70.91,1008,7
2020,1,5,18,0,27.6,0,0,0,4.5,74.53,1008,7
2020,1,5,19,0,27.3,0,0,0,4.5,76.65,1009,7
2020,1,5,20,0,27.1,0,0,0,4.5,78.22,1010,7
2020,1,5,21,0,26.900000000000002,0,0,0,4.4,79.35000000000001,1009,6
2020,1,5,22,0,26.8,0,0,0,4.3,79.94,1009,6
2020,1,5,23,0,26.6,0,0,0,4.1000000000000005,80.99,1008,7
2020,1,6,0,0,26.5,0,0,0,3.8000000000000003,81.67,1008,7
2020,1,6,1,0,26.400000000000002,0,0,0,3.7,82.36,1007,7
2020,1,6,2,0,26.3,0,0,0,3.7,83.07000000000001,1007,7
2020,1,6,3,0,26.200000000000003,0,0,0,3.6,83.88,1007,7
2020,1,6,4,0,26.1,0,0,0,3.6,84.51,1008,7
2020,1,6,5,0,26.3,0,0,0,3.6,83.36,1008,7
2020,1,6,6,0,27.3,91,104,77,3.9000000000000004,77.64,1009,7
2020,1,6,7,0,28.3,166,351,457,3.8000000000000003,71.54,1009,7
2020,1,6,8,0,29.200000000000003,244,531,470,3.8000000000000003,66.96000000000001,1009,7
2020,1,6,9,0,30,353,621,345,4,63.24,1008,7
2020,1,6,10,0,30.6,440,711,304,4.4,60.78,1008,7
2020,1,6,11,0,30.900000000000002,378,788,431,4.800000000000001,59.89,1007,7
2020,1,6,12,0,30.900000000000002,379,768,410,5,60.410000000000004,1007,7
2020,1,6,13,0,30.700000000000003,435,619,208,5.2,61.74,1006,6
2020,1,6,14,0,30.3,302,640,445,5.300000000000001,63.92,1006,7
2020,1,6,15,0,29.700000000000003,255,464,356,5.300000000000001,67.03,1006,7
2020,1,6,16,0,28.900000000000002,156,294,364,5.300000000000001,71.42,1007,7
2020,1,6,17,0,28,74,78,29,5.1000000000000005,76.77,1008,7
2020,1,6,18,0,27.5,0,0,0,4.9,80.58,1009,7
2020,1,6,19,0,27.200000000000003,0,0,0,4.7,82.99,1009,7
2020,1,6,20,0,27,0,0,0,4.5,84.67,1010,7
2020,1,6,21,0,26.8,0,0,0,4.3,86.06,1010,0
