Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9411068,-,-,-,-5.54,-36.87,-3,22,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Pressure,Wind Speed,Cloud Type
2021,1,1,0,0,26.400000000000002,0,0,0,77.82000000000001,1007,5.1000000000000005,0
2021,1,1,1,0,26.1,0,0,0,79.09,1007,4.6000000000000005,0
2021,1,1,2,0,25.900000000000002,0,0,0,79.68,1006,4.2,0
2021,1,1,3,0,25.6,0,0,0,80.83,1007,3.6,0
2021,1,1,4,0,25.3,0,0,0,82,1007,3.2,0
2021,1,1,5,0,25.3,0,0,0,81.88,1008,3.1,0
2021,1,1,6,0,26.8,42,443,111,73.37,1009,4.4,0
2021,1,1,7,0,28.8,72,729,352,62.45,1009,4.9,0
2021,1,1,8,0,31.1,88,853,593,51.79,1009,4.7,0
2021,1,1,9,0,33.5,98,919,799,42.68,1009,4.3,0
2021,1,1,10,0,35.6,105,954,947,35.910000000000004,1008,4,0
2021,1,1,11,0,37.300000000000004,108,970,1025,31.07,1007,3.8000000000000003,0
2021,1,1,12,0,38.400000000000006,111,966,1026,28.17,1006,3.8000000000000003,0
2021,1,1,13,0,38.900000000000006,108,951,950,26.66,1005,3.9000000000000004,0
2021,1,1,14,0,38.800000000000004,103,912,803,26.44,1004,4.1000000000000005,0
2021,1,1,15,0,38,93,844,600,27.66,1004,4.5,0
2021,1,1,16,0,36.5,77,716,359,30.54,1004,4.9,0
2021,1,1,17,0,34.2,46,432,117,36.62,1005,5.1000000000000005,0
2021,1,1,18,0,32,0,0,0,44.74,1006,5.300000000000001,0
2021,1,1,19,0,30.3,0,0,0,51.94,1007,6.1000000000000005,0
2021,1,1,20,0,28.700000000000003,0,0,0,59.2,1007,6.300000000000001,0
2021,1,1,21,0,27.5,0,0,0,65.69,1008,6.2,0
2021,1,1,22,0,26.5,0,0,0,72.07000000000001,1008,5.7,0
2021,1,1,23,0,26,0,0,0,75.36,1007,5.1000000000000005,0
2021,1,2,0,0,25.6,0,0,0,77.46000000000001,1007,4.5,0
2021,1,2,1,0,25.200000000000003,0,0,0,79.4,1006,4,0
2021,1,2,2,0,24.700000000000003,0,0,0,81.95,1007,3.3000000000000003,0
2021,1,2,3,0,24.3,0,0,0,84.03,1007,2.7,0
2021,1,2,4,0,23.8,0,0,0,86.58,1007,2.1,0
2021,1,2,5,0,23.8,0,0,0,86.34,1008,2.3000000000000003,0
2021,1,2,6,0,25.8,44,421,108,74.86,1009,3.8000000000000003,0
2021,1,2,7,0,28.6,73,727,351,60.49,1009,4.6000000000000005,0
2021,1,2,8,0,31.400000000000002,86,862,595,48.6,1008,4.4,0
2021,1,2,9,0,34.1,93,932,802,39,1008,4.2,0
2021,1,2,10,0,36.300000000000004,99,968,953,32.29,1007,4,0
2021,1,2,11,0,38,102,981,1031,27.95,1006,3.9000000000000004,0
2021,1,2,12,0,38.900000000000006,113,968,1030,25.8,1004,3.9000000000000004,0
2021,1,2,13,0,39.2,110,952,955,25.01,1003,4.3,0
2021,1,2,14,0,38.800000000000004,104,913,807,25.67,1003,4.800000000000001,0
2021,1,2,15,0,37.6,95,842,602,28.11,1003,5.5,0
2021,1,2,16,0,35.6,79,712,361,33.1,1003,6,0
2021,1,2,17,0,32.9,48,428,119,41.76,1004,6.2,0
2021,1,2,18,0,30.8,0,0,0,51.02,1005,6.300000000000001,0
2021,1,2,19,0,29.5,0,0,0,57.99,1006,6.300000000000001,0
