Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9411068,-,-,-,-5.54,-36.87,-3,22,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,GHI,Relative Humidity,Pressure,Wind Speed,Cloud Type
2019,1,1,0,0,25.5,0,0,0,81.31,1007,3.6,0
2019,1,1,1,0,25,0,0,0,84.24,1007,3.1,0
2019,1,1,2,0,24.5,0,0,0,86.95,1007,2.5,0
2019,1,1,3,0,24.1,0,0,0,89.13,1008,2.1,0
2019,1,1,4,0,23.8,0,0,0,90.78,1009,1.9000000000000001,0
2019,1,1,5,0,24,0,0,0,89.56,1009,2.3000000000000003,0
2019,1,1,6,0,26.6,42,457,113,75.23,1010,4.5,0
2019,1,1,7,0,29.5,71,736,355,60.67,1010,5.6000000000000005,0
2019,1,1,8,0,32.2,88,857,596,49.33,1010,5.6000000000000005,0
2019,1,1,9,0,34.6,105,911,800,40.9,1009,5.4,0
2019,1,1,10,0,36.6,113,946,948,35.09,1009,5.300000000000001,0
2019,1,1,11,0,38,116,961,1025,31.55,1008,5.4,0
2019,1,1,12,0,38.800000000000004,114,963,1025,29.8,1006,5.7,0
2019,1,1,13,0,38.800000000000004,113,943,948,29.91,1005,6,0
2019,1,1,14,0,38.1,429,127,526,31.34,1005,6.300000000000001,2
2019,1,1,15,0,36.9,99,832,597,33.65,1005,6.4,0
2019,1,1,16,0,35.2,82,698,356,37.2,1006,6.300000000000001,0
2019,1,1,17,0,33.1,49,407,115,42.94,1007,5.6000000000000005,0
2019,1,1,18,0,31.400000000000002,0,0,0,49.42,1008,5.1000000000000005,0
2019,1,1,19,0,30.1,0,0,0,55.14,1009,5.1000000000000005,0
2019,1,1,20,0,29,0,0,0,60.59,1010,5.300000000000001,0
2019,1,1,21,0,28,0,0,0,66.75,1010,5.1000000000000005,0
2019,1,1,22,0,27.200000000000003,0,0,0,72.14,1010,4.6000000000000005,0
2019,1,1,23,0,26.6,0,0,0,75.79,1009,4.1000000000000005,0
2019,1,2,0,0,26.1,0,0,0,78.58,1009,3.6,0
2019,1,2,1,0,25.700000000000003,0,0,0,80.76,1009,3.4000000000000004,0
2019,1,2,2,0,25.400000000000002,0,0,0,82.4,1009,3.3000000000000003,0
2019,1,2,3,0,25.1,0,0,0,84.03,1009,3.3000000000000003,0
2019,1,2,4,0,24.8,0,0,0,85.58,1009,3.4000000000000004,0
2019,1,2,5,0,24.8,0,0,0,85.67,1009,3.6,0
2019,1,2,6,0,27,39,493,115,73.69,1010,5.6000000000000005,0
2019,1,2,7,0,29.8,65,770,360,59.370000000000005,1010,6.300000000000001,0
2019,1,2,8,0,32.5,79,887,604,48.660000000000004,1010,6.1000000000000005,0
2019,1,2,9,0,34.800000000000004,89,945,809,40.9,1009,6,0
2019,1,2,10,0,36.7,487,163,631,35.19,1009,5.9,2
2019,1,2,11,0,38,490,156,638,31.48,1008,6,3
2019,1,2,12,0,38.6,106,979,1034,29.580000000000002,1007,6.300000000000001,0
2019,1,2,13,0,38.6,497,251,720,28.95,1006,6.4,2
2019,1,2,14,0,38.1,438,197,589,29.38,1005,6.6000000000000005,3
2019,1,2,15,0,36.9,99,836,601,31.41,1006,6.7,0
2019,1,2,16,0,35.2,82,702,359,35.15,1007,6.7,0
2019,1,2,17,0,32.9,50,409,117,41.62,1008,6.2,0
2019,1,2,18,0,31.200000000000003,0,0,0,48.14,1009,5.800000000000001,0
2019,1,2,19,0,29.900000000000002,0,0,0,53.72,1010,5.9,0
2019,1,2,20,0,28.700000000000003,0,0,0,59.13,1010,5.7,0
2019,1,2,21,0,27.700000000000003,0,0,0,63.38,1010,5.300000000000001,0
2019,1,2,22,0,27,0,0,0,66.04,1010,4.800000000000001,0
2019,1,2,23,0,26.400000000000002,0,0,0,68.04,1009,4.3,0
2019,1,3,0,0,25.900000000000002,0,0,0,69.77,1008,3.9000000000000004,0
2019,1,3,1,0,25.400000000000002,0,0,0,71.77,1008,3.6,0
2019,1,3,2,0,25.1,0,0,0,73.2,1008,3.3000000000000003,0
2019,1,3,3,0,24.700000000000003,0,0,0,75.54,1008,2.9000000000000004,0
2019,1,3,4,0,24.400000000000002,0,0,0,77.83,1008,2.8000000000000003,0
2019,1,3,5,0,24.400000000000002,0,0,0,79.02,1009,3.1,0
2019,1,3,6,0,26.700000000000003,44,419,107,69.05,1009,5.2,0
