Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9391310,-,-,-,-5.62,-37.81,-3,125,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DNI,Wind Speed,GHI,Relative Humidity,DHI,Temperature,Pressure,Cloud Type
2020,1,1,0,0,0,2.5,0,91.61,0,25.5,996,9
2020,1,1,1,0,0,2.4000000000000004,0,93.83,0,25.200000000000003,996,6
2020,1,1,2,0,0,2.3000000000000003,0,94.96000000000001,0,25,995,6
2020,1,1,3,0,0,2.1,0,95.98,0,24.8,995,6
2020,1,1,4,0,0,1.9000000000000001,0,97.16,0,24.6,996,6
2020,1,1,5,0,0,1.9000000000000001,0,97.14,0,24.6,997,8
2020,1,1,6,0,0,2.6,40,92.85000000000001,40,25.3,997,4
2020,1,1,7,0,16,3.2,153,85.27,148,26.400000000000002,998,8
2020,1,1,8,0,39,3.2,240,76.15,218,27.700000000000003,998,8
2020,1,1,9,0,363,3.3000000000000003,567,67.88,293,29,998,8
2020,1,1,10,0,251,3.4000000000000004,610,61.120000000000005,390,30.200000000000003,997,8
2020,1,1,11,0,145,3.5,546,56.03,409,31.3,997,8
2020,1,1,12,0,326,3.6,708,52.79,399,32,996,8
2020,1,1,13,0,144,3.6,548,50.93,420,32.300000000000004,995,8
2020,1,1,14,0,101,3.6,473,51.050000000000004,394,32,994,4
2020,1,1,15,0,20,3.5,289,52.730000000000004,277,31.3,994,4
2020,1,1,16,0,91,3.2,261,56.33,224,30.3,994,3
