Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9391310,-,-,-,-5.62,-37.81,-3,125,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,Wind Speed,GHI,Relative Humidity,DHI,Temperature,Pressure,Cloud Type
2018,1,1,0,0,0,4,0,72.08,0,26.700000000000003,997,0
2018,1,1,1,0,0,3.6,0,74.77,0,26.1,996,0
2018,1,1,2,0,0,3.1,0,77.63,0,25.5,996,0
2018,1,1,3,0,0,2.8000000000000003,0,79.54,0,25.1,996,0
2018,1,1,4,0,0,2.6,0,81.60000000000001,0,24.700000000000003,997,0
2018,1,1,5,0,0,2.6,0,81.72,0,24.700000000000003,997,0
2018,1,1,6,0,390,3.9000000000000004,97,73.82000000000001,42,26.3,998,0
2018,1,1,7,0,701,4.5,336,62.370000000000005,76,28.6,998,0
2018,1,1,8,0,838,4.4,580,51.77,93,31.200000000000003,999,0
2018,1,1,9,0,917,4.2,790,42.6,99,33.7,998,0
2018,1,1,10,0,230,3.9000000000000004,693,35.15,491,35.9,998,2
2018,1,1,11,0,722,3.6,916,29.72,234,37.6,996,7
2018,1,1,12,0,617,3.4000000000000004,824,26.32,238,38.7,995,7
2018,1,1,13,0,963,3.3000000000000003,962,24.26,103,39.300000000000004,994,0
2018,1,1,14,0,930,3.3000000000000003,820,23.47,98,39.2,993,0
2018,1,1,15,0,868,3.4000000000000004,620,23.68,89,38.6,992,0
2018,1,1,16,0,749,3.6,380,25.27,74,37.300000000000004,992,0
2018,1,1,17,0,484,3.5,134,29.53,47,35.1,993,0
2018,1,1,18,0,0,4.4,0,35.61,0,33.2,993,0
2018,1,1,19,0,0,5.1000000000000005,0,42.800000000000004,0,31.700000000000003,994,0
2018,1,1,20,0,0,5.300000000000001,0,51.160000000000004,0,30.200000000000003,995,0
2018,1,1,21,0,0,5,0,58.69,0,28.900000000000002,995,0
2018,1,1,22,0,0,4.9,0,64.14,0,28,996,3
2018,1,1,23,0,0,4.7,0,67.43,0,27.400000000000002,995,7
2018,1,2,0,0,0,4.4,0,70.59,0,26.8,995,7
2018,1,2,1,0,0,4,0,73.16,0,26.3,995,7
2018,1,2,2,0,0,3.8000000000000003,0,75.10000000000001,0,25.900000000000002,995,1
2018,1,2,3,0,0,3.5,0,76.63,0,25.6,995,7
2018,1,2,4,0,0,3.2,0,78.16,0,25.3,996,7
2018,1,2,5,0,0,3.2,0,78.25,0,25.200000000000003,996,3
2018,1,2,6,0,260,3.8000000000000003,87,72.82000000000001,51,26.1,997,0
2018,1,2,7,0,609,4.1000000000000005,322,62.35,97,28.1,997,0
2018,1,2,8,0,783,4.2,568,51.58,114,30.5,997,0
2018,1,2,9,0,888,4.1000000000000005,783,41.65,115,33,997,1
2018,1,2,10,0,932,4,938,34.01,121,35.300000000000004,996,1
2018,1,2,11,0,951,3.8000000000000003,1022,29.3,125,37,995,0
2018,1,2,12,0,950,3.7,1029,26.71,126,38.1,993,0
2018,1,2,13,0,669,3.6,917,25.71,319,38.5,992,2
2018,1,2,14,0,900,3.7,818,25.72,117,38.2,991,0
2018,1,2,15,0,830,3.8000000000000003,615,26.650000000000002,106,37.4,991,0
2018,1,2,16,0,696,4.2,374,29.6,89,35.800000000000004,992,0
2018,1,2,17,0,410,4.800000000000001,130,35.88,56,33.5,992,0
2018,1,2,18,0,0,5.9,0,45.57,0,31.3,993,0
2018,1,2,19,0,0,6.2,0,56.84,0,29.3,994,0
2018,1,2,20,0,0,5.800000000000001,0,65.8,0,27.8,995,0
2018,1,2,21,0,0,5.2,0,70.39,0,27,996,0
2018,1,2,22,0,0,4.800000000000001,0,72.43,0,26.6,996,0
2018,1,2,23,0,0,4.5,0,73.44,0,26.400000000000002,996,0
2018,1,3,0,0,0,4.1000000000000005,0,74.36,0,26.200000000000003,995,0
2018,1,3,1,0,0,3.8000000000000003,0,75.08,0,26,995,0
2018,1,3,2,0,0,3.5,0,75.25,0,25.8,995,0
2018,1,3,3,0,0,3.1,0,75.77,0,25.6,995,0
2018,1,3,4,0,0,2.6,0,77.21000000000001,0,25.3,996,0
2018,1,3,5,0,0,2.5,0,77.34,0,25.3,996,3
2018,1,3,6,0,294,3.2,88,70.71000000000001,48,26.5,997,1
2018,1,3,7,0,633,3.6,323,59.61,90,28.700000000000003,998,0
2018,1,3,8,0,788,3.6,565,50.01,109,31,998,0
2018,1,3,9,0,856,3.6,772,42.660000000000004,128,33.1,997,0
2018,1,3,10,0,903,3.6,926,38.06,135,34.7,997,1
2018,1,3,11,0,928,3.6,1012,35.04,136,35.800000000000004,995,0
2018,1,3,12,0,700,3.6,971,33.57,306,36.300000000000004,994,2
2018,1,3,13,0,899,3.6,945,33.33,141,36.300000000000004,994,1
2018,1,3,14,0,22,3.8000000000000003,391,34.230000000000004,374,35.800000000000004,993,3
2018,1,3,15,0,444,4,562,36.52,289,34.800000000000004,993,2
2018,1,3,16,0,26,4.3,236,40.09,225,33.5,993,2
2018,1,3,17,0,367,4.4,127,44.99,60,32,994,0
2018,1,3,18,0,0,4.6000000000000005,0,50.29,0,30.6,995,0
2018,1,3,19,0,0,4.9,0,55.92,0,29.3,996,0
2018,1,3,20,0,0,4.800000000000001,0,61.71,0,28.1,996,7
2018,1,3,21,0,0,4.6000000000000005,0,65.86,0,27.400000000000002,997,7
2018,1,3,22,0,0,4.3,0,68.98,0,26.900000000000002,997,7
2018,1,3,23,0,0,4,0,71.42,0,26.5,996,7
2018,1,4,0,0,0,3.7,0,73.33,0,26.200000000000003,996,7
2018,1,4,1,0,0,3.5,0,74.64,0,26,996,7
2018,1,4,2,0,0,3.3000000000000003,0,75.81,0,25.8,996,7
2018,1,4,3,0,0,2.9000000000000004,0,76.81,0,25.6,996,7
2018,1,4,4,0,0,2.5,0,77.87,0,25.400000000000002,997,0
2018,1,4,5,0,0,2.3000000000000003,0,78.43,0,25.3,998,0
2018,1,4,6,0,311,3.3000000000000003,88,71.62,46,26.5,999,0
2018,1,4,7,0,657,3.9000000000000004,326,59.82,85,28.700000000000003,999,0
2018,1,4,8,0,817,3.9000000000000004,573,50.72,102,30.8,999,0
2018,1,4,9,0,168,3.7,556,43.35,430,32.6,999,2
2018,1,4,10,0,481,3.6,756,37.32,335,34.2,999,7
2018,1,4,11,0,961,3.8000000000000003,1026,32.12,119,35.800000000000004,998,1
2018,1,4,12,0,586,4,845,28.14,287,37.2,997,7
2018,1,4,13,0,585,4.1000000000000005,822,26.650000000000002,298,37.4,996,7
2018,1,4,14,0,315,4.1000000000000005,660,27.43,414,36.5,995,2
2018,1,4,15,0,465,4.2,515,29.14,228,35.5,994,7
2018,1,4,16,0,313,4.4,306,32.18,177,34.300000000000004,995,7
2018,1,4,17,0,65,4.4,103,38,91,32.4,995,7
2018,1,4,18,0,0,4.9,0,45.61,0,30.700000000000003,996,7
2018,1,4,19,0,0,5.4,0,53.72,0,29.400000000000002,997,7
2018,1,4,20,0,0,5.2,0,60.96,0,28.3,998,6
2018,1,4,21,0,0,4.800000000000001,0,65.73,0,27.6,999,7
2018,1,4,22,0,0,4.4,0,68.89,0,27.1,999,7
2018,1,4,23,0,0,3.9000000000000004,0,70.53,0,26.8,998,8
2018,1,5,0,0,0,3.6,0,72.35000000000001,0,26.400000000000002,998,7
2018,1,5,1,0,0,3.3000000000000003,0,73.62,0,26.1,998,7
2018,1,5,2,0,0,3.2,0,74.75,0,25.8,998,6
2018,1,5,3,0,0,3,0,75.77,0,25.5,998,6
2018,1,5,4,0,0,2.9000000000000004,0,76.78,0,25.200000000000003,998,7
2018,1,5,5,0,0,3,0,77.41,0,25,999,7
2018,1,5,6,0,8,4.2,56,71.87,55,25.900000000000002,999,7
2018,1,5,7,0,647,4.9,296,62.11,59,27.700000000000003,999,7
2018,1,5,8,0,150,4.9,345,51.59,259,30,999,6
2018,1,5,9,0,419,4.800000000000001,603,41.89,288,32.4,999,7
2018,1,5,10,0,405,4.7,699,33.88,344,34.800000000000004,999,7
2018,1,5,11,0,11,4.6000000000000005,340,28.42,330,36.7,998,8
2018,1,5,12,0,404,4.5,759,25.23,374,38,997,7
2018,1,5,13,0,341,4.6000000000000005,692,24.18,386,38.400000000000006,995,7
2018,1,5,14,0,368,4.7,605,24.52,316,38.1,994,7
2018,1,5,15,0,320,4.9,460,27,262,36.7,994,7
2018,1,5,16,0,49,5.1000000000000005,191,31.29,171,34.9,995,7
2018,1,5,17,0,29,5.1000000000000005,95,37.550000000000004,89,32.9,996,7
2018,1,5,18,0,0,5.300000000000001,0,44.67,0,31.200000000000003,997,7
2018,1,5,19,0,0,5.2,0,51.36,0,29.900000000000002,998,7
2018,1,5,20,0,0,4.7,0,56.82,0,28.900000000000002,998,7
2018,1,5,21,0,0,4.2,0,60.76,0,28.200000000000003,999,7
2018,1,5,22,0,0,3.7,0,63.35,0,27.700000000000003,998,6
2018,1,5,23,0,0,3.3000000000000003,0,65.79,0,27.200000000000003,998,7
2018,1,6,0,0,0,3.1,0,68.46000000000001,0,26.700000000000003,998,7
2018,1,6,1,0,0,2.9000000000000004,0,71.36,0,26.200000000000003,997,6
2018,1,6,2,0,0,2.6,0,74.28,0,25.700000000000003,997,7
2018,1,6,3,0,0,2.4000000000000004,0,77.15,0,25.200000000000003,997,7
2018,1,6,4,0,0,2.4000000000000004,0,79.22,0,24.900000000000002,998,7
2018,1,6,5,0,0,2.7,0,80.53,0,24.700000000000003,998,7
2018,1,6,6,0,410,4.3,91,73.13,37,26.1,999,0
2018,1,6,7,0,730,4.9,332,62.620000000000005,66,28.1,999,0
2018,1,6,8,0,864,4.9,577,52.18,80,30.6,999,0
2018,1,6,9,0,933,4.800000000000001,788,43.28,89,33,998,0
2018,1,6,10,0,971,4.6000000000000005,943,35.85,93,35.1,997,0
2018,1,6,11,0,988,4.4,1029,30.26,96,36.800000000000004,996,0
2018,1,6,12,0,988,4.4,1039,26.82,98,37.9,995,0
2018,1,6,13,0,438,4.3,819,25.060000000000002,426,38.300000000000004,994,2
2018,1,6,14,0,933,4.4,829,24.62,97,38,993,0
2018,1,6,15,0,1,4.5,230,25.96,229,36.800000000000004,992,4
2018,1,6,16,0,314,4.800000000000001,332,29.7,201,34.9,993,2
2018,1,6,17,0,5,5.1000000000000005,88,35.34,87,33,994,3
2018,1,6,18,0,0,5.4,0,42.4,0,31.3,995,8
2018,1,6,19,0,0,5.4,0,49.57,0,29.900000000000002,996,7
2018,1,6,20,0,0,5,0,55.33,0,28.900000000000002,997,6
2018,1,6,21,0,0,4.6000000000000005,0,59.38,0,28.200000000000003,998,7
2018,1,6,22,0,0,4.4,0,62.04,0,27.700000000000003,998,3
2018,1,6,23,0,0,4.2,0,64.29,0,27.200000000000003,997,7
2018,1,7,0,0,0,4,0,66.57000000000001,0,26.700000000000003,997,4
2018,1,7,1,0,0,3.6,0,69.03,0,26.200000000000003,996,4
2018,1,7,2,0,0,3.3000000000000003,0,71.82000000000001,0,25.700000000000003,996,4
2018,1,7,3,0,0,2.9000000000000004,0,75.3,0,25.1,997,7
2018,1,7,4,0,0,2.6,0,78.28,0,24.6,997,0
2018,1,7,5,0,0,2.5,0,80.27,0,24.3,997,0
2018,1,7,6,0,390,4,89,72.71000000000001,38,25.8,998,0
2018,1,7,7,0,360,4.5,297,60.33,166,28.1,998,2
2018,1,7,8,0,863,4.4,577,47.93,82,30.8,998,1
2018,1,7,9,0,928,4.3,788,38.2,93,33.300000000000004,998,0
2018,1,7,10,0,968,4.1000000000000005,947,31.29,99,35.4,997,0
2018,1,7,11,0,207,4.1000000000000005,721,26.96,525,36.9,996,2
2018,1,7,12,0,990,4.2,1044,24.48,100,37.9,995,0
2018,1,7,13,0,741,4.3,934,23.7,268,38.2,994,2
2018,1,7,14,0,933,4.5,832,24.3,98,37.800000000000004,993,0
2018,1,7,15,0,865,4.7,630,27.04,92,36.300000000000004,993,0
2018,1,7,16,0,742,5,389,31.21,79,34.6,993,0
2018,1,7,17,0,470,5.2,141,38.21,52,32.5,994,0
2018,1,7,18,0,0,5.6000000000000005,0,46.38,0,30.6,995,7
2018,1,7,19,0,0,5.6000000000000005,0,55.17,0,29,997,4
2018,1,7,20,0,0,5.300000000000001,0,62.690000000000005,0,27.900000000000002,997,4
2018,1,7,21,0,0,4.9,0,68.38,0,27.1,998,0
2018,1,7,22,0,0,4.4,0,71.79,0,26.6,998,0
2018,1,7,23,0,0,3.9000000000000004,0,74.16,0,26.200000000000003,997,0
