Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9391310,-,-,-,-5.62,-37.81,-3,125,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DNI,Wind Speed,GHI,Relative Humidity,DHI,Temperature,Pressure,Cloud Type
2021,1,1,0,0,0,4.800000000000001,0,70.17,0,27.200000000000003,996,0
2021,1,1,1,0,0,4.5,0,72.18,0,26.700000000000003,996,0
2021,1,1,2,0,0,4.1000000000000005,0,73.79,0,26.3,996,0
2021,1,1,3,0,0,3.7,0,75.05,0,26,996,0
2021,1,1,4,0,0,3.3000000000000003,0,76.29,0,25.700000000000003,996,3
2021,1,1,5,0,0,3.1,0,76.67,0,25.6,997,1
2021,1,1,6,0,19,4.1000000000000005,73,70.53,70,26.8,998,3
2021,1,1,7,0,723,4.5,336,59.76,68,29,998,0
2021,1,1,8,0,854,4.5,578,49.230000000000004,82,31.5,998,0
2021,1,1,9,0,916,4.3,784,40.62,94,34,998,0
2021,1,1,10,0,957,4.1000000000000005,938,34.550000000000004,98,36.1,997,0
2021,1,1,11,0,976,3.8000000000000003,1022,30.41,100,37.7,996,0
2021,1,1,12,0,974,3.6,1029,27.43,104,38.800000000000004,995,0
2021,1,1,13,0,963,3.4000000000000004,960,25.25,100,39.400000000000006,993,0
2021,1,1,14,0,931,3.3000000000000003,818,23.97,95,39.5,993,0
2021,1,1,15,0,870,3.3000000000000003,619,23.66,86,39,992,0
2021,1,1,16,0,753,3.3000000000000003,379,24.53,72,37.9,992,1
2021,1,1,17,0,492,2.9000000000000004,134,28.72,46,35.6,993,0
2021,1,1,18,0,0,3.8000000000000003,0,34.9,0,33.5,994,0
2021,1,1,19,0,0,5,0,41.660000000000004,0,32,995,0
2021,1,1,20,0,0,5.4,0,50.44,0,30.3,996,0
2021,1,1,21,0,0,5.2,0,57.36,0,29,996,0
2021,1,1,22,0,0,4.7,0,61.72,0,28,996,0
2021,1,1,23,0,0,4.3,0,65.08,0,27.200000000000003,996,1
2021,1,2,0,0,0,4,0,68.24,0,26.5,996,1
2021,1,2,1,0,0,3.8000000000000003,0,71.17,0,25.900000000000002,996,1
2021,1,2,2,0,0,3.5,0,73.26,0,25.5,996,0
2021,1,2,3,0,0,3.2,0,75.32000000000001,0,25.1,996,0
2021,1,2,4,0,0,3,0,77.49,0,24.700000000000003,997,0
2021,1,2,5,0,0,3,0,78.09,0,24.6,997,0
2021,1,2,6,0,375,3.9000000000000004,94,71.42,42,25.900000000000002,998,0
2021,1,2,7,0,705,4.2,333,60.04,72,28.200000000000003,998,0
2021,1,2,8,0,847,4.1000000000000005,577,48.120000000000005,86,30.900000000000002,998,0
2021,1,2,9,0,924,3.9000000000000004,788,37.63,93,33.7,997,0
2021,1,2,10,0,961,3.7,942,30.52,99,36.1,996,0
2021,1,2,11,0,975,3.5,1025,26.54,104,37.9,995,0
2021,1,2,12,0,962,3.3000000000000003,1029,24.41,115,39,993,0
2021,1,2,13,0,947,3.3000000000000003,959,23.03,113,39.6,992,0
2021,1,2,14,0,911,3.4000000000000004,818,22.59,108,39.5,991,0
2021,1,2,15,0,842,3.8000000000000003,616,23.35,99,38.7,991,0
2021,1,2,16,0,715,4.5,377,25.88,84,37.1,991,0
2021,1,2,17,0,436,5.300000000000001,132,32.26,53,34.6,992,1
2021,1,2,18,0,0,6.5,0,42.45,0,32.1,993,0
2021,1,2,19,0,0,6.7,0,54.39,0,29.900000000000002,994,0
2021,1,2,20,0,0,6.2,0,63.11,0,28.5,995,0
2021,1,2,21,0,0,5.7,0,67.49,0,27.8,996,0
2021,1,2,22,0,0,5.300000000000001,0,70.27,0,27.200000000000003,995,0
2021,1,2,23,0,0,4.9,0,72.46000000000001,0,26.700000000000003,995,0
2021,1,3,0,0,0,4.5,0,74.72,0,26.200000000000003,995,0
2021,1,3,1,0,0,4,0,76.77,0,25.8,995,1
2021,1,3,2,0,0,3.6,0,78.24,0,25.5,995,0
2021,1,3,3,0,0,3.3000000000000003,0,79.39,0,25.200000000000003,995,0
2021,1,3,4,0,0,3,0,79.49,0,25.1,995,0
2021,1,3,5,0,0,2.9000000000000004,0,79.03,0,25.1,996,0
2021,1,3,6,0,363,3.6,92,73.38,42,26.1,997,0
2021,1,3,7,0,688,4.1000000000000005,330,63.77,77,28,997,0
2021,1,3,8,0,834,4.2,575,54.21,93,30.200000000000003,997,0
2021,1,3,9,0,905,4.2,784,45.29,104,32.5,996,0
2021,1,3,10,0,947,4.1000000000000005,939,38.04,109,34.6,995,1
2021,1,3,11,0,966,3.9000000000000004,1024,32.94,112,36.2,994,0
2021,1,3,12,0,968,3.7,1032,29.64,111,37.300000000000004,993,1
2021,1,3,13,0,956,3.6,963,27.76,108,37.9,992,0
2021,1,3,14,0,923,3.6,821,27.29,101,37.9,991,0
