Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9406908,-,-,-,-6.46,-37.09,-3,162,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,Relative Humidity,GHI,Pressure,Wind Speed
2020,1,1,0,0,25.3,0,0,9,86.48,0,991,2.3000000000000003
2020,1,1,1,0,25.1,0,0,6,87.88,0,990,2.2
2020,1,1,2,0,24.8,0,0,6,89.78,0,990,2
2020,1,1,3,0,24.6,0,0,6,91.26,0,990,1.6
2020,1,1,4,0,24.400000000000002,0,0,6,92.85000000000001,0,991,1.2000000000000002
2020,1,1,5,0,24.5,0,0,6,91.76,0,992,1.3
2020,1,1,6,0,25.3,29,0,6,85.65,29,992,2.4000000000000004
2020,1,1,7,0,26.8,18,593,8,76.15,249,992,3.1
2020,1,1,8,0,28.400000000000002,273,102,8,66.85,334,993,3.1
2020,1,1,9,0,29.700000000000003,178,2,8,59.93,179,993,2.8000000000000003
2020,1,1,10,0,31,437,100,8,54.1,526,992,2.7
2020,1,1,11,0,32,445,43,8,49.910000000000004,486,991,2.6
2020,1,1,12,0,32.800000000000004,429,32,6,46.6,460,990,2.6
2020,1,1,13,0,33.2,345,2,4,44.660000000000004,346,990,2.7
2020,1,1,14,0,33.1,409,110,4,44.1,495,989,2.7
2020,1,1,15,0,32.5,150,3,8,45.31,152,989,2.8000000000000003
2020,1,1,16,0,31.200000000000003,113,6,8,49.300000000000004,116,989,2.8000000000000003
2020,1,1,17,0,29.3,75,3,3,61.35,76,990,1.9000000000000001
2020,1,1,18,0,28.1,0,0,8,67.92,0,991,2
2020,1,1,19,0,27.3,0,0,8,70.60000000000001,0,992,2.4000000000000004
2020,1,1,20,0,26.700000000000003,0,0,8,73.43,0,993,2.6
2020,1,1,21,0,26.3,0,0,8,75.57000000000001,0,993,2.5
2020,1,1,22,0,25.900000000000002,0,0,7,77.93,0,993,2.3000000000000003
2020,1,1,23,0,25.6,0,0,8,79.66,0,992,2.2
2020,1,2,0,0,25.200000000000003,0,0,3,82.01,0,991,2.1
2020,1,2,1,0,24.900000000000002,0,0,4,84.12,0,991,1.9000000000000001
2020,1,2,2,0,24.6,0,0,4,85.81,0,991,1.9000000000000001
