Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9406908,-,-,-,-6.46,-37.09,-3,162,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,Relative Humidity,GHI,Pressure,Wind Speed
2018,1,1,0,0,25.3,0,0,0,74.4,0,992,4.4
2018,1,1,1,0,24.8,0,0,0,77.34,0,991,4
2018,1,1,2,0,24.400000000000002,0,0,0,79.85000000000001,0,991,3.6
2018,1,1,3,0,24.1,0,0,0,81.87,0,991,3.2
2018,1,1,4,0,23.700000000000003,0,0,0,84.3,0,991,2.5
2018,1,1,5,0,23.8,0,0,0,84.22,0,992,2.4000000000000004
2018,1,1,6,0,25.900000000000002,45,444,0,72.85000000000001,115,992,4.3
2018,1,1,7,0,28.8,75,735,0,58.56,360,993,4.800000000000001
2018,1,1,8,0,31.8,90,866,0,46.29,605,993,4.4
2018,1,1,9,0,34.5,98,933,0,36.71,811,993,3.9000000000000004
2018,1,1,10,0,36.6,104,966,1,30.18,960,992,3.4000000000000004
2018,1,1,11,0,38.1,513,341,3,26.02,837,991,3
2018,1,1,12,0,38.900000000000006,111,976,0,23.740000000000002,1040,990,2.9000000000000004
2018,1,1,13,0,39.1,502,164,3,22.7,648,989,3
2018,1,1,14,0,38.900000000000006,107,916,0,22.39,816,988,3.2
2018,1,1,15,0,38,97,847,0,23.36,612,988,3.6
2018,1,1,16,0,36.6,198,14,3,25.560000000000002,203,988,4
2018,1,1,17,0,34.6,50,432,0,29.62,125,988,4.1000000000000005
2018,1,1,18,0,32.800000000000004,0,0,0,34.78,0,989,4.4
2018,1,1,19,0,31.400000000000002,0,0,0,40.12,0,989,4.800000000000001
2018,1,1,20,0,29.8,0,0,0,47.11,0,990,5.300000000000001
2018,1,1,21,0,28.400000000000002,0,0,0,54.64,0,990,5.5
2018,1,1,22,0,27.200000000000003,0,0,0,61.67,0,990,5.1000000000000005
2018,1,1,23,0,26.200000000000003,0,0,0,68.05,0,990,4.7
2018,1,2,0,0,25.400000000000002,0,0,0,73.23,0,990,4.3
2018,1,2,1,0,24.8,0,0,0,76.8,0,990,3.8000000000000003
2018,1,2,2,0,24.400000000000002,0,0,0,79.01,0,990,3.3000000000000003
2018,1,2,3,0,24,0,0,0,80.92,0,990,2.7
2018,1,2,4,0,23.8,0,0,0,81.34,0,990,2.7
2018,1,2,5,0,24,0,0,0,79.69,0,991,3.2
2018,1,2,6,0,25.3,53,341,0,72.35000000000001,106,992,3.8000000000000003
2018,1,2,7,0,27.400000000000002,91,666,0,61.17,348,992,3.8000000000000003
2018,1,2,8,0,30.1,107,820,0,48.800000000000004,594,992,3.6
2018,1,2,9,0,33.1,446,165,3,37.4,573,992,3.3000000000000003
2018,1,2,10,0,35.6,116,953,0,29.69,960,991,2.8000000000000003
2018,1,2,11,0,37.4,119,970,0,25.28,1041,989,2.4000000000000004
2018,1,2,12,0,38.5,118,973,0,22.8,1045,988,2.2
2018,1,2,13,0,39.1,114,958,0,21.2,970,987,2.2
2018,1,2,14,0,39.1,107,924,0,20.54,824,986,2.4000000000000004
2018,1,2,15,0,38.400000000000006,96,860,0,20.91,620,986,2.6
2018,1,2,16,0,37.2,79,735,0,22.21,376,986,2.9000000000000004
2018,1,2,17,0,34.7,93,78,3,26.310000000000002,107,987,2.6
2018,1,2,18,0,33,0,0,3,31.37,0,987,3.6
2018,1,2,19,0,31.700000000000003,0,0,4,38.34,0,989,5.4
2018,1,2,20,0,29.8,0,0,3,48.39,0,990,5.800000000000001
2018,1,2,21,0,28,0,0,0,58.57,0,990,5.6000000000000005
2018,1,2,22,0,26.900000000000002,0,0,0,65.12,0,991,5
2018,1,2,23,0,26.200000000000003,0,0,0,69.15,0,990,4.6000000000000005
2018,1,3,0,0,25.700000000000003,0,0,0,71.93,0,990,4.1000000000000005
2018,1,3,1,0,25.3,0,0,0,74.01,0,990,3.8000000000000003
2018,1,3,2,0,25,0,0,0,75.56,0,990,3.3000000000000003
2018,1,3,3,0,24.8,0,0,0,76.57000000000001,0,990,2.9000000000000004
2018,1,3,4,0,24.6,0,0,0,77.66,0,991,2.6
2018,1,3,5,0,24.6,0,0,0,77.72,0,991,2.5
2018,1,3,6,0,25.900000000000002,52,336,0,69.9,104,992,3.2
2018,1,3,7,0,28,151,445,7,59.33,322,993,3.4000000000000004
2018,1,3,8,0,30.5,113,796,0,49.46,584,993,3.3000000000000003
2018,1,3,9,0,33,376,25,3,41.64,395,992,3.1
2018,1,3,10,0,35,501,157,3,36.46,639,991,2.8000000000000003
2018,1,3,11,0,36.4,543,235,3,33.01,766,990,2.6
2018,1,3,12,0,37.1,445,278,7,30.830000000000002,710,989,2.5
2018,1,3,13,0,37.1,305,687,2,30.14,920,988,2.5
2018,1,3,14,0,36.4,331,380,7,31.07,626,988,2.7
2018,1,3,15,0,35.5,296,223,7,32.82,432,988,2.9000000000000004
2018,1,3,16,0,34.2,9,0,8,35.82,9,988,3.2
2018,1,3,17,0,32.800000000000004,49,0,4,39.56,49,989,3.2
