Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9406908,-,-,-,-6.46,-37.09,-3,162,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,Relative Humidity,GHI,Pressure,Wind Speed
2021,1,1,0,0,25.700000000000003,0,0,0,75.23,0,991,5.2
2021,1,1,1,0,25.3,0,0,1,77.15,0,991,4.7
2021,1,1,2,0,25,0,0,0,78.48,0,991,4.2
2021,1,1,3,0,24.700000000000003,0,0,0,79.79,0,991,3.7
2021,1,1,4,0,24.5,0,0,3,80.58,0,991,3.4000000000000004
2021,1,1,5,0,24.5,0,0,3,80.49,0,992,3.5
2021,1,1,6,0,26.200000000000003,30,0,3,71.41,30,993,4.800000000000001
2021,1,1,7,0,28.8,65,759,0,58.26,359,993,5.1000000000000005
2021,1,1,8,0,31.700000000000003,79,880,0,46.1,602,993,4.800000000000001
2021,1,1,9,0,34.4,94,930,0,36.99,806,993,4.3
2021,1,1,10,0,36.5,101,964,0,31.09,955,992,3.9000000000000004
2021,1,1,11,0,38,104,980,0,27.35,1035,991,3.7
2021,1,1,12,0,39,109,976,0,24.91,1038,990,3.5
2021,1,1,13,0,39.5,106,961,0,23.34,963,989,3.5
2021,1,1,14,0,39.400000000000006,145,838,7,22.75,795,988,3.6
2021,1,1,15,0,38.7,90,862,0,23.11,614,988,3.8000000000000003
2021,1,1,16,0,37.300000000000004,163,5,3,24.71,165,988,4
2021,1,1,17,0,35.300000000000004,45,482,7,28.04,129,988,3.6
2021,1,1,18,0,33.5,0,0,3,32.49,0,989,4
2021,1,1,19,0,31.900000000000002,0,0,3,38.230000000000004,0,990,5
2021,1,1,20,0,29.900000000000002,0,0,0,46.980000000000004,0,991,5.9
2021,1,1,21,0,28.1,0,0,0,56.18,0,991,6.2
2021,1,1,22,0,26.700000000000003,0,0,0,63.42,0,991,5.9
2021,1,1,23,0,25.700000000000003,0,0,0,68.72,0,991,5.4
2021,1,2,0,0,25,0,0,0,72.71000000000001,0,990,5
2021,1,2,1,0,24.5,0,0,0,75.85000000000001,0,990,4.6000000000000005
2021,1,2,2,0,24.1,0,0,0,78,0,990,4.1000000000000005
2021,1,2,3,0,23.8,0,0,0,79.48,0,991,3.4000000000000004
2021,1,2,4,0,23.5,0,0,0,81,0,991,2.8000000000000003
2021,1,2,5,0,23.5,0,0,0,81.2,0,992,2.7
2021,1,2,6,0,25.3,42,450,0,71.87,112,993,4
2021,1,2,7,0,28.1,69,746,0,57.65,357,993,4.2
2021,1,2,8,0,31.3,83,873,0,44.13,601,992,3.9000000000000004
2021,1,2,9,0,34.300000000000004,89,941,0,34.04,808,992,3.4000000000000004
2021,1,2,10,0,36.7,95,975,0,27.92,959,991,3.1
2021,1,2,11,0,38.5,98,991,0,24.3,1040,989,3
2021,1,2,12,0,39.6,108,980,0,22.03,1042,988,3
2021,1,2,13,0,40.1,105,965,0,20.55,968,987,3.2
2021,1,2,14,0,40,99,932,0,19.98,823,986,3.4000000000000004
2021,1,2,15,0,39.300000000000004,90,868,0,20.37,619,986,3.9000000000000004
2021,1,2,16,0,37.800000000000004,75,748,0,22.150000000000002,377,986,4.4
2021,1,2,17,0,35.4,47,480,1,26.45,131,987,4.5
2021,1,2,18,0,33.1,0,0,3,33.24,0,988,5.800000000000001
2021,1,2,19,0,31,0,0,3,42.52,0,989,6.9
2021,1,2,20,0,28.900000000000002,0,0,0,53.11,0,990,6.9
2021,1,2,21,0,27.5,0,0,0,61.120000000000005,0,990,6.4
2021,1,2,22,0,26.400000000000002,0,0,0,67.62,0,990,5.7
2021,1,2,23,0,25.8,0,0,0,71.87,0,990,5
2021,1,3,0,0,25.3,0,0,0,74.82000000000001,0,989,4.4
2021,1,3,1,0,25,0,0,0,76.36,0,989,4
2021,1,3,2,0,24.8,0,0,1,76.95,0,989,3.6
2021,1,3,3,0,24.5,0,0,1,78.10000000000001,0,990,3.1
2021,1,3,4,0,24.3,0,0,1,78.73,0,990,2.6
2021,1,3,5,0,24.400000000000002,0,0,0,78.06,0,991,2.6
2021,1,3,6,0,25.900000000000002,43,444,0,70.17,111,991,3.6
2021,1,3,7,0,28.1,72,738,0,59.5,355,992,3.8000000000000003
2021,1,3,8,0,30.700000000000003,172,571,7,48.300000000000004,510,991,3.7
2021,1,3,9,0,33.4,144,833,7,38.37,780,991,3.4000000000000004
2021,1,3,10,0,35.7,107,964,0,31.26,960,990,3.2
2021,1,3,11,0,37.4,112,981,0,26.84,1044,989,2.9000000000000004
2021,1,3,12,0,38.6,112,979,0,24,1046,988,2.9000000000000004
2021,1,3,13,0,39.1,110,964,0,22.42,972,987,3
2021,1,3,14,0,39.1,278,683,2,21.87,810,986,3.3000000000000003
2021,1,3,15,0,38.300000000000004,96,856,1,22.67,619,986,3.6
2021,1,3,16,0,36.9,213,24,2,24.94,223,986,4.2
2021,1,3,17,0,34.6,50,447,0,30.04,129,987,4.4
2021,1,3,18,0,32.7,0,0,0,36.63,0,988,5.6000000000000005
2021,1,3,19,0,31,0,0,2,44.13,0,989,6.300000000000001
