Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,9406908,-,-,-,-6.46,-37.09,-3,162,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,DHI,DNI,Cloud Type,Relative Humidity,GHI,Pressure,Wind Speed
2022,1,1,0,0,24.5,0,0,7,87.46000000000001,0,991,2.7
2022,1,1,1,0,24.1,0,0,7,89.32000000000001,0,990,2.7
2022,1,1,2,0,23.8,0,0,7,90.47,0,990,2.6
2022,1,1,3,0,23.5,0,0,6,91.42,0,990,2.6
2022,1,1,4,0,23.3,0,0,8,91.79,0,990,2.4000000000000004
2022,1,1,5,0,23.3,0,0,8,91.35000000000001,0,991,2.6
2022,1,1,6,0,25,30,481,8,81.05,106,992,4.3
2022,1,1,7,0,27.5,123,449,8,66.5,297,992,5.1000000000000005
2022,1,1,8,0,30.1,197,585,8,54.4,545,992,5.300000000000001
2022,1,1,9,0,32.4,162,743,8,46.17,730,992,5.2
2022,1,1,10,0,34.2,151,794,8,40.79,855,991,5.1000000000000005
2022,1,1,11,0,35.6,421,500,3,37.03,896,990,5
2022,1,1,12,0,36.4,175,784,8,34.93,922,989,4.9
2022,1,1,13,0,36.5,319,632,3,34.64,883,989,4.800000000000001
2022,1,1,14,0,36,227,574,7,35.47,672,988,4.800000000000001
2022,1,1,15,0,34.7,271,137,7,38.33,354,988,4.800000000000001
2022,1,1,16,0,33,133,484,8,43.38,328,988,4.6000000000000005
2022,1,1,17,0,30.6,31,1,8,53.97,31,989,3.6
2022,1,1,18,0,28.900000000000002,0,0,8,61.53,0,990,3.8000000000000003
2022,1,1,19,0,27.8,0,0,7,67,0,991,3.9000000000000004
2022,1,1,20,0,26.700000000000003,0,0,7,73.09,0,992,3.8000000000000003
2022,1,1,21,0,25.8,0,0,8,78.25,0,992,3.6
2022,1,1,22,0,25.1,0,0,8,82.57000000000001,0,992,3.3000000000000003
